run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf1gb_q1,h2o,1gb,q1,50000,0.0020,0.0029,21.15,246,105,54.8,62.7,15839,4.6,33,0.11,112.3,1.8,0.22,OK
h2o_sf1gb_q10,h2o,1gb,q10,12500,0.0070,0.0083,23.45,272,168,62.1,94.7,15823,13.8,76,0.43,112.3,1.9,0.79,OK
h2o_sf1gb_q2,h2o,1gb,q2,33335,0.0030,0.0037,21.73,252,214,56.3,69.1,15841,3.2,60,0.17,110.8,1.8,0.33,OK
h2o_sf1gb_q3,h2o,1gb,q3,25000,0.0040,0.0046,21.69,247,247,57.1,73.9,15807,4.5,52,0.23,111.3,1.9,0.45,OK
h2o_sf1gb_q4,h2o,1gb,q4,33335,0.0020,0.0033,21.45,243,185,54.0,62.7,15829,4.2,62,0.11,114.1,1.8,0.23,OK
h2o_sf1gb_q5,h2o,1gb,q5,25000,0.0040,0.0046,21.75,249,158,57.4,72.6,15811,9.1,67,0.23,112.2,1.9,0.45,OK
h2o_sf1gb_q6,h2o,1gb,q6,20000,0.0040,0.0056,21.75,251,154,57.2,72.9,15841,2.4,29,0.23,113.4,1.8,0.45,OK
h2o_sf1gb_q7,h2o,1gb,q7,33335,0.0030,0.0033,21.43,247,200,56.2,69.6,15815,4.4,67,0.17,111.5,1.8,0.33,OK
h2o_sf1gb_q8,h2o,1gb,q8,14290,0.0070,0.0089,22.22,250,115,60.6,80.1,15841,23.0,78,0.42,108.8,1.8,0.76,OK
h2o_sf1gb_q9,h2o,1gb,q9,9095,0.0110,0.0120,22.76,263,263,62.3,98.3,15839,8.3,78,0.69,110.6,1.9,1.22,OK
