run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf2gb_q1,h2o,2gb,q1,25000,0.0030,0.0047,22.15,253,219,57.2,71.7,15825,1.3,29,0.17,109.5,1.8,0.33,OK
h2o_sf2gb_q10,h2o,2gb,q10,6668,0.0120,0.0132,20.77,243,243,67.1,133.5,15841,4.3,85,0.81,112.3,1.9,1.35,OK
h2o_sf2gb_q2,h2o,2gb,q2,20000,0.0050,0.0055,23.05,266,266,59.0,81.9,15839,4.1,63,0.29,110.0,1.9,0.55,OK
h2o_sf2gb_q3,h2o,2gb,q3,12500,0.0070,0.0082,23.19,268,257,59.8,93.0,15841,4.4,58,0.42,111.4,1.9,0.78,OK
h2o_sf2gb_q4,h2o,2gb,q4,25000,0.0040,0.0043,22.12,252,159,57.6,73.7,15823,4.2,47,0.23,109.3,1.8,0.44,OK
h2o_sf2gb_q5,h2o,2gb,q5,14290,0.0070,0.0078,22.52,262,98,59.5,90.8,15837,12.0,82,0.42,108.5,1.8,0.76,OK
h2o_sf2gb_q6,h2o,2gb,q6,12500,0.0080,0.0083,22.91,260,162,60.9,92.5,15825,7.2,82,0.49,109.0,1.8,0.87,OK
h2o_sf2gb_q7,h2o,2gb,q7,20000,0.0050,0.0052,22.52,258,59,59.7,84.6,15791,0.2,1,0.30,108.6,1.8,0.54,OK
h2o_sf2gb_q8,h2o,2gb,q8,9095,0.0110,0.0113,23.18,268,217,64.2,105.9,15841,10.1,88,0.71,109.6,1.8,1.21,OK
h2o_sf2gb_q9,h2o,2gb,q9,4212,0.0190,0.0205,20.32,239,193,72.8,139.2,15841,10.2,87,1.38,111.8,1.9,2.12,OK
