run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q1,tpch,1,q1,gpu,1429,7,7.0,22.57,271,237,99.9,101.0,6565,95.0,95,0.7,107.2,1.8,0.8,OK
tpch_sf1_q2,tpch,1,q2,gpu,2500,4,4.1,20.39,259,221,48.5,50.9,3451,71.0,72,0.2,106.8,1.8,0.4,OK
tpch_sf1_q3,tpch,1,q3,gpu,2000,4,5.0,28.33,334,297,85.6,86.7,6565,95.0,95,0.3,107.0,1.8,0.4,OK
tpch_sf1_q4,tpch,1,q4,gpu,5000,2,2.0,53.17,654,612,97.5,98.4,6563,95.0,95,0.2,106.6,1.8,0.2,OK
tpch_sf1_q5,tpch,1,q5,gpu,2500,4,4.0,34.85,414,410,87.4,92.7,6563,86.5,95,0.3,106.8,1.8,0.4,OK
tpch_sf1_q6,tpch,1,q6,gpu,10000,1,1.1,78.04,944,905,102.6,105.0,6561,93.9,95,0.1,106.5,1.8,0.1,OK
tpch_sf1_q7,tpch,1,q7,gpu,2500,4,4.0,34.12,397,363,87.7,89.1,6563,88.0,88,0.4,107.3,1.8,0.4,OK
tpch_sf1_q8,tpch,1,q8,gpu,2500,3,3.8,34.06,395,395,84.9,90.7,6563,84.3,90,0.3,107.6,1.8,0.3,OK
tpch_sf1_q9,tpch,1,q9,gpu,1429,7,7.0,26.54,321,320,84.8,91.8,6565,83.4,94,0.6,106.9,1.8,0.7,OK
tpch_sf1_q10,tpch,1,q10,gpu,3334,3,3.0,40.63,493,452,89.9,91.1,6565,89.0,90,0.3,107.2,1.8,0.3,OK
tpch_sf1_q11,tpch,1,q11,gpu,2500,4,4.2,17.92,226,196,77.8,79.7,3453,79.7,81,0.3,107.2,1.8,0.4,OK
tpch_sf1_q12,tpch,1,q12,gpu,3334,3,3.0,39.43,469,436,91.7,93.0,6563,89.3,90,0.3,107.3,1.8,0.3,OK
tpch_sf1_q13,tpch,1,q13,gpu,334,30,30.2,13.69,172,139,87.0,89.4,3453,97.9,98,2.6,107.5,1.8,3.2,OK
tpch_sf1_q14,tpch,1,q14,gpu,5000,2,2.1,48.10,589,555,89.7,91.2,6561,88.0,89,0.2,107.1,1.8,0.2,OK
tpch_sf1_q15,tpch,1,q15,gpu,5000,2,2.3,46.66,585,549,90.4,92.1,6567,84.9,86,0.2,106.8,1.8,0.2,OK
tpch_sf1_q16,tpch,1,q16,gpu,244,41,41.5,13.62,174,141,47.9,51.1,3449,96.9,97,2.0,107.8,1.8,4.4,OK
tpch_sf1_q17,tpch,1,q17,gpu,2000,5,5.0,25.94,319,318,76.2,82.1,6565,77.0,97,0.4,107.4,1.8,0.5,OK
tpch_sf1_q18,tpch,1,q18,gpu,2000,5,5.0,28.70,341,306,96.2,97.9,6565,93.2,94,0.5,107.5,1.8,0.5,OK
tpch_sf1_q19,tpch,1,q19,gpu,295,34,34.4,15.40,192,153,94.4,95.6,6561,94.5,96,3.2,106.9,1.8,3.6,OK
tpch_sf1_q20,tpch,1,q20,gpu,2000,5,5.4,29.87,367,335,82.0,83.6,6563,86.6,87,0.4,107.1,1.8,0.5,OK
tpch_sf1_q21,tpch,1,q21,gpu,90,112,113.3,13.87,172,127,93.5,94.6,12791,98.0,99,10.5,107.0,1.8,12.0,OK
tpch_sf1_q22,tpch,1,q22,gpu,3334,3,3.1,23.72,299,269,57.5,58.4,3453,57.5,59,0.2,106.8,1.8,0.3,OK
