run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,gpu,715,14,14.1,21.91,265,227,102.6,104.0,12789,97.2,98,1.4,106.6,1.8,1.5,OK
tpch_sf2_q2,tpch,2,q2,gpu,2000,5,5.0,21.06,260,227,55.4,60.0,6563,77.0,78,0.3,106.4,1.8,0.5,OK
tpch_sf2_q3,tpch,2,q3,gpu,1429,7,7.0,34.84,415,377,92.7,93.6,12789,97.0,97,0.6,106.6,1.8,0.7,OK
tpch_sf2_q4,tpch,2,q4,gpu,2000,5,5.0,41.59,490,450,100.5,101.4,12787,97.0,97,0.5,106.7,1.8,0.5,OK
tpch_sf2_q5,tpch,2,q5,gpu,1250,8,8.0,32.84,393,356,96.6,97.5,12787,95.7,96,0.8,106.7,1.8,0.9,OK
tpch_sf2_q6,tpch,2,q6,gpu,5000,2,2.0,74.94,871,867,102.1,106.9,12785,95.1,98,0.2,106.8,1.8,0.2,OK
tpch_sf2_q7,tpch,2,q7,gpu,1667,6,6.0,39.62,472,431,94.8,96.0,12787,93.2,94,0.6,107.1,1.8,0.6,OK
tpch_sf2_q8,tpch,2,q8,gpu,1667,6,6.0,40.49,484,483,91.4,97.1,12787,87.6,95,0.5,107.0,1.8,0.6,OK
tpch_sf2_q9,tpch,2,q9,gpu,770,12,12.9,26.16,316,262,96.5,97.6,12789,97.0,97,1.2,107.2,1.8,1.3,OK
tpch_sf2_q10,tpch,2,q10,gpu,2000,5,5.0,43.43,515,478,96.7,98.2,12789,94.0,94,0.5,106.9,1.8,0.5,OK
tpch_sf2_q11,tpch,2,q11,gpu,1429,6,7.1,16.45,207,167,90.8,92.3,6565,87.3,89,0.5,107.2,1.8,0.6,OK
tpch_sf2_q12,tpch,2,q12,gpu,2000,5,5.0,42.76,511,469,97.9,99.1,12787,94.0,94,0.5,107.2,1.8,0.5,OK
tpch_sf2_q13,tpch,2,q13,gpu,173,58,58.3,13.95,175,133,91.6,92.6,6565,98.7,99,5.3,107.4,1.8,6.2,OK
tpch_sf2_q14,tpch,2,q14,gpu,3334,3,3.2,56.97,678,639,96.4,97.7,12785,92.7,94,0.3,107.3,1.8,0.3,OK
tpch_sf2_q15,tpch,2,q15,gpu,3334,3,3.1,53.89,633,596,98.1,99.7,12791,92.3,94,0.3,107.1,1.8,0.3,OK
tpch_sf2_q16,tpch,2,q16,gpu,213,46,47.1,13.79,177,137,56.3,59.8,6561,97.0,97,2.6,107.0,1.8,4.9,OK
tpch_sf2_q17,tpch,2,q17,gpu,1429,6,7.1,31.16,377,342,88.9,90.7,12791,90.0,91,0.5,107.3,1.8,0.6,OK
tpch_sf2_q18,tpch,2,q18,gpu,1112,9,9.1,29.87,356,318,100.6,102.5,12789,96.2,97,0.9,107.7,1.8,1.0,OK
tpch_sf2_q19,tpch,2,q19,gpu,152,66,66.2,15.31,188,187,87.2,100.0,12783,86.0,98,5.8,107.2,1.8,7.1,OK
tpch_sf2_q20,tpch,2,q20,gpu,1250,8,8.1,31.29,378,340,91.3,92.9,12787,92.0,93,0.7,107.3,1.8,0.9,OK
tpch_sf2_q21,tpch,2,q21,gpu,46,219,222.2,14.09,176,127,97.7,99.7,14347,98.9,100,21.4,107.4,1.8,23.5,OK
tpch_sf2_q22,tpch,2,q22,gpu,3334,3,3.2,30.03,370,330,69.1,70.3,6565,67.4,69,0.2,106.7,1.8,0.3,OK
