run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf1gb_q1,h2o,1gb,q1,5716,0.0140,0.0170,21.09,203,202,19.5,35.8,15835,15.0,100,0.27,109.9,1.9,1.54,OK
h2o_sf1gb_q10,h2o,1gb,q10,870,0.0680,0.0730,23.11,200,155,27.0,45.4,15841,49.4,100,1.83,112.8,1.9,7.67,OK
h2o_sf1gb_q2,h2o,1gb,q2,4448,0.0170,0.0202,22.09,215,173,21.1,39.8,15841,31.8,100,0.36,110.4,1.9,1.88,OK
h2o_sf1gb_q3,h2o,1gb,q3,2860,0.0270,0.0305,23.68,227,130,22.1,42.3,15839,34.0,100,0.60,110.2,1.9,2.98,OK
h2o_sf1gb_q4,h2o,1gb,q4,4708,0.0170,0.0201,21.92,211,170,20.4,37.2,15837,17.9,100,0.35,108.3,1.9,1.84,OK
h2o_sf1gb_q5,h2o,1gb,q5,2860,0.0270,0.0310,23.38,218,173,21.7,42.9,15841,44.2,100,0.59,109.3,1.9,2.95,OK
h2o_sf1gb_q6,h2o,1gb,q6,1636,0.0490,0.0519,26.16,236,190,23.6,44.3,15841,36.8,100,1.16,114.1,1.9,5.59,OK
h2o_sf1gb_q7,h2o,1gb,q7,2224,0.0350,0.0395,24.70,231,180,22.4,43.2,15841,19.0,100,0.78,109.7,1.9,3.84,OK
h2o_sf1gb_q8,h2o,1gb,q8,2428,0.0310,0.0350,23.15,219,178,21.9,44.6,15842,22.1,100,0.68,115.9,1.9,3.59,OK
h2o_sf1gb_q9,h2o,1gb,q9,142,0.1400,0.1473,27.54,179,111,43.4,43.7,11389,94.9,100,6.07,120.0,1.8,16.80,OK
