run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf2gb_q1,h2o,2gb,q1,0,,,,0,0,,,,,,,,,,FALLBACK
h2o_sf2gb_q10,h2o,2gb,q10,292,0.1330,0.1383,20.70,157,155,26.4,45.7,15837,54.0,100,3.51,116.4,1.9,15.48,OK
h2o_sf2gb_q2,h2o,2gb,q2,2428,0.0330,0.0436,25.32,238,191,25.5,47.5,15841,36.8,100,0.84,119.0,1.9,3.93,OK
h2o_sf2gb_q3,h2o,2gb,q3,1484,0.0540,0.0566,26.64,244,200,23.5,45.1,15841,20.3,100,1.27,121.0,1.9,6.54,OK
h2o_sf2gb_q4,h2o,2gb,q4,1040,0.0330,0.0438,24.58,231,231,24.1,43.4,15841,25.4,100,0.79,117.7,1.9,3.89,OK
h2o_sf2gb_q5,h2o,2gb,q5,387,0.0540,0.0794,20.27,181,179,26.8,44.7,15841,19.9,100,1.45,120.0,1.9,6.48,OK
h2o_sf2gb_q6,h2o,2gb,q6,150,0.0960,0.1021,15.02,184,144,24.4,44.5,15841,49.3,100,2.34,120.2,1.9,11.54,FALLBACK
h2o_sf2gb_q7,h2o,2gb,q7,0,,,,0,0,,,,,,,,,,FALLBACK
h2o_sf2gb_q8,h2o,2gb,q8,1292,0.0620,0.0674,25.79,234,234,23.1,46.8,15841,32.0,100,1.43,116.4,1.9,7.22,OK
h2o_sf2gb_q9,h2o,2gb,q9,73,0.2770,0.2823,9.85,224,176,38.5,44.3,15841,73.4,100,10.66,117.4,1.9,32.51,FALLBACK
