run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q1,tpch,1,q1,gpu,2500,4,30.6,124.37,1564,1534,109.9,113.6,8228,92.0,95,0.4,126.7,1.8,0.5,OK
tpch_sf1_q2,tpch,1,q2,gpu,3334,3,41.4,206.06,2604,2603,94.9,100.8,5664,90.3,93,0.3,128.0,1.8,0.4,OK
tpch_sf1_q3,tpch,1,q3,gpu,5000,2,20.5,223.06,2801,2767,105.2,108.4,8396,92.0,94,0.2,128.0,1.8,0.3,OK
tpch_sf1_q4,tpch,1,q4,gpu,10000,1,22.0,377.10,4747,4665,107.6,112.6,8212,92.0,95,0.1,-602.5,1.8,-0.6,OK
tpch_sf1_q5,tpch,1,q5,gpu,5000,2,35.8,303.72,3831,3804,104.5,107.3,8278,91.9,94,0.2,127.4,1.8,0.3,OK
tpch_sf1_q6,tpch,1,q6,gpu,100,1,6.8,5.49,63,42,104.0,113.5,8144,90.8,92,0.1,125.4,1.8,0.1,OK
tpch_sf1_q7,tpch,1,q7,gpu,5000,2,17.4,179.03,2251,2216,94.5,122.2,8234,90.8,93,0.2,127.3,1.8,0.3,OK
tpch_sf1_q8,tpch,1,q8,gpu,5000,2,18.8,203.55,2570,2521,79.3,83.8,7562,91.6,93,0.2,127.9,1.8,0.3,OK
tpch_sf1_q9,tpch,1,q9,gpu,2500,4,21.1,94.62,1194,1051,87.0,93.9,7542,92.1,94,0.3,127.9,1.8,0.5,OK
tpch_sf1_q10,tpch,1,q10,gpu,5000,2,21.5,185.53,2334,2285,78.9,83.0,7486,91.5,93,0.2,127.3,1.8,0.3,OK
tpch_sf1_q11,tpch,1,q11,gpu,1112,3,23.3,36.14,452,410,73.0,76.0,4666,91.7,93,0.2,125.5,1.8,0.4,OK
tpch_sf1_q12,tpch,1,q12,gpu,5000,2,21.0,189.93,2395,2389,78.5,83.3,7558,91.5,93,0.2,127.5,1.8,0.3,OK
tpch_sf1_q13,tpch,1,q13,gpu,127,16,44.9,9.08,110,107,91.1,111.8,4800,86.3,94,1.5,126.8,1.8,2.0,OK
tpch_sf1_q14,tpch,1,q14,gpu,209,1,20.2,9.72,119,107,74.6,79.0,7472,90.3,92,0.1,127.6,1.8,0.1,OK
tpch_sf1_q15,tpch,1,q15,gpu,157,4,18.1,7.90,95,95,73.0,79.4,7478,89.5,92,0.3,126.2,1.8,0.5,OK
tpch_sf1_q16,tpch,1,q16,gpu,83,31,63.8,9.25,113,113,67.0,71.9,4664,74.7,91,2.1,127.2,1.8,3.9,OK
tpch_sf1_q17,tpch,1,q17,gpu,182,3,40.7,12.87,159,158,70.8,75.8,7580,87.4,93,0.2,128.3,1.8,0.4,OK
tpch_sf1_q18,tpch,1,q18,gpu,233,3,21.6,11.01,135,102,84.4,86.8,7468,91.7,94,0.3,131.1,1.8,0.4,OK
tpch_sf1_q19,tpch,1,q19,gpu,109,19,53.6,12.34,151,151,86.2,101.6,7466,81.2,94,1.6,126.1,1.8,2.4,OK
tpch_sf1_q20,tpch,1,q20,gpu,910,3,34.8,48.25,608,574,75.1,81.1,7578,91.4,93,0.2,127.5,1.8,0.4,OK
tpch_sf1_q21,tpch,1,q21,gpu,40,153,187.6,11.34,139,139,88.7,100.7,13226,90.3,93,13.6,126.6,1.8,19.4,OK
tpch_sf1_q22,tpch,1,q22,gpu,90,2,34.1,8.75,106,106,65.9,75.3,4688,87.6,93,0.1,127.9,1.8,0.3,OK
