run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q01,tpch,1,q01,0,,,,0,0,,,,,,,,,,FALLBACK
tpch_sf1_q02,tpch,1,q02,4000,0.0050,0.0076,38.71,480,421,36.8,37.6,15841,17.5,33,0.18,117.3,1.8,0.59,OK
tpch_sf1_q03,tpch,1,q03,6668,0.0020,0.0042,36.40,446,390,43.8,46.4,15841,30.7,45,0.09,114.3,1.8,0.23,OK
tpch_sf1_q04,tpch,1,q04,8000,0.0020,0.0036,36.99,457,414,47.5,51.5,15841,31.1,41,0.09,-7940.0,1.8,-15.88,OK
tpch_sf1_q05,tpch,1,q05,5716,0.0020,0.0047,35.34,436,435,40.3,43.8,15841,17.8,38,0.08,115.2,1.8,0.23,OK
tpch_sf1_q06,tpch,1,q06,6667,0.0020,0.0030,24.17,297,225,59.6,61.7,15841,49.8,52,0.12,112.7,1.8,0.23,OK
tpch_sf1_q07,tpch,1,q07,4446,0.0040,0.0065,37.77,465,414,40.4,42.7,15841,21.1,29,0.16,117.7,1.8,0.47,OK
tpch_sf1_q08,tpch,1,q08,5000,0.0040,0.0061,38.95,483,436,39.4,41.6,15841,16.3,24,0.16,114.7,1.8,0.46,OK
tpch_sf1_q09,tpch,1,q09,4446,0.0030,0.0057,34.06,422,369,48.5,53.4,15841,28.4,40,0.15,112.8,1.8,0.34,OK
tpch_sf1_q10,tpch,1,q10,5000,0.0030,0.0053,35.37,430,383,43.9,46.8,15841,26.9,48,0.13,113.4,1.8,0.34,OK
tpch_sf1_q11,tpch,1,q11,0,,,,0,0,,,,,,,,,,FALLBACK
tpch_sf1_q12,tpch,1,q12,0,,,,0,0,,,,,,,,,,FALLBACK
tpch_sf1_q13,tpch,1,q13,8574,0.0060,0.0074,13.14,196,146,35.0,38.9,15841,2.9,55,0.21,123.9,1.9,0.74,FALLBACK
tpch_sf1_q14,tpch,1,q14,6667,0.0010,0.0024,20.19,250,202,41.6,42.7,15841,18.3,22,0.04,114.9,1.8,0.11,OK
tpch_sf1_q15,tpch,1,q15,5000,0.0010,0.0033,21.08,260,201,40.9,41.6,15841,17.3,22,0.04,112.1,1.8,0.11,OK
tpch_sf1_q16,tpch,1,q16,2001,0.0020,0.0110,24.46,289,250,38.8,41.8,15841,38.8,84,0.08,120.8,1.9,0.24,OK
tpch_sf1_q17,tpch,1,q17,0,,,,0,0,,,,,,,,,,FALLBACK
tpch_sf1_q18,tpch,1,q18,0,,,,0,0,,,,,,,,,,FALLBACK
tpch_sf1_q19,tpch,1,q19,0,,,,0,0,,,,,,,,,,FALLBACK
tpch_sf1_q20,tpch,1,q20,4446,0.0030,0.0058,34.21,421,413,38.9,40.8,15841,23.0,76,0.12,113.2,1.8,0.34,OK
tpch_sf1_q21,tpch,1,q21,2000,0.0040,0.0095,27.48,336,283,49.9,55.5,15841,39.7,67,0.20,116.9,1.8,0.47,OK
tpch_sf1_q22,tpch,1,q22,4000,0.0020,0.0041,20.68,257,189,38.4,39.0,15841,19.4,27,0.08,111.6,1.8,0.22,OK
