run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf10_q01,tpch,10,q01,0,,,,0,0,,,,,,,,,,FALLBACK
tpch_sf10_q02,tpch,10,q02,4,0.0120,0.6070,4.07,50,43,52.3,55.9,15723,3.2,9,0.63,112.4,1.9,1.35,OK
tpch_sf10_q03,tpch,10,q03,3,0.0140,0.8888,4.62,56,6,52.2,52.6,15699,7.0,7,0.73,113.4,1.9,1.59,OK
tpch_sf10_q04,tpch,10,q04,3,0.0160,0.8695,4.53,56,56,53.7,60.1,15701,0.0,0,0.86,113.3,1.9,1.81,OK
tpch_sf10_q05,tpch,10,q05,3,0.0150,0.8942,4.63,56,5,64.1,64.6,5515,45.0,45,0.96,110.4,1.8,1.66,OK
tpch_sf10_q06,tpch,10,q06,4,0.0120,0.6760,4.40,53,9,60.2,60.9,5447,17.0,17,0.72,111.8,1.8,1.34,OK
tpch_sf10_q07,tpch,10,q07,3,0.0180,0.9195,4.75,59,3,57.5,60.7,18,17.0,17,1.04,109.5,1.9,1.97,OK
tpch_sf10_q08,tpch,10,q08,3,0.0170,0.9533,4.89,60,11,66.7,68.1,5541,25.0,25,1.13,111.1,1.8,1.89,OK
tpch_sf10_q09,tpch,10,q09,3,0.0360,0.9945,5.03,63,63,57.7,77.0,15771,13.3,51,2.08,113.2,2.0,4.07,OK
tpch_sf10_q10,tpch,10,q10,3,0.0180,1.0110,5.09,63,56,55.2,69.9,15749,13.8,77,0.99,113.8,1.9,2.05,OK
tpch_sf10_q11,tpch,10,q11,4,0.0040,0.3298,4.05,48,43,54.3,58.7,15711,0.5,9,0.22,112.5,1.9,0.45,OK
tpch_sf10_q12,tpch,10,q12,3,0.0160,0.9807,5.03,63,37,52.0,55.4,15673,9.0,9,0.83,112.2,1.9,1.79,OK
tpch_sf10_q13,tpch,10,q13,3,0.0350,0.9067,4.65,58,6,51.6,51.6,15673,12.0,12,1.81,112.6,1.8,3.94,OK
tpch_sf10_q14,tpch,10,q14,3,0.0060,0.8650,4.53,55,6,56.8,57.0,5459,22.0,22,0.34,112.0,1.8,0.67,OK
tpch_sf10_q15,tpch,10,q15,3,0.0080,0.8727,4.55,57,6,56.9,57.3,5463,33.0,33,0.45,111.8,1.8,0.89,OK
tpch_sf10_q16,tpch,10,q16,4,0.0680,0.6510,4.28,53,12,84.4,92.5,15739,55.0,55,5.74,112.2,1.8,7.63,OK
tpch_sf10_q17,tpch,10,q17,3,0.0300,0.8835,4.64,56,6,51.7,51.7,15697,12.0,12,1.55,112.0,1.8,3.36,OK
tpch_sf10_q18,tpch,10,q18,4,0.0410,0.6922,4.50,56,15,73.6,81.2,15759,18.3,31,3.02,112.3,1.9,4.60,OK
tpch_sf10_q19,tpch,10,q19,3,0.0180,1.2722,6.16,76,2,72.0,75.8,16,12.0,12,1.30,110.2,1.8,1.98,OK
tpch_sf10_q20,tpch,10,q20,3,0.0140,0.9180,4.72,58,6,52.2,52.2,15707,11.0,11,0.73,110.7,1.8,1.55,OK
tpch_sf10_q21,tpch,10,q21,3,0.0640,0.9333,4.78,59,19,63.3,85.0,15775,5.0,5,4.05,116.3,2.0,7.44,OK
tpch_sf10_q22,tpch,10,q22,4,0.0090,0.6192,4.14,51,51,55.2,74.9,15729,0.0,0,0.50,112.8,1.9,1.02,OK
