run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf5_q01,tpch,5,q01,3,0.0400,0.9403,4.82,58,5,68.3,74.3,15701,57.0,57,2.73,111.3,1.8,4.45,OK
tpch_sf5_q02,tpch,5,q02,4,0.0070,0.5924,4.02,49,37,53.3,57.4,15807,1.0,5,0.37,112.7,1.9,0.79,OK
tpch_sf5_q03,tpch,5,q03,4,0.0090,0.6484,4.29,52,11,54.3,57.9,15711,15.0,15,0.49,119.0,2.0,1.07,OK
tpch_sf5_q04,tpch,5,q04,4,0.0080,0.6316,4.20,52,43,51.9,57.3,15725,0.3,1,0.42,114.5,1.9,0.92,OK
tpch_sf5_q05,tpch,5,q05,4,0.0100,0.6530,4.31,52,11,54.9,58.8,15723,14.0,14,0.55,115.1,2.0,1.15,OK
tpch_sf5_q06,tpch,5,q06,4,0.0070,0.6242,4.15,50,1,56.4,56.4,323,9.0,9,0.39,109.6,1.9,0.77,OK
tpch_sf5_q07,tpch,5,q07,4,0.0120,0.6672,4.38,54,48,52.5,58.7,15721,2.9,9,0.63,113.1,1.9,1.36,OK
tpch_sf5_q08,tpch,5,q08,3,0.0120,0.8550,4.48,55,5,57.4,58.1,5543,10.0,10,0.69,111.4,1.8,1.34,OK
tpch_sf5_q09,tpch,5,q09,3,0.0190,0.8578,4.47,56,12,57.8,64.4,15771,5.0,5,1.10,116.0,2.0,2.20,OK
tpch_sf5_q10,tpch,5,q10,3,0.0120,0.8820,4.63,57,12,54.3,58.4,15749,1.0,1,0.65,116.4,2.0,1.40,OK
tpch_sf5_q11,tpch,5,q11,4,0.0030,0.3270,3.96,49,13,53.8,54.8,15797,3.5,9,0.16,111.4,1.8,0.33,OK
tpch_sf5_q12,tpch,5,q12,3,0.0100,0.8558,4.45,56,50,52.4,57.8,15695,7.0,10,0.52,113.2,1.9,1.13,OK
tpch_sf5_q13,tpch,5,q13,4,0.0160,0.6498,4.27,53,53,54.1,63.1,15707,0.0,0,0.87,112.3,1.9,1.80,OK
tpch_sf5_q14,tpch,5,q14,4,0.0040,0.6368,4.20,53,6,54.7,55.4,5479,37.0,37,0.22,111.1,1.8,0.44,OK
tpch_sf5_q15,tpch,5,q15,4,0.0060,0.6400,4.24,51,5,53.7,55.6,283,1.0,1,0.32,117.8,1.9,0.71,OK
tpch_sf5_q16,tpch,5,q16,4,0.0330,0.6124,4.12,50,12,60.3,66.3,15739,11.8,18,1.99,112.1,1.8,3.70,OK
tpch_sf5_q17,tpch,5,q17,4,0.0170,0.6538,4.31,53,53,55.9,64.2,15731,0.0,0,0.95,118.5,1.9,2.02,OK
tpch_sf5_q18,tpch,5,q18,4,0.0220,0.6310,4.18,51,11,60.0,65.7,15759,23.8,32,1.32,113.8,2.0,2.50,OK
tpch_sf5_q19,tpch,5,q19,3,0.0110,1.0048,5.06,63,11,60.3,61.8,5459,27.0,27,0.66,111.7,1.8,1.23,OK
tpch_sf5_q20,tpch,5,q20,4,0.0110,0.6620,4.34,53,13,56.1,58.6,283,3.0,27,0.62,110.8,1.9,1.22,OK
tpch_sf5_q21,tpch,5,q21,4,0.0340,0.6594,4.40,54,54,56.3,74.6,15801,0.0,0,1.92,112.4,1.9,3.82,OK
tpch_sf5_q22,tpch,5,q22,4,0.0060,0.5976,4.02,49,6,52.6,54.5,15697,14.0,14,0.32,116.0,1.9,0.70,OK
