run_id,benchmark,sf,query,storage,n_reps,min_ms,query_time_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
microbench_h2o_sf3gb_w1_001,microbench_h2o,3gb,w1_001,gpu,100,1.0,1.0000,1.0,5.65,42,41,160.9,265.6,40811,58.5,100,0.1609,0.0,0.0,0.0000,OK
microbench_h2o_sf3gb_w3_016,microbench_h2o,3gb,w3_016,gpu,100,63.0,63.0000,63.0,9.73,80,58,173.7,280.3,40813,99.3,100,10.9411,0.0,0.0,0.0000,OK
microbench_h2o_sf3gb_w6_022,microbench_h2o,3gb,w6_022,gpu,94,116.0,116.0000,116.0,15.61,123,123,243.2,314.9,40809,86.7,100,28.2084,0.0,0.0,0.0000,OK
