run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf2gb_q1,h2o,2gb,q1,225000,0.0030,0.0039,62.31,753,620,57.2,72.7,15841,4.9,66,0.17,111.5,1.8,0.33,OK
h2o_sf2gb_q10,h2o,2gb,q10,60008,0.0120,0.0128,64.92,799,750,69.2,135.4,15841,9.5,86,0.83,113.1,1.9,1.36,OK
h2o_sf2gb_q2,h2o,2gb,q2,168000,0.0050,0.0055,60.97,738,640,59.4,83.2,15831,3.9,75,0.30,114.2,1.9,0.57,OK
h2o_sf2gb_q3,h2o,2gb,q3,105000,0.0070,0.0082,62.35,759,705,61.6,95.4,15835,2.3,80,0.43,112.6,1.9,0.79,OK
h2o_sf2gb_q4,h2o,2gb,q4,225000,0.0040,0.0043,63.44,765,668,57.4,74.7,15805,2.2,69,0.23,112.2,1.9,0.45,OK
h2o_sf2gb_q5,h2o,2gb,q5,120008,0.0070,0.0072,60.67,741,682,61.0,94.0,15841,4.6,81,0.43,114.2,1.9,0.80,OK
h2o_sf2gb_q6,h2o,2gb,q6,105000,0.0070,0.0082,61.05,742,643,61.8,93.1,15839,5.0,81,0.43,111.7,1.9,0.78,OK
h2o_sf2gb_q7,h2o,2gb,q7,180000,0.0050,0.0052,63.85,778,681,60.3,86.0,15841,4.6,75,0.30,112.4,1.9,0.56,OK
h2o_sf2gb_q8,h2o,2gb,q8,76370,0.0110,0.0113,62.00,758,669,64.6,105.6,15841,7.7,89,0.71,112.1,1.8,1.23,OK
h2o_sf2gb_q9,h2o,2gb,q9,41054,0.0190,0.0197,62.63,764,651,71.3,144.9,15841,12.2,87,1.35,112.2,1.8,2.13,OK
