run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf1gb_q1,h2o,1gb,q1,4,0.0020,0.5800,3.92,48,48,52.4,54.9,15691,0.0,0,0.10,118.4,1.9,0.24,OK
h2o_sf1gb_q10,h2o,1gb,q10,4,0.0080,0.6334,4.19,51,11,55.3,58.6,15693,30.0,45,0.44,116.8,1.9,0.93,OK
h2o_sf1gb_q2,h2o,1gb,q2,4,0.0030,0.6032,4.04,50,11,54.8,55.2,5445,21.0,21,0.16,111.9,1.8,0.34,OK
h2o_sf1gb_q3,h2o,1gb,q3,4,0.0040,0.6060,4.06,49,43,52.5,55.6,15703,2.7,21,0.21,113.4,1.9,0.45,OK
h2o_sf1gb_q4,h2o,1gb,q4,4,0.0030,0.5868,3.97,48,6,54.1,54.4,5447,15.0,15,0.16,112.4,1.8,0.34,OK
h2o_sf1gb_q5,h2o,1gb,q5,4,0.0040,0.5878,4.01,48,48,52.8,55.4,15693,0.0,0,0.21,112.4,1.9,0.45,OK
h2o_sf1gb_q6,h2o,1gb,q6,4,0.0050,0.5870,3.95,48,6,52.9,53.2,283,1.0,1,0.26,110.1,1.8,0.55,OK
h2o_sf1gb_q7,h2o,1gb,q7,4,0.0030,0.5920,3.98,49,11,55.1,55.4,5449,19.0,19,0.17,111.2,1.8,0.33,OK
h2o_sf1gb_q8,h2o,1gb,q8,4,0.0070,0.5862,3.96,48,14,53.4,55.5,283,19.0,19,0.37,111.4,1.9,0.78,OK
h2o_sf1gb_q9,h2o,1gb,q9,4,0.0110,0.6026,4.03,50,6,58.6,59.0,5449,38.0,38,0.64,111.8,1.8,1.23,OK
