run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
clickbench_sf20_q0,clickbench,20,q0,0,,,,0,0,,,,,,,,,,OK
clickbench_sf20_q1,clickbench,20,q1,60000,0.0010,0.0012,74.99,989,931,83.0,84.3,15841,20.5,22,0.08,110.3,1.8,0.11,OK
clickbench_sf20_q10,clickbench,20,q10,11250,0.0010,0.0052,71.42,932,870,129.9,144.7,15841,70.1,91,0.13,114.8,1.8,0.11,OK
clickbench_sf20_q11,clickbench,20,q11,8574,0.0010,0.0063,66.31,866,811,132.5,150.3,15841,70.7,92,0.13,115.5,1.8,0.12,OK
clickbench_sf20_q12,clickbench,20,q12,15000,0.0010,0.0036,62.58,807,755,145.4,157.8,15841,63.8,75,0.15,115.4,2.0,0.12,OK
clickbench_sf20_q13,clickbench,20,q13,2400,0.0010,0.0218,65.04,844,786,166.7,188.9,15841,82.3,98,0.17,115.7,1.8,0.12,OK
clickbench_sf20_q14,clickbench,20,q14,15000,0.0010,0.0038,66.11,853,801,147.8,159.8,15841,63.7,74,0.15,116.0,2.0,0.12,OK
clickbench_sf20_q15,clickbench,20,q15,112500,0.0080,0.0089,63.14,762,717,63.5,98.3,15823,7.4,86,0.51,111.8,1.8,0.89,OK
clickbench_sf20_q16,clickbench,20,q16,45890,0.0160,0.0166,62.95,772,723,71.3,150.8,15841,8.5,91,1.14,112.7,1.9,1.80,OK
clickbench_sf20_q17,clickbench,20,q17,65000,0.0110,0.0120,60.39,736,730,67.2,126.3,15841,8.5,90,0.74,111.9,1.8,1.23,OK
clickbench_sf20_q18,clickbench,20,q18,18865,0.0340,0.0352,61.50,754,704,84.7,189.9,15841,21.5,96,2.88,111.8,1.9,3.80,OK
clickbench_sf20_q19,clickbench,20,q19,60000,0.0010,0.0014,88.03,1156,1105,119.5,121.6,15841,42.9,45,0.12,110.4,1.8,0.11,OK
clickbench_sf20_q2,clickbench,20,q2,960000,0.0010,0.0017,63.97,773,765,52.8,56.6,15719,1.6,14,0.05,109.7,1.8,0.11,OK
clickbench_sf20_q20,clickbench,20,q20,4286,0.0130,0.0141,65.12,839,774,213.7,216.8,15841,93.1,94,2.78,111.3,1.8,1.45,OK
clickbench_sf20_q21,clickbench,20,q21,3750,0.0150,0.0156,63.76,816,750,211.9,214.7,15841,91.2,94,3.18,111.6,1.8,1.67,OK
clickbench_sf20_q22,clickbench,20,q22,3078,0.0310,0.0339,117.54,1503,1414,205.4,221.9,15841,88.8,96,6.37,112.0,1.8,3.47,OK
clickbench_sf20_q23,clickbench,20,q23,4000,0.0140,0.0146,64.67,835,749,214.0,216.8,15841,90.4,93,3.00,112.0,1.8,1.57,OK
