run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf10_q01,tpch,10,q01,0,,,,0,0,,,,,,,,,,FALLBACK
tpch_sf10_q02,tpch,10,q02,10910,0.0070,0.0089,105.45,1376,1317,108.9,114.7,15841,35.9,40,0.76,112.6,1.8,0.79,OK
tpch_sf10_q03,tpch,10,q03,8572,0.0040,0.0076,74.11,952,886,151.0,163.1,15841,60.6,74,0.60,113.9,1.8,0.46,OK
tpch_sf10_q04,tpch,10,q04,8572,0.0050,0.0080,77.56,987,930,157.6,168.9,15841,66.9,78,0.79,114.0,1.8,0.57,OK
tpch_sf10_q05,tpch,10,q05,8000,0.0030,0.0068,64.05,828,771,139.3,157.9,15841,44.0,67,0.42,114.7,1.8,0.34,OK
tpch_sf10_q06,tpch,10,q06,10000,0.0100,0.0111,119.81,1492,1425,178.0,185.1,15841,83.8,89,1.78,112.8,1.8,1.13,OK
tpch_sf10_q07,tpch,10,q07,6668,0.0070,0.0101,76.67,984,925,140.9,155.2,15841,52.3,63,0.99,114.2,1.8,0.80,OK
tpch_sf10_q08,tpch,10,q08,6668,0.0040,0.0084,65.48,849,786,131.1,151.6,15841,39.1,55,0.52,114.3,1.8,0.46,OK
tpch_sf10_q09,tpch,10,q09,5001,0.0060,0.0126,78.04,998,934,166.0,191.2,15841,62.3,89,1.00,115.7,1.8,0.69,OK
tpch_sf10_q10,tpch,10,q10,6668,0.0060,0.0094,72.96,931,861,151.9,165.9,15841,60.8,71,0.91,114.8,1.8,0.69,OK
tpch_sf10_q11,tpch,10,q11,15000,0.0010,0.0026,83.03,1083,986,108.4,116.0,15841,29.8,36,0.11,114.4,1.8,0.11,OK
tpch_sf10_q12,tpch,10,q12,7500,0.0070,0.0093,80.03,1027,964,164.9,175.1,15841,69.9,77,1.15,113.9,1.8,0.80,OK
tpch_sf10_q13,tpch,10,q13,21180,0.0340,0.0347,61.36,750,709,71.7,153.2,15841,10.9,94,2.44,113.6,1.8,3.86,OK
tpch_sf10_q14,tpch,10,q14,17144,0.0030,0.0049,92.43,1185,1130,144.1,150.9,15841,58.7,65,0.43,113.7,1.8,0.34,OK
tpch_sf10_q15,tpch,10,q15,15000,0.0040,0.0057,94.01,1208,1144,135.0,140.7,15841,54.3,59,0.54,114.0,1.8,0.46,OK
tpch_sf10_q16,tpch,10,q16,2649,0.0020,0.0184,60.82,788,733,152.1,175.9,15841,74.0,96,0.30,117.2,1.8,0.23,OK
tpch_sf10_q17,tpch,10,q17,6000,0.0010,0.0091,67.90,876,801,177.7,210.2,15841,64.1,89,0.18,116.9,1.8,0.12,OK
tpch_sf10_q18,tpch,10,q18,2928,0.0290,0.0325,103.77,1306,1252,184.4,193.7,15841,87.7,93,5.35,113.6,1.8,3.30,OK
tpch_sf10_q19,tpch,10,q19,6668,0.0060,0.0089,71.40,918,843,162.1,176.2,15841,64.0,78,0.97,114.7,1.8,0.69,OK
tpch_sf10_q20,tpch,10,q20,8000,0.0070,0.0093,83.77,1081,1020,128.9,136.0,15841,54.6,63,0.90,113.8,1.8,0.80,OK
tpch_sf10_q21,tpch,10,q21,2904,0.0120,0.0225,79.35,994,933,163.8,189.2,15841,70.9,89,1.97,116.2,1.8,1.39,OK
tpch_sf10_q22,tpch,10,q22,13334,0.0030,0.0051,76.28,989,935,120.2,133.0,15841,35.2,44,0.36,114.7,1.8,0.34,OK
