run_id,benchmark,sf,query,storage,n_reps,min_ms,query_time_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf10_q1,tpch,10,q1,gpu,10000,1,1.0000,1.0,20.16,198,168,71.1,71.9,40817,53.8,100,0.0711,0.0,0.0,0.0000,OK
tpch_sf10_q3,tpch,10,q3,gpu,100,0,48.0999,0.6,4.81,39,39,65.3,70.5,40817,25.2,100,3.1421,0.0,0.0,0.0000,OK
tpch_sf10_q6,tpch,10,q6,gpu,100,0,45.8756,0.3,4.59,35,8,67.4,69.0,443,90.2,100,3.0900,0.0,0.0,0.0000,OK
