run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,gpu,1250,8,8.0,23.78,285,241,199.7,200.9,12789,95.9,96,1.6,113.0,1.8,0.9,OK
tpch_sf2_q2,tpch,2,q2,gpu,3334,3,3.0,21.92,275,272,98.9,111.3,6563,57.4,69,0.3,112.9,1.8,0.3,OK
tpch_sf2_q3,tpch,2,q3,gpu,3334,3,3.0,50.93,589,552,175.7,178.1,12789,94.9,95,0.5,112.3,1.8,0.3,OK
tpch_sf2_q4,tpch,2,q4,gpu,5000,2,2.0,67.07,755,716,186.9,189.2,12787,95.9,96,0.4,112.6,1.8,0.2,OK
tpch_sf2_q5,tpch,2,q5,gpu,2500,4,4.0,40.79,466,424,193.1,194.4,12787,93.1,94,0.8,112.5,1.8,0.4,OK
tpch_sf2_q6,tpch,2,q6,gpu,10000,1,1.1,102.04,1194,1155,189.3,191.3,12785,94.9,97,0.2,112.5,1.8,0.1,OK
tpch_sf2_q7,tpch,2,q7,gpu,3334,3,3.0,51.70,591,550,176.4,177.8,12787,89.1,90,0.5,112.9,1.8,0.3,OK
tpch_sf2_q8,tpch,2,q8,gpu,3334,3,3.0,52.24,592,555,181.4,183.7,12787,90.1,91,0.5,113.1,1.8,0.3,OK
tpch_sf2_q9,tpch,2,q9,gpu,1667,6,6.1,33.56,396,356,198.7,200.5,12789,94.5,95,1.2,113.0,1.8,0.7,OK
tpch_sf2_q10,tpch,2,q10,gpu,3334,2,3.0,48.79,578,536,176.5,178.1,12789,90.6,91,0.4,113.2,1.8,0.2,OK
tpch_sf2_q11,tpch,2,q11,gpu,3334,3,3.2,21.75,273,238,200.4,204.7,6565,79.1,80,0.6,113.1,1.8,0.3,OK
tpch_sf2_q12,tpch,2,q12,gpu,5000,2,2.1,69.83,812,770,182.4,184.4,12787,90.7,92,0.4,112.8,1.8,0.2,OK
tpch_sf2_q13,tpch,2,q13,gpu,371,27,27.2,14.34,181,127,263.7,266.2,6565,97.4,98,7.1,112.9,1.8,3.0,OK
tpch_sf2_q14,tpch,2,q14,gpu,5000,2,2.1,58.55,675,634,174.5,176.1,12785,89.9,91,0.3,113.3,1.8,0.2,OK
tpch_sf2_q15,tpch,2,q15,gpu,5000,1,1.8,56.87,664,627,174.3,177.4,12791,88.7,91,0.2,113.4,1.8,0.1,OK
tpch_sf2_q16,tpch,2,q16,gpu,500,20,20.6,14.65,187,150,134.1,136.0,6561,93.4,94,2.7,113.5,1.8,2.3,OK
tpch_sf2_q17,tpch,2,q17,gpu,2500,3,4.1,35.62,418,413,159.3,169.9,12791,80.5,94,0.5,113.4,1.8,0.3,OK
tpch_sf2_q18,tpch,2,q18,gpu,1667,6,6.0,31.90,371,328,181.0,182.6,12789,94.8,95,1.1,113.8,1.8,0.7,OK
tpch_sf2_q19,tpch,2,q19,gpu,313,32,32.3,16.48,203,156,240.8,243.6,12785,94.8,96,7.7,113.2,1.8,3.6,OK
tpch_sf2_q20,tpch,2,q20,gpu,2500,4,4.0,40.89,483,481,160.1,169.4,12787,82.2,92,0.6,113.1,1.8,0.5,OK
tpch_sf2_q21,tpch,2,q21,gpu,87,115,117.1,14.31,180,116,228.0,230.4,14347,97.8,98,26.2,113.4,1.8,13.0,OK
tpch_sf2_q22,tpch,2,q22,gpu,2000,2,2.2,14.68,186,152,120.2,123.0,6565,54.8,56,0.2,113.0,1.8,0.2,OK
