run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf3gb_q1,h2o,3gb,q1,34738,0.0190,0.0194,60.49,741,678,73.7,169.5,15841,12.9,94,1.40,113.8,1.9,2.16,OK
h2o_sf3gb_q10,h2o,3gb,q10,0,,,,0,0,,,,,,,,,,FALLBACK
h2o_sf3gb_q2,h2o,3gb,q2,16371,0.0320,0.0339,60.91,756,695,95.0,273.1,15841,20.6,96,3.04,114.8,1.9,3.67,OK
h2o_sf3gb_q3,h2o,3gb,q3,960,0.2190,0.2438,61.03,778,695,101.0,142.7,15841,41.1,100,22.12,114.1,2.1,24.99,OK
h2o_sf3gb_q4,h2o,3gb,q4,38830,0.0170,0.0174,61.64,760,754,70.5,157.5,15841,9.8,94,1.20,113.2,1.9,1.93,OK
h2o_sf3gb_q5,h2o,3gb,q5,23573,0.0270,0.0277,65.61,809,745,88.2,253.8,15841,15.4,94,2.38,112.5,1.9,3.04,OK
h2o_sf3gb_q6,h2o,3gb,q6,10197,0.0520,0.0528,60.94,760,696,105.7,234.7,15841,30.8,98,5.50,113.7,1.9,5.91,OK
h2o_sf3gb_q7,h2o,3gb,q7,1355,0.2210,0.2309,70.66,895,823,104.7,141.7,15841,51.5,100,23.15,113.8,2.0,25.14,OK
h2o_sf3gb_q8,h2o,3gb,q8,20625,0.0310,0.0319,65.61,816,763,97.7,272.3,15841,19.3,94,3.03,114.5,1.9,3.55,OK
h2o_sf3gb_q9,h2o,3gb,q9,0,,,,0,0,,,,,,,,,,FALLBACK
