engine,benchmark,sf,query,storage,n_reps,min_s,avg_power_w,avg_gpu_util,max_mem_mb,num_steady_samples,gpu_energy_j,gpu_energy_derived_j,avg_cpu_pkg_w,cpu_energy_j,cpu_energy_derived_j,total_energy_j,status,source_file
sirius,clickbench,20,q1,gpu,60000,0.001,83.0,20.5,15841.0,931,0.08,0.083,110.3,0.11,0.1103,0.19,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q10,gpu,11250,0.001,129.9,70.1,15841.0,870,0.13,0.1299,114.8,0.11,0.1148,0.24,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q11,gpu,8574,0.001,132.5,70.7,15841.0,811,0.13,0.1325,115.5,0.12,0.1155,0.25,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q12,gpu,15000,0.001,145.4,63.8,15841.0,755,0.15,0.1454,115.4,0.12,0.1154,0.27,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q13,gpu,2400,0.001,166.7,82.3,15841.0,786,0.17,0.1667,115.7,0.12,0.1157,0.29,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q14,gpu,15000,0.001,147.8,63.7,15841.0,801,0.15,0.1478,116.0,0.12,0.116,0.27,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q15,gpu,112500,0.008,63.5,7.4,15823.0,717,0.51,0.508,111.8,0.89,0.8944,1.4,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q16,gpu,45890,0.016,71.3,8.5,15841.0,723,1.14,1.1408,112.7,1.8,1.8032,2.94,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q17,gpu,65000,0.011,67.2,8.5,15841.0,730,0.74,0.7392,111.9,1.23,1.2309,1.97,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q18,gpu,18865,0.034,84.7,21.5,15841.0,704,2.88,2.8798,111.8,3.8,3.8012,6.68,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q19,gpu,60000,0.001,119.5,42.9,15841.0,1105,0.12,0.1195,110.4,0.11,0.1104,0.23,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q2,gpu,960000,0.001,52.8,1.6,15719.0,765,0.05,0.0528,109.7,0.11,0.1097,0.16,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q20,gpu,4286,0.013,213.7,93.1,15841.0,774,2.78,2.7781,111.3,1.45,1.4469,4.23,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q21,gpu,3750,0.015,211.9,91.2,15841.0,750,3.18,3.1785,111.6,1.67,1.674,4.85,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q22,gpu,3078,0.031,205.4,88.8,15841.0,1414,6.37,6.3674,112.0,3.47,3.472,9.84,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q23,gpu,4000,0.014,214.0,90.4,15841.0,749,3.0,2.996,112.0,1.57,1.568,4.57,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q24,gpu,30000,0.002,138.8,53.4,15841.0,1270,0.28,0.2776,112.9,0.23,0.2258,0.51,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q25,gpu,3051,0.001,167.4,81.9,15841.0,794,0.17,0.1674,117.1,0.12,0.1171,0.29,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q26,gpu,8184,0.001,145.0,74.7,15841.0,834,0.14,0.145,117.0,0.12,0.117,0.26,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q27,gpu,7827,0.005,168.6,75.7,15841.0,1037,0.84,0.843,114.1,0.57,0.5705,1.41,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q28,gpu,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FALLBACK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q29,gpu,35464,0.021,54.1,4.0,15841.0,713,1.14,1.1361,111.7,2.35,2.3457,3.49,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q3,gpu,480000,0.001,53.0,1.2,15789.0,724,0.05,0.053,110.7,0.11,0.1107,0.16,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q30,gpu,30000,0.001,134.2,52.0,15841.0,1274,0.13,0.1342,113.3,0.11,0.1133,0.24,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q31,gpu,20000,0.001,138.7,55.2,15841.0,912,0.14,0.1387,113.6,0.11,0.1136,0.25,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q32,gpu,10000,0.059,92.0,35.2,15841.0,706,5.43,5.428,112.4,6.63,6.6316,12.06,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q33,gpu,24453,0.026,76.4,17.7,15841.0,786,1.99,1.9864,-4384.6,-114.0,-113.9996,-112.01,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q34,gpu,23573,0.027,79.7,15.8,15841.0,748,2.15,2.1519,112.9,3.05,3.0483,5.2,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q35,gpu,46676,0.018,75.4,10.0,15841.0,677,1.36,1.3572,110.4,1.99,1.9872,3.35,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q36,gpu,13334,0.006,158.7,75.6,15841.0,1324,0.95,0.9522,112.3,0.67,0.6738,1.62,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q37,gpu,6000,0.008,172.5,83.6,15841.0,683,1.38,1.38,111.9,0.9,0.8952,2.28,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q38,gpu,30000,0.002,124.2,46.9,15841.0,1315,0.25,0.2484,112.8,0.23,0.2256,0.48,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q39,gpu,13334,0.002,117.7,50.6,15841.0,874,0.24,0.2354,115.9,0.23,0.2318,0.47,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q4,gpu,180000,0.005,60.8,6.6,15841.0,703,0.3,0.304,110.7,0.55,0.5535,0.85,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q40,gpu,30000,0.002,120.6,45.6,15841.0,1399,0.24,0.2412,112.3,0.22,0.2246,0.46,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q41,gpu,30000,0.003,136.2,53.0,15841.0,1400,0.41,0.4086,112.5,0.34,0.3375,0.75,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q42,gpu,24000,0.004,141.2,57.8,15841.0,1476,0.56,0.5648,112.5,0.45,0.45,1.01,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q5,gpu,7299,0.072,112.9,37.4,15841.0,732,8.13,8.1288,110.7,7.97,7.9704,16.1,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q6,gpu,960000,0.001,52.8,1.4,15785.0,676,0.05,0.0528,109.9,0.11,0.1099,0.16,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q7,gpu,60000,0.0,80.6,19.4,15841.0,1103,0.0,0.0,111.3,0.0,0.0,0.0,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q8,gpu,2226,0.162,152.6,63.1,15841.0,706,24.73,24.7212,110.1,17.84,17.8362,42.57,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,clickbench,20,q9,gpu,2196,0.164,152.6,62.5,15841.0,720,25.02,25.0264,110.5,18.12,18.122,43.14,OK,sirius_clickbench_sf20_metrics_summary_20260302_063256.csv
sirius,h2o,1gb,q1,gpu,1000,0.016,71.5,20.6,81046.0,526,1.14,1.144,0.0,0.0,0.0,1.14,OK,sirius_h2o_sf1gb_metrics_summary_20260316_090239.csv
sirius,h2o,1gb,q10,gpu,120008,0.007,62.0,4.9,15837.0,709,0.43,0.434,113.1,0.79,0.7917,1.22,OK,sirius_h2o_sf1gb_metrics_summary_20260302_050245.csv
sirius,h2o,1gb,q2,gpu,300000,0.003,56.0,4.3,15833.0,705,0.17,0.168,112.7,0.34,0.3381,0.51,OK,sirius_h2o_sf1gb_metrics_summary_20260302_050245.csv
sirius,h2o,1gb,q3,gpu,166,0.116,77.0,26.4,80768.0,730,8.93,8.932,0.0,0.0,0.0,8.93,OK,sirius_h2o_sf1gb_metrics_summary_20260316_090239.csv
sirius,h2o,1gb,q4,gpu,300000,0.002,54.4,2.5,15827.0,723,0.11,0.1088,112.4,0.22,0.2248,0.33,OK,sirius_h2o_sf1gb_metrics_summary_20260302_050245.csv
sirius,h2o,1gb,q5,gpu,1000,0.012,71.5,11.1,81048.0,644,0.86,0.858,0.0,0.0,0.0,0.86,OK,sirius_h2o_sf1gb_metrics_summary_20260316_090239.csv
sirius,h2o,1gb,q6,gpu,180000,0.004,57.3,5.2,15841.0,747,0.23,0.2292,-4450.3,-17.8,-17.8012,-17.57,OK,sirius_h2o_sf1gb_metrics_summary_20260302_050245.csv
sirius,h2o,1gb,q7,gpu,300000,0.003,56.0,2.7,15829.0,728,0.17,0.168,112.3,0.34,0.3369,0.51,OK,sirius_h2o_sf1gb_metrics_summary_20260302_050245.csv
sirius,h2o,1gb,q8,gpu,128580,0.007,59.2,6.7,15841.0,714,0.41,0.4144,113.1,0.79,0.7917,1.2,OK,sirius_h2o_sf1gb_metrics_summary_20260302_050245.csv
sirius,h2o,1gb,q9,gpu,76370,0.011,62.8,6.6,15829.0,638,0.69,0.6908,111.9,1.23,1.2309,1.92,OK,sirius_h2o_sf1gb_metrics_summary_20260302_050245.csv
sirius,h2o,2gb,q1,gpu,646,0.03,78.7,29.7,81044.0,599,2.36,2.361,0.0,0.0,0.0,2.36,OK,sirius_h2o_sf2gb_metrics_summary_20260316_090529.csv
sirius,h2o,2gb,q10,gpu,60008,0.012,69.2,9.5,15841.0,750,0.83,0.8304,113.1,1.36,1.3572,2.19,OK,sirius_h2o_sf2gb_metrics_summary_20260302_051339.csv
sirius,h2o,2gb,q2,gpu,168000,0.005,59.4,3.9,15831.0,640,0.3,0.297,114.2,0.57,0.571,0.87,OK,sirius_h2o_sf2gb_metrics_summary_20260302_051339.csv
sirius,h2o,2gb,q3,gpu,133,0.151,81.6,29.5,80726.0,755,12.33,12.3216,0.0,0.0,0.0,12.33,OK,sirius_h2o_sf2gb_metrics_summary_20260316_090529.csv
sirius,h2o,2gb,q4,gpu,225000,0.004,57.4,2.2,15805.0,668,0.23,0.2296,112.2,0.45,0.4488,0.68,OK,sirius_h2o_sf2gb_metrics_summary_20260302_051339.csv
sirius,h2o,2gb,q5,gpu,870,0.022,80.3,19.9,81044.0,702,1.77,1.7666,0.0,0.0,0.0,1.77,OK,sirius_h2o_sf2gb_metrics_summary_20260316_090529.csv
sirius,h2o,2gb,q6,gpu,105000,0.007,61.8,5.0,15839.0,643,0.43,0.4326,111.7,0.78,0.7819,1.21,OK,sirius_h2o_sf2gb_metrics_summary_20260302_051339.csv
sirius,h2o,2gb,q7,gpu,180000,0.005,60.3,4.6,15841.0,681,0.3,0.3015,112.4,0.56,0.562,0.86,OK,sirius_h2o_sf2gb_metrics_summary_20260302_051339.csv
sirius,h2o,2gb,q8,gpu,76370,0.011,64.6,7.7,15841.0,669,0.71,0.7106,112.1,1.23,1.2331,1.94,OK,sirius_h2o_sf2gb_metrics_summary_20260302_051339.csv
sirius,h2o,2gb,q9,gpu,41054,0.019,71.3,12.2,15841.0,651,1.35,1.3547,112.2,2.13,2.1318,3.48,OK,sirius_h2o_sf2gb_metrics_summary_20260302_051339.csv
sirius,h2o,3gb,q1,gpu,435,0.045,80.2,31.2,81046.0,833,3.61,3.609,0.0,0.0,0.0,3.61,OK,sirius_h2o_sf3gb_metrics_summary_20260316_090832.csv
sirius,h2o,3gb,q10,gpu,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FALLBACK,sirius_h2o_sf3gb_metrics_summary_20260302_052445.csv
sirius,h2o,3gb,q2,gpu,16371,0.032,95.0,20.6,15841.0,695,3.04,3.04,114.8,3.67,3.6736,6.71,OK,sirius_h2o_sf3gb_metrics_summary_20260302_052445.csv
sirius,h2o,3gb,q3,gpu,102,0.181,84.5,28.7,80688.0,726,15.29,15.2945,0.0,0.0,0.0,15.29,OK,sirius_h2o_sf3gb_metrics_summary_20260316_090832.csv
sirius,h2o,3gb,q4,gpu,38830,0.017,70.5,9.8,15841.0,754,1.2,1.1985,113.2,1.93,1.9244,3.13,OK,sirius_h2o_sf3gb_metrics_summary_20260302_052445.csv
sirius,h2o,3gb,q5,gpu,500,0.032,87.6,25.5,81048.0,768,2.8,2.8032,0.0,0.0,0.0,2.8,OK,sirius_h2o_sf3gb_metrics_summary_20260316_090832.csv
sirius,h2o,3gb,q6,gpu,10197,0.052,105.7,30.8,15841.0,696,5.5,5.4964,113.7,5.91,5.9124,11.41,OK,sirius_h2o_sf3gb_metrics_summary_20260302_052445.csv
sirius,h2o,3gb,q7,gpu,1355,0.221,104.7,51.5,15841.0,823,23.15,23.1387,113.8,25.14,25.1498,48.29,OK,sirius_h2o_sf3gb_metrics_summary_20260302_052445.csv
sirius,h2o,3gb,q8,gpu,20625,0.031,97.7,19.3,15841.0,763,3.03,3.0287,114.5,3.55,3.5495,6.58,OK,sirius_h2o_sf3gb_metrics_summary_20260302_052445.csv
sirius,h2o,3gb,q9,gpu,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FALLBACK,sirius_h2o_sf3gb_metrics_summary_20260302_052445.csv
sirius,h2o,4gb,q1,gpu,328,0.06,81.7,34.6,80964.0,862,4.9,4.902,0.0,0.0,0.0,4.9,OK,sirius_h2o_sf4gb_metrics_summary_20260316_091144.csv
sirius,h2o,4gb,q10,gpu,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FALLBACK,sirius_h2o_sf4gb_metrics_summary_20260302_053427.csv
sirius,h2o,4gb,q2,gpu,11168,0.043,103.7,25.2,15841.0,690,4.46,4.4591,114.5,4.93,4.9235,9.39,OK,sirius_h2o_sf4gb_metrics_summary_20260302_053427.csv
sirius,h2o,4gb,q3,gpu,70,0.209,82.1,25.7,80648.0,682,17.16,17.1589,0.0,0.0,0.0,17.16,OK,sirius_h2o_sf4gb_metrics_summary_20260316_091144.csv
sirius,h2o,4gb,q4,gpu,27280,0.022,74.0,13.9,15841.0,761,1.63,1.628,114.5,2.52,2.519,4.15,OK,sirius_h2o_sf4gb_metrics_summary_20260302_053427.csv
sirius,h2o,4gb,q5,gpu,477,0.042,93.7,28.5,81044.0,832,3.93,3.9354,0.0,0.0,0.0,3.93,OK,sirius_h2o_sf4gb_metrics_summary_20260316_091144.csv
sirius,h2o,4gb,q6,gpu,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FALLBACK,sirius_h2o_sf4gb_metrics_summary_20260302_053427.csv
sirius,h2o,4gb,q7,gpu,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FALLBACK,sirius_h2o_sf4gb_metrics_summary_20260302_053427.csv
sirius,h2o,4gb,q8,gpu,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FALLBACK,sirius_h2o_sf4gb_metrics_summary_20260302_053427.csv
sirius,h2o,4gb,q9,gpu,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FALLBACK,sirius_h2o_sf4gb_metrics_summary_20260302_053427.csv
sirius,microbench_h2o,1gb,w1_001,gpu,3,0.0,61.0,4.8,80544.0,571,0.0,0.0,0.0,0.0,0.0,0.0,OK,sirius_microbench_h2o_sf1gb_metrics_summary_20260316_092434.csv
sirius,microbench_h2o,1gb,w3_016,gpu,1000,0.015,68.7,14.6,81048.0,664,1.03,1.0305,0.0,0.0,0.0,1.03,OK,sirius_microbench_h2o_sf1gb_metrics_summary_20260316_092434.csv
sirius,microbench_h2o,1gb,w6_022,gpu,607,0.033,84.7,14.5,81042.0,676,2.8,2.7951,0.0,0.0,0.0,2.8,OK,sirius_microbench_h2o_sf1gb_metrics_summary_20260316_092434.csv
sirius,microbench_h2o,2gb,w1_001,gpu,3,0.0,61.5,6.4,80542.0,426,0.0,0.0,0.0,0.0,0.0,0.0,OK,sirius_microbench_h2o_sf2gb_metrics_summary_20260316_092753.csv
sirius,microbench_h2o,2gb,w3_016,gpu,667,0.03,79.7,29.8,81048.0,597,2.39,2.391,0.0,0.0,0.0,2.39,OK,sirius_microbench_h2o_sf2gb_metrics_summary_20260316_092753.csv
sirius,microbench_h2o,2gb,w6_022,gpu,313,0.064,113.7,29.7,81044.0,606,7.28,7.2768,0.0,0.0,0.0,7.28,OK,sirius_microbench_h2o_sf2gb_metrics_summary_20260316_092753.csv
sirius,microbench_h2o,3gb,w1_001,gpu,3,0.0,61.3,6.6,80546.0,426,0.0,0.0,0.0,0.0,0.0,0.0,OK,sirius_microbench_h2o_sf3gb_metrics_summary_20260316_093125.csv
sirius,microbench_h2o,3gb,w3_016,gpu,435,0.045,84.4,38.0,81048.0,681,3.8,3.798,0.0,0.0,0.0,3.8,OK,sirius_microbench_h2o_sf3gb_metrics_summary_20260316_093125.csv
sirius,microbench_h2o,3gb,w6_022,gpu,209,0.096,117.7,30.9,81044.0,855,11.3,11.2992,0.0,0.0,0.0,11.3,OK,sirius_microbench_h2o_sf3gb_metrics_summary_20260316_093125.csv
sirius,microbench_h2o,4gb,w1_001,gpu,1000,0.0,61.5,4.8,80546.0,574,0.0,0.0,0.0,0.0,0.0,0.0,OK,sirius_microbench_h2o_sf4gb_metrics_summary_20260316_093509.csv
sirius,microbench_h2o,4gb,w3_016,gpu,334,0.06,81.9,34.8,80972.0,873,4.91,4.914,0.0,0.0,0.0,4.91,OK,sirius_microbench_h2o_sf4gb_metrics_summary_20260316_093509.csv
sirius,microbench_h2o,4gb,w6_022,gpu,152,0.131,131.5,38.9,80930.0,720,17.23,17.2265,0.0,0.0,0.0,17.23,OK,sirius_microbench_h2o_sf4gb_metrics_summary_20260316_093509.csv
sirius,microbench_tpch,1,w1_002,gpu,1000,0.0,61.3,4.6,81010.0,578,0.0,0.0,0.0,0.0,0.0,0.0,OK,sirius_microbench_tpch_sf1_metrics_summary_20260316_091502.csv
sirius,microbench_tpch,1,w3_001,gpu,1000,0.001,61.4,6.4,81022.0,444,0.06,0.0614,0.0,0.0,0.0,0.06,OK,sirius_microbench_tpch_sf1_metrics_summary_20260316_091502.csv
sirius,microbench_tpch,1,w5a_029,gpu,1000,0.002,61.3,3.8,81046.0,441,0.12,0.1226,0.0,0.0,0.0,0.12,OK,sirius_microbench_tpch_sf1_metrics_summary_20260316_091502.csv
sirius,microbench_tpch,10,w1_002,gpu,1000,0.0,61.2,3.8,81042.0,440,0.0,0.0,0.0,0.0,0.0,0.0,OK,sirius_microbench_tpch_sf10_metrics_summary_20260316_091942.csv
sirius,microbench_tpch,10,w3_001,gpu,1000,0.001,61.4,3.4,81036.0,586,0.06,0.0614,0.0,0.0,0.0,0.06,OK,sirius_microbench_tpch_sf10_metrics_summary_20260316_091942.csv
sirius,microbench_tpch,10,w5a_029,gpu,1000,0.016,70.6,10.5,81046.0,628,1.13,1.1296,0.0,0.0,0.0,1.13,OK,sirius_microbench_tpch_sf10_metrics_summary_20260316_091942.csv
sirius,microbench_tpch,20,w1_002,gpu,1000,0.0,61.6,6.5,81030.0,439,0.0,0.0,0.0,0.0,0.0,0.0,OK,sirius_microbench_tpch_sf20_metrics_summary_20260316_092207.csv
sirius,microbench_tpch,20,w3_001,gpu,1000,0.002,61.7,3.9,81036.0,587,0.12,0.1234,0.0,0.0,0.0,0.12,OK,sirius_microbench_tpch_sf20_metrics_summary_20260316_092207.csv
sirius,microbench_tpch,20,w5a_029,gpu,607,0.031,80.8,14.2,81044.0,669,2.5,2.5048,0.0,0.0,0.0,2.5,OK,sirius_microbench_tpch_sf20_metrics_summary_20260316_092207.csv
sirius,microbench_tpch,5,w1_002,gpu,1000,0.0,61.2,3.0,81018.0,584,0.0,0.0,0.0,0.0,0.0,0.0,OK,sirius_microbench_tpch_sf5_metrics_summary_20260316_091722.csv
sirius,microbench_tpch,5,w3_001,gpu,1000,0.001,61.3,5.3,81042.0,576,0.06,0.0613,0.0,0.0,0.0,0.06,OK,sirius_microbench_tpch_sf5_metrics_summary_20260316_091722.csv
sirius,microbench_tpch,5,w5a_029,gpu,1000,0.008,65.1,7.5,81044.0,604,0.52,0.5208,0.0,0.0,0.0,0.52,OK,sirius_microbench_tpch_sf5_metrics_summary_20260316_091722.csv
sirius,tpch,1,q01,gpu,18000,0.001,130.2,50.7,15841.0,1034,0.13,0.1302,115.7,0.12,0.1157,0.25,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q02,gpu,13334,0.004,62.2,13.6,15841.0,1237,0.25,0.2488,112.6,0.45,0.4504,0.7,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q03,gpu,30000,0.002,79.3,28.2,15841.0,1450,0.16,0.1586,113.8,0.23,0.2276,0.39,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q04,gpu,30000,0.001,86.8,26.7,15841.0,1250,0.09,0.0868,114.0,0.11,0.114,0.2,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q05,gpu,24000,0.002,73.1,15.7,15841.0,1415,0.15,0.1462,113.0,0.23,0.226,0.38,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q06,gpu,30000,0.001,108.0,37.2,15841.0,829,0.11,0.108,112.7,0.11,0.1127,0.22,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q07,gpu,15000,0.003,69.9,16.0,15841.0,1118,0.21,0.2097,113.1,0.34,0.3393,0.55,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q08,gpu,17144,0.003,68.0,12.6,15841.0,1293,0.2,0.204,112.6,0.34,0.3378,0.54,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q09,gpu,17144,0.003,89.3,23.6,15841.0,1186,0.27,0.2679,113.3,0.34,0.3399,0.61,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q1,gpu,1000,0.003,61.2,5.7,81046.0,465,0.18,0.1836,0.0,0.0,0.0,0.18,OK,sirius_tpch_sf1_metrics_summary_20260316_085206.csv
sirius,tpch,1,q10,gpu,17144,0.002,76.3,21.2,15841.0,1041,0.15,0.1526,113.4,0.23,0.2268,0.38,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q11,gpu,30000,0.001,60.3,7.6,15841.0,1567,0.06,0.0603,112.4,0.11,0.1124,0.17,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q12,gpu,24000,0.001,82.4,22.2,15841.0,1084,0.08,0.0824,114.0,0.11,0.114,0.19,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q13,gpu,180000,0.004,53.7,6.4,15841.0,545,0.21,0.2148,110.8,0.44,0.4432,0.65,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q14,gpu,40000,0.001,68.7,13.5,15841.0,1190,0.07,0.0687,113.1,0.11,0.1131,0.18,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q15,gpu,30000,0.001,66.6,12.3,15841.0,1197,0.07,0.0666,-2707.0,-2.71,-2.707,-2.64,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q16,gpu,9000,0.002,72.1,52.1,15841.0,907,0.14,0.1442,115.6,0.23,0.2312,0.37,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q17,gpu,20000,0.001,97.9,34.7,15841.0,1013,0.1,0.0979,114.4,0.11,0.1144,0.21,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q18,gpu,17144,0.004,124.2,49.5,15841.0,1356,0.5,0.4968,112.9,0.45,0.4516,0.95,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q19,gpu,20000,0.002,81.9,22.5,15841.0,991,0.16,0.1638,113.9,0.23,0.2278,0.39,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q20,gpu,17144,0.003,66.6,22.6,15841.0,1165,0.2,0.1998,113.2,0.34,0.3396,0.54,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q21,gpu,8572,0.003,93.7,39.2,15841.0,811,0.28,0.2811,113.8,0.34,0.3414,0.62,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q22,gpu,30000,0.002,63.7,12.8,15841.0,1507,0.13,0.1274,112.9,0.23,0.2258,0.36,OK,sirius_tpch_sf1_metrics_summary_20260302_025113.csv
sirius,tpch,1,q3,gpu,1000,0.003,61.1,5.0,81018.0,578,0.18,0.1833,0.0,0.0,0.0,0.18,OK,sirius_tpch_sf1_metrics_summary_20260316_085206.csv
sirius,tpch,1,q6,gpu,1000,0.001,61.0,3.1,81040.0,578,0.06,0.061,0.0,0.0,0.0,0.06,OK,sirius_tpch_sf1_metrics_summary_20260316_085206.csv
sirius,tpch,10,q01,gpu,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FALLBACK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q02,gpu,10910,0.007,108.9,35.9,15841.0,1317,0.76,0.7623,112.6,0.79,0.7882,1.55,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q03,gpu,8572,0.004,151.0,60.6,15841.0,886,0.6,0.604,113.9,0.46,0.4556,1.06,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q04,gpu,8572,0.005,157.6,66.9,15841.0,930,0.79,0.788,114.0,0.57,0.57,1.36,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q05,gpu,8000,0.003,139.3,44.0,15841.0,771,0.42,0.4179,114.7,0.34,0.3441,0.76,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q06,gpu,10000,0.01,178.0,83.8,15841.0,1425,1.78,1.78,112.8,1.13,1.128,2.91,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q07,gpu,6668,0.007,140.9,52.3,15841.0,925,0.99,0.9863,114.2,0.8,0.7994,1.79,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
