engine,benchmark,sf,query,storage,n_reps,min_s,avg_power_w,avg_gpu_util,max_mem_mb,num_steady_samples,gpu_energy_j,gpu_energy_derived_j,avg_cpu_pkg_w,cpu_energy_j,cpu_energy_derived_j,total_energy_j,status,source_file
sirius,tpch,10,q08,gpu,6668,0.004,131.1,39.1,15841.0,786,0.52,0.5244,114.3,0.46,0.4572,0.98,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q09,gpu,5001,0.006,166.0,62.3,15841.0,934,1.0,0.996,115.7,0.69,0.6942,1.69,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q1,gpu,162,0.122,91.7,33.7,80760.0,869,11.18,11.1874,0.0,0.0,0.0,11.18,OK,sirius_tpch_sf10_metrics_summary_20260316_085706.csv
sirius,tpch,10,q10,gpu,6668,0.006,151.9,60.8,15841.0,861,0.91,0.9114,114.8,0.69,0.6888,1.6,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q11,gpu,15000,0.001,108.4,29.8,15841.0,986,0.11,0.1084,114.4,0.11,0.1144,0.22,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q12,gpu,7500,0.007,164.9,69.9,15841.0,964,1.15,1.1543,113.9,0.8,0.7973,1.95,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q13,gpu,21180,0.034,71.7,10.9,15841.0,709,2.44,2.4378,113.6,3.86,3.8624,6.3,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q14,gpu,17144,0.003,144.1,58.7,15841.0,1130,0.43,0.4323,113.7,0.34,0.3411,0.77,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q15,gpu,15000,0.004,135.0,54.3,15841.0,1144,0.54,0.54,114.0,0.46,0.456,1.0,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q16,gpu,2649,0.002,152.1,74.0,15841.0,733,0.3,0.3042,117.2,0.23,0.2344,0.53,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q17,gpu,6000,0.001,177.7,64.1,15841.0,801,0.18,0.1777,116.9,0.12,0.1169,0.3,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q18,gpu,2928,0.029,184.4,87.7,15841.0,1252,5.35,5.3476,113.6,3.3,3.2944,8.65,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q19,gpu,6668,0.006,162.1,64.0,15841.0,843,0.97,0.9726,114.7,0.69,0.6882,1.66,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q20,gpu,8000,0.007,128.9,54.6,15841.0,1020,0.9,0.9023,113.8,0.8,0.7966,1.7,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q21,gpu,2904,0.012,163.8,70.9,15841.0,933,1.97,1.9656,116.2,1.39,1.3944,3.36,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q22,gpu,13334,0.003,120.2,35.2,15841.0,935,0.36,0.3606,114.7,0.34,0.3441,0.7,OK,sirius_tpch_sf10_metrics_summary_20260302_043253.csv
sirius,tpch,10,q3,gpu,1000,0.014,65.2,5.8,81034.0,607,0.91,0.9128,0.0,0.0,0.0,0.91,OK,sirius_tpch_sf10_metrics_summary_20260316_085706.csv
sirius,tpch,10,q6,gpu,1000,0.003,64.7,6.7,81036.0,620,0.19,0.1941,0.0,0.0,0.0,0.19,OK,sirius_tpch_sf10_metrics_summary_20260316_085706.csv
sirius,tpch,2,q01,gpu,10590,0.001,146.8,60.7,15841.0,880,0.15,0.1468,116.1,0.12,0.1161,0.27,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q02,gpu,13334,0.005,67.8,16.8,15841.0,1271,0.34,0.339,112.4,0.56,0.562,0.9,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q03,gpu,20000,0.002,96.7,34.8,15841.0,1106,0.19,0.1934,113.7,0.23,0.2274,0.42,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q04,gpu,24000,0.002,108.9,37.5,15841.0,1179,0.22,0.2178,113.8,0.23,0.2276,0.45,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q05,gpu,17144,0.002,87.3,21.1,15841.0,1052,0.17,0.1746,113.2,0.23,0.2264,0.4,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q06,gpu,20000,0.002,140.6,57.6,15841.0,816,0.28,0.2812,112.9,0.23,0.2258,0.51,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q07,gpu,15000,0.004,83.4,23.5,15841.0,1233,0.33,0.3336,113.1,0.45,0.4524,0.78,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q08,gpu,15000,0.004,79.3,16.8,15841.0,1202,0.32,0.3172,113.0,0.45,0.452,0.77,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q09,gpu,13334,0.003,113.8,33.8,15841.0,1032,0.34,0.3414,113.5,0.34,0.3405,0.68,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q10,gpu,15000,0.003,94.2,30.8,15841.0,1016,0.28,0.2826,113.9,0.34,0.3417,0.62,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q11,gpu,30000,0.001,66.7,10.4,15841.0,1522,0.07,0.0667,112.6,0.11,0.1126,0.18,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q12,gpu,20000,0.002,106.6,35.9,15841.0,1105,0.21,0.2132,113.7,0.23,0.2274,0.44,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q13,gpu,128580,0.007,56.0,3.0,15829.0,737,0.39,0.392,112.2,0.79,0.7854,1.18,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q14,gpu,40000,0.001,86.1,24.5,15841.0,1352,0.09,0.0861,113.0,0.11,0.113,0.2,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q15,gpu,30000,0.002,81.0,21.5,15841.0,1315,0.16,0.162,113.4,0.23,0.2268,0.39,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q16,gpu,8574,0.002,84.7,55.0,15841.0,893,0.17,0.1694,115.5,0.23,0.231,0.4,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q17,gpu,13334,0.001,120.6,44.4,15841.0,794,0.12,0.1206,114.7,0.11,0.1147,0.23,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q18,gpu,10910,0.007,149.7,66.1,15841.0,1249,1.05,1.0479,-2605.7,-18.24,-18.2399,-17.19,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q19,gpu,17144,0.002,101.7,33.5,15841.0,1012,0.2,0.2034,113.9,0.23,0.2278,0.43,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q20,gpu,15000,0.003,78.2,27.4,15841.0,1104,0.23,0.2346,113.0,0.34,0.339,0.57,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q21,gpu,6316,0.004,113.7,46.2,15841.0,753,0.45,0.4548,113.7,0.45,0.4548,0.9,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,2,q22,gpu,24000,0.002,71.3,14.7,15841.0,1266,0.14,0.1426,113.3,0.23,0.2266,0.37,OK,sirius_tpch_sf2_metrics_summary_20260302_032637.csv
sirius,tpch,20,q1,gpu,77,0.243,96.5,39.6,80654.0,735,23.45,23.4495,0.0,0.0,0.0,23.45,OK,sirius_tpch_sf20_metrics_summary_20260316_085951.csv
sirius,tpch,20,q3,gpu,741,0.026,69.8,8.7,81048.0,640,1.81,1.8148,0.0,0.0,0.0,1.81,OK,sirius_tpch_sf20_metrics_summary_20260316_085951.csv
sirius,tpch,20,q6,gpu,1000,0.005,67.9,6.3,81032.0,616,0.34,0.3395,0.0,0.0,0.0,0.34,OK,sirius_tpch_sf20_metrics_summary_20260316_085951.csv
sirius,tpch,5,q01,gpu,4617,0.001,164.3,71.1,15841.0,760,0.16,0.1643,116.5,0.12,0.1165,0.28,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q02,gpu,12000,0.005,84.7,25.0,15841.0,1267,0.42,0.4235,112.7,0.56,0.5635,0.98,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q03,gpu,13334,0.003,130.9,50.6,15841.0,966,0.39,0.3927,113.9,0.34,0.3417,0.73,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q04,gpu,13334,0.003,139.9,54.7,15841.0,939,0.42,0.4197,113.9,0.34,0.3417,0.76,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q05,gpu,12000,0.003,116.2,35.1,15841.0,912,0.35,0.3486,114.1,0.34,0.3423,0.69,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q06,gpu,10000,0.005,173.6,78.1,15841.0,783,0.87,0.868,112.3,0.56,0.5615,1.43,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q07,gpu,10000,0.005,113.2,38.4,15841.0,1053,0.57,0.566,113.0,0.57,0.565,1.14,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q08,gpu,10000,0.004,104.3,28.0,15841.0,917,0.42,0.4172,113.2,0.45,0.4528,0.87,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q09,gpu,6316,0.004,145.9,50.4,15841.0,723,0.58,0.5836,114.3,0.46,0.4572,1.04,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q1,gpu,308,0.063,96.9,39.0,80944.0,713,6.1,6.1047,0.0,0.0,0.0,6.1,OK,sirius_tpch_sf5_metrics_summary_20260316_085425.csv
sirius,tpch,5,q10,gpu,10910,0.004,126.4,46.5,15841.0,961,0.51,0.5056,114.1,0.46,0.4564,0.97,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q11,gpu,30000,0.001,82.6,17.8,15841.0,1743,0.08,0.0826,113.2,0.11,0.1132,0.19,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q12,gpu,12000,0.004,142.5,57.5,15841.0,996,0.57,0.57,113.8,0.46,0.4552,1.03,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q13,gpu,56000,0.015,61.8,4.3,15841.0,746,0.93,0.927,112.0,1.68,1.68,2.61,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q14,gpu,30000,0.002,119.6,44.0,15841.0,1381,0.24,0.2392,113.1,0.23,0.2262,0.47,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q15,gpu,24000,0.002,110.3,37.9,15841.0,1348,0.22,0.2206,113.2,0.23,0.2264,0.45,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q16,gpu,5457,0.002,119.3,60.4,15841.0,779,0.24,0.2386,116.1,0.23,0.2322,0.47,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q17,gpu,10002,0.001,148.1,56.4,15841.0,880,0.15,0.1481,115.6,0.12,0.1156,0.27,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q18,gpu,5456,0.015,173.2,80.8,15841.0,1254,2.6,2.598,112.8,1.69,1.692,4.29,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q19,gpu,12000,0.003,136.5,52.2,15841.0,969,0.41,0.4095,114.2,0.34,0.3426,0.75,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q20,gpu,10910,0.004,104.2,41.7,15841.0,1035,0.42,0.4168,113.0,0.45,0.452,0.87,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q21,gpu,5295,0.007,146.9,61.4,15841.0,1026,1.03,1.0283,114.3,0.8,0.8001,1.83,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q22,gpu,20000,0.002,94.7,24.4,15841.0,1177,0.19,0.1894,-2783.1,-5.57,-5.5662,-5.38,OK,sirius_tpch_sf5_metrics_summary_20260302_040025.csv
sirius,tpch,5,q3,gpu,1000,0.009,63.4,6.6,81038.0,592,0.57,0.5706,0.0,0.0,0.0,0.57,OK,sirius_tpch_sf5_metrics_summary_20260316_085425.csv
sirius,tpch,5,q6,gpu,1000,0.002,63.4,7.6,81044.0,452,0.13,0.1268,0.0,0.0,0.0,0.13,OK,sirius_tpch_sf5_metrics_summary_20260316_085425.csv
