run_id,benchmark,sf,query,storage,n_reps,min_ms,query_time_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
microbench_clickbench_sf5_w1_001,microbench_clickbench,5,w1_001,gpu,100,2.0,2.0000,2.0,5.41,43,43,131.1,232.1,40809,45.2,100,0.2622,0.0,0.0,0.0000,OK
microbench_clickbench_sf5_w3_011,microbench_clickbench,5,w3_011,gpu,100,19.0,19.0000,19.0,4.80,30,30,114.5,241.7,40813,48.8,100,2.1761,0.0,0.0,0.0000,OK
microbench_clickbench_sf5_w6_016,microbench_clickbench,5,w6_016,gpu,100,20.0,20.0000,20.0,4.63,38,38,136.0,239.7,40809,54.7,100,2.7193,0.0,0.0,0.0000,OK
