run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,gpu,1250,8,8.0,23.79,287,247,199.6,201.8,12789,95.9,96,1.6,110.9,1.8,0.9,OK
tpch_sf2_q2,tpch,2,q2,gpu,3334,3,3.0,21.79,278,235,105.0,109.8,6563,63.1,64,0.3,110.6,1.8,0.3,OK
tpch_sf2_q3,tpch,2,q3,gpu,3334,3,3.0,50.82,593,556,175.9,177.8,12789,95.0,95,0.5,110.8,1.8,0.3,OK
tpch_sf2_q4,tpch,2,q4,gpu,5000,2,2.0,66.87,764,760,180.9,189.0,12787,91.3,96,0.4,111.1,1.8,0.2,OK
tpch_sf2_q5,tpch,2,q5,gpu,2500,4,4.0,40.71,472,436,192.4,194.7,12787,93.1,94,0.8,111.1,1.8,0.4,OK
tpch_sf2_q6,tpch,2,q6,gpu,10000,1,1.1,100.95,1205,1166,190.3,192.3,12785,95.3,97,0.2,110.7,1.8,0.1,OK
tpch_sf2_q7,tpch,2,q7,gpu,3334,3,3.0,51.67,593,591,168.6,177.2,12787,84.0,96,0.5,111.4,1.8,0.3,OK
tpch_sf2_q8,tpch,2,q8,gpu,3334,3,3.0,52.10,596,556,181.7,183.7,12787,90.4,91,0.5,111.6,1.8,0.3,OK
tpch_sf2_q9,tpch,2,q9,gpu,1667,6,6.0,33.47,397,352,198.7,200.2,12789,94.5,95,1.2,111.3,1.8,0.7,OK
tpch_sf2_q10,tpch,2,q10,gpu,3334,2,3.0,48.82,589,552,175.8,177.6,12789,90.6,91,0.4,111.4,1.8,0.2,OK
tpch_sf2_q11,tpch,2,q11,gpu,3334,3,3.2,21.52,274,234,202.1,204.5,6565,79.7,80,0.6,111.5,1.8,0.3,OK
tpch_sf2_q12,tpch,2,q12,gpu,5000,2,2.0,69.65,821,780,182.0,183.6,12787,90.9,92,0.4,111.2,1.8,0.2,OK
tpch_sf2_q13,tpch,2,q13,gpu,371,27,27.2,14.35,183,147,257.1,263.9,6565,97.5,98,6.9,111.4,1.8,3.0,OK
tpch_sf2_q14,tpch,2,q14,gpu,5000,2,2.0,58.10,679,677,169.2,176.5,12785,85.9,98,0.3,111.2,1.8,0.2,OK
tpch_sf2_q15,tpch,2,q15,gpu,5000,1,1.5,56.26,662,620,175.3,177.1,12791,89.1,91,0.2,111.3,1.8,0.1,OK
tpch_sf2_q16,tpch,2,q16,gpu,500,20,20.7,14.64,188,186,120.1,136.3,6561,75.2,94,2.4,111.1,1.8,2.2,OK
tpch_sf2_q17,tpch,2,q17,gpu,2500,3,4.0,35.39,418,385,167.4,170.0,12791,84.9,86,0.5,111.3,1.8,0.3,OK
tpch_sf2_q18,tpch,2,q18,gpu,1667,6,6.0,31.91,374,331,180.8,182.5,12789,95.0,95,1.1,111.6,1.8,0.7,OK
tpch_sf2_q19,tpch,2,q19,gpu,313,32,32.2,16.35,205,163,241.7,244.2,12785,94.9,96,7.7,111.8,1.8,3.6,OK
tpch_sf2_q20,tpch,2,q20,gpu,2500,4,4.0,40.92,489,450,167.3,168.9,12787,87.7,89,0.7,111.2,1.8,0.4,OK
tpch_sf2_q21,tpch,2,q21,gpu,87,115,116.8,14.26,179,134,228.9,231.6,14347,98.2,99,26.3,111.2,1.8,12.8,OK
tpch_sf2_q22,tpch,2,q22,gpu,5000,2,2.1,31.97,411,381,120.4,122.9,6565,55.5,57,0.2,111.0,1.8,0.2,OK
