run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf2gb_q1,h2o,2gb,q1,4,0.0040,0.6058,4.04,48,6,55.6,55.7,5445,21.0,21,0.22,112.0,1.8,0.45,OK
h2o_sf2gb_q10,h2o,2gb,q10,3,0.0130,0.8838,4.57,56,11,61.7,62.0,5443,43.0,43,0.80,111.0,1.8,1.44,OK
h2o_sf2gb_q2,h2o,2gb,q2,4,0.0050,0.6304,4.22,52,7,55.1,61.7,283,7.0,43,0.28,111.1,1.8,0.56,OK
h2o_sf2gb_q3,h2o,2gb,q3,4,0.0080,0.6356,4.21,52,7,58.4,58.7,5449,40.0,40,0.47,110.9,1.8,0.89,OK
h2o_sf2gb_q4,h2o,2gb,q4,4,0.0040,0.6202,4.13,51,49,53.0,56.1,15705,1.0,3,0.21,118.1,1.9,0.47,OK
h2o_sf2gb_q5,h2o,2gb,q5,4,0.0070,0.6074,4.08,50,37,52.3,56.4,15669,9.0,9,0.37,111.9,1.9,0.78,OK
h2o_sf2gb_q6,h2o,2gb,q6,4,0.0080,0.6092,4.07,50,37,52.6,58.2,15703,0.8,4,0.42,113.0,1.9,0.90,OK
h2o_sf2gb_q7,h2o,2gb,q7,4,0.0050,0.6152,4.10,51,5,52.8,56.8,15707,12.0,12,0.26,117.7,2.0,0.59,OK
h2o_sf2gb_q8,h2o,2gb,q8,4,0.0110,0.6070,4.06,50,6,59.1,59.4,5447,42.0,42,0.65,112.3,1.8,1.23,OK
h2o_sf2gb_q9,h2o,2gb,q9,4,0.0190,0.6290,4.16,51,6,62.5,64.9,15707,40.0,40,1.19,111.8,1.8,2.12,OK
