run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf2gb_q1,h2o,2gb,q1,20000,0.0040,0.0052,21.08,252,160,38.8,48.5,15831,7.9,75,0.16,109.1,1.9,0.44,OK
h2o_sf2gb_q10,h2o,2gb,q10,4708,0.0170,0.0176,20.57,251,204,48.8,93.8,15841,17.2,90,0.83,109.4,1.9,1.86,OK
h2o_sf2gb_q2,h2o,2gb,q2,14290,0.0070,0.0077,22.26,271,271,40.0,56.1,15837,3.1,72,0.28,108.9,1.9,0.76,OK
h2o_sf2gb_q3,h2o,2gb,q3,9095,0.0110,0.0113,22.76,275,275,41.7,63.9,15841,6.9,80,0.46,111.0,1.9,1.22,OK
h2o_sf2gb_q4,h2o,2gb,q4,16670,0.0050,0.0058,21.61,263,258,38.6,49.6,15833,6.7,78,0.19,108.2,1.8,0.54,OK
h2o_sf2gb_q5,h2o,2gb,q5,11115,0.0090,0.0098,22.29,272,219,41.6,61.7,15841,10.7,86,0.37,111.0,1.9,1.00,OK
h2o_sf2gb_q6,h2o,2gb,q6,10000,0.0100,0.0102,22.23,271,225,42.3,64.3,15841,9.7,85,0.42,110.3,1.9,1.10,OK
h2o_sf2gb_q7,h2o,2gb,q7,14290,0.0060,0.0070,22.05,269,163,40.9,59.5,15813,4.7,63,0.25,109.5,1.9,0.66,OK
h2o_sf2gb_q8,h2o,2gb,q8,6250,0.0150,0.0160,23.08,281,231,43.7,70.5,15841,14.7,92,0.66,108.6,1.9,1.63,OK
h2o_sf2gb_q9,h2o,2gb,q9,4350,0.0220,0.0231,24.86,304,256,49.0,98.6,15839,19.4,90,1.08,109.2,1.8,2.40,OK
