run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,gpu,1250,8,8.0,23.58,285,243,200.3,202.3,12789,96.0,96,1.6,108.0,1.8,0.9,OK
tpch_sf2_q2,tpch,2,q2,gpu,3334,3,3.0,21.48,279,240,105.3,110.3,6563,63.5,64,0.3,107.8,1.8,0.3,OK
tpch_sf2_q3,tpch,2,q3,gpu,3334,3,3.0,50.49,590,557,176.3,178.4,12789,95.0,95,0.5,107.9,1.8,0.3,OK
tpch_sf2_q4,tpch,2,q4,gpu,5000,2,2.0,66.69,774,740,187.2,189.8,12787,95.9,96,0.4,108.1,1.8,0.2,OK
tpch_sf2_q5,tpch,2,q5,gpu,2500,4,4.0,40.54,478,439,193.7,195.7,12787,93.2,94,0.8,108.1,1.8,0.4,OK
tpch_sf2_q6,tpch,2,q6,gpu,10000,1,1.1,100.93,1253,1214,190.7,192.3,12785,95.6,97,0.2,107.6,1.8,0.1,OK
tpch_sf2_q7,tpch,2,q7,gpu,3334,3,3.0,51.35,601,562,177.2,178.9,12787,89.6,90,0.5,108.2,-5299.5,0.3,OK
tpch_sf2_q8,tpch,2,q8,gpu,3334,3,3.0,51.85,602,565,182.4,184.6,12787,90.7,91,0.5,108.3,1.8,0.3,OK
tpch_sf2_q9,tpch,2,q9,gpu,1667,6,6.0,33.19,403,360,200.3,202.1,12789,94.7,95,1.2,108.5,1.8,0.7,OK
tpch_sf2_q10,tpch,2,q10,gpu,3334,2,3.0,48.53,591,557,176.5,178.8,12789,90.7,91,0.4,108.3,1.8,0.2,OK
tpch_sf2_q11,tpch,2,q11,gpu,3334,3,3.1,21.18,274,238,203.4,207.8,6565,79.7,81,0.6,108.3,1.8,0.3,OK
tpch_sf2_q12,tpch,2,q12,gpu,5000,2,2.0,69.35,840,803,183.1,184.7,12787,91.1,92,0.4,108.2,1.8,0.2,OK
tpch_sf2_q13,tpch,2,q13,gpu,371,27,27.2,14.16,185,139,263.4,265.6,6565,98.0,98,7.1,107.5,1.8,2.9,OK
tpch_sf2_q14,tpch,2,q14,gpu,5000,2,2.1,58.08,700,696,170.3,177.2,12785,88.5,98,0.3,108.0,1.8,0.2,OK
tpch_sf2_q15,tpch,2,q15,gpu,5000,1,1.2,55.70,661,624,176.4,178.2,12791,90.0,91,0.2,107.9,1.8,0.1,OK
tpch_sf2_q16,tpch,2,q16,gpu,500,20,20.4,14.34,188,147,135.4,136.5,6561,93.6,94,2.7,108.6,1.8,2.2,OK
tpch_sf2_q17,tpch,2,q17,gpu,2500,3,4.0,35.27,430,428,160.7,171.0,12791,78.2,93,0.5,-7752.8,1.8,-23.3,OK
tpch_sf2_q18,tpch,2,q18,gpu,1667,6,6.0,31.58,378,338,181.7,183.1,12789,95.1,96,1.1,108.2,1.8,0.6,OK
tpch_sf2_q19,tpch,2,q19,gpu,313,32,32.2,16.13,205,168,241.6,245.0,12785,95.2,96,7.7,108.0,1.8,3.5,OK
tpch_sf2_q20,tpch,2,q20,gpu,2500,4,4.0,40.63,489,489,161.3,170.2,12787,82.7,94,0.6,108.0,1.8,0.4,OK
tpch_sf2_q21,tpch,2,q21,gpu,87,115,116.6,14.03,180,179,194.4,232.4,14347,83.2,99,22.4,107.6,1.8,12.4,OK
tpch_sf2_q22,tpch,2,q22,gpu,5000,2,2.1,31.38,408,378,121.6,124.0,6565,56.5,67,0.2,107.8,1.8,0.2,OK
