power_limit_w,sm_clock_mhz,engine,benchmark,sf,query,min_ms,avg_power_w,max_power_w,energy_j,cpu_energy_j,avg_gpu_util,status
360,3090,sirius,tpch,1,q02,4.0,62.6,64.8,0.25,0.44,12.9,OK
360,3090,sirius,tpch,1,q03,2.0,76.8,82.4,0.15,0.22,24.0,OK
360,3090,sirius,tpch,1,q04,1.0,84.2,91.1,0.08,0.11,24.2,OK
360,3090,sirius,tpch,1,q05,2.0,73.1,77.0,0.15,0.22,14.8,OK
360,3090,sirius,tpch,1,q06,1.0,108.8,111.1,0.11,0.11,37.8,OK
360,3090,sirius,tpch,1,q07,3.0,68.3,74.1,0.20,0.33,14.2,OK
360,3090,sirius,tpch,1,q08,3.0,68.1,75.1,0.20,0.34,11.2,OK
360,3090,sirius,tpch,1,q09,3.0,86.2,96.4,0.26,0.33,20.0,OK
360,3090,sirius,tpch,1,q10,2.0,75.5,80.9,0.15,0.22,19.7,OK
360,3090,sirius,tpch,1,q11,1.0,60.2,61.8,0.06,0.11,6.6,OK
360,3090,sirius,tpch,1,q12,2.0,80.2,86.6,0.16,0.22,20.4,OK
360,3090,sirius,tpch,1,q13,4.0,55.8,62.5,0.22,0.44,3.8,OK
360,3090,sirius,tpch,1,q14,1.0,67.5,70.5,0.07,0.11,11.6,OK
360,3090,sirius,tpch,1,q15,1.0,66.0,69.2,0.07,0.11,10.7,OK
360,3090,sirius,tpch,1,q16,1.0,69.2,75.3,0.07,0.11,44.0,OK
360,3090,sirius,tpch,1,q17,1.0,94.5,106.6,0.09,0.11,31.7,OK
360,3090,sirius,tpch,1,q18,4.0,118.9,129.6,0.48,0.44,44.3,OK
360,3090,sirius,tpch,1,q19,2.0,80.4,84.8,0.16,0.22,20.5,OK
360,3090,sirius,tpch,1,q20,3.0,66.6,70.0,0.20,0.34,19.8,OK
360,3090,sirius,tpch,1,q21,3.0,89.3,99.7,0.27,0.34,34.4,OK
360,3090,sirius,tpch,1,q22,2.0,65.2,67.2,0.13,0.22,13.4,OK
360,3090,sirius,tpch,2,q01,1.0,131.1,167.8,0.13,0.11,52.8,OK
360,3090,sirius,tpch,2,q02,5.0,67.8,71.3,0.34,0.55,16.8,OK
360,3090,sirius,tpch,2,q03,2.0,92.9,101.9,0.19,0.22,33.5,OK
360,3090,sirius,tpch,2,q04,2.0,104.4,116.0,0.21,0.22,35.6,OK
360,3090,sirius,tpch,2,q05,2.0,83.6,94.7,0.17,0.22,19.9,OK
360,3090,sirius,tpch,2,q06,2.0,130.5,143.2,0.26,0.22,53.2,OK
360,3090,sirius,tpch,2,q07,4.0,81.2,88.9,0.32,0.45,23.0,OK
360,3090,sirius,tpch,2,q08,3.0,77.2,90.9,0.23,0.34,17.0,OK
360,3090,sirius,tpch,2,q09,3.0,105.4,122.5,0.32,0.34,30.8,OK
360,3090,sirius,tpch,2,q10,3.0,90.6,100.7,0.27,0.34,29.5,OK
360,3090,sirius,tpch,2,q11,1.0,65.9,67.6,0.07,0.11,10.7,OK
360,3090,sirius,tpch,2,q12,2.0,102.5,111.4,0.20,0.22,33.6,OK
360,3090,sirius,tpch,2,q13,7.0,57.6,71.4,0.40,0.78,4.0,OK
360,3090,sirius,tpch,2,q14,1.0,84.3,90.0,0.08,0.11,22.8,OK
360,3090,sirius,tpch,2,q15,2.0,79.4,83.9,0.16,0.22,20.1,OK
360,3090,sirius,tpch,2,q16,2.0,80.6,91.4,0.16,0.23,44.9,OK
360,3090,sirius,tpch,2,q17,1.0,116.0,135.6,0.12,0.11,41.6,OK
360,3090,sirius,tpch,2,q18,7.0,141.8,156.1,0.99,0.77,61.2,OK
360,3090,sirius,tpch,2,q19,2.0,96.4,106.6,0.19,0.22,30.4,OK
360,3090,sirius,tpch,2,q20,3.0,77.6,81.7,0.23,0.34,26.9,OK
360,3090,sirius,tpch,2,q21,4.0,106.4,123.6,0.43,0.44,41.5,OK
360,3090,sirius,tpch,2,q22,2.0,71.2,76.6,0.14,0.22,14.6,OK
450,1800,maximus,h2o,1gb,q1,1,113.9,116.5,0.1,0.1,96.0,OK
450,1800,maximus,h2o,1gb,q2,3,110.9,113.3,0.3,0.3,96.0,OK
450,1800,maximus,h2o,1gb,q3,4,112.9,114.8,0.5,0.4,97.0,OK
450,1800,maximus,h2o,1gb,q4,2,112.4,114.4,0.2,0.2,97.0,OK
450,1800,maximus,h2o,1gb,q5,3,116.0,117.5,0.3,0.3,97.9,OK
450,1800,maximus,h2o,1gb,q6,191,103.4,105.3,19.7,20.7,99.9,OK
450,1800,maximus,h2o,1gb,q7,2,129.1,130.9,0.3,0.2,95.9,OK
450,1800,maximus,h2o,1gb,q9,4,113.3,114.7,0.5,0.4,95.0,OK
450,1800,maximus,h2o,1gb,q10,8,114.2,116.2,0.9,0.9,97.0,OK
450,1800,maximus,h2o,2gb,q1,3,116.3,117.8,0.3,0.3,98.0,OK
450,1800,maximus,h2o,2gb,q2,6,104.0,114.5,0.6,0.6,89.6,OK
450,1800,maximus,h2o,2gb,q3,7,114.1,116.7,0.8,0.8,98.7,OK
450,1800,maximus,h2o,2gb,q4,4,115.1,117.0,0.5,0.4,98.1,OK
450,1800,maximus,h2o,2gb,q5,6,112.4,113.8,0.7,0.6,98.9,OK
450,1800,maximus,h2o,2gb,q6,391,106.2,107.9,41.5,42.4,100.0,OK
450,1800,maximus,h2o,2gb,q7,5,132.0,134.6,0.7,0.5,97.9,OK
450,1800,maximus,h2o,2gb,q9,8,114.6,117.3,0.9,0.9,97.0,OK
450,1800,maximus,h2o,2gb,q10,15,117.1,120.9,1.8,1.6,98.2,OK
450,1800,maximus,tpch,1,q1,5,115.8,117.1,0.6,0.5,93.4,OK
450,1800,maximus,tpch,1,q2,3,52.3,52.6,0.2,0.3,62.3,OK
450,1800,maximus,tpch,1,q3,3,98.8,99.8,0.3,0.3,92.0,OK
450,1800,maximus,tpch,1,q4,2,112.4,114.5,0.2,0.2,92.0,OK
450,1800,maximus,tpch,1,q5,3,106.7,108.0,0.3,0.3,88.7,OK
450,1800,maximus,tpch,1,q6,1,115.3,117.1,0.1,-4.6,90.7,OK
450,1800,maximus,tpch,1,q7,3,93.6,99.9,0.3,0.3,77.5,OK
450,1800,maximus,tpch,1,q8,2,101.4,102.9,0.2,0.2,85.2,OK
450,1800,maximus,tpch,1,q9,5,105.1,107.2,0.5,0.5,91.4,OK
450,1800,maximus,tpch,1,q10,2,101.2,103.2,0.2,0.2,85.4,OK
450,1800,maximus,tpch,1,q11,3,84.4,94.2,0.3,0.3,65.2,OK
450,1800,maximus,tpch,1,q12,2,104.8,105.9,0.2,0.2,85.6,OK
450,1800,maximus,tpch,1,q13,20,114.4,116.0,2.3,2.2,96.8,OK
450,1800,maximus,tpch,1,q14,2,100.1,102.1,0.2,0.2,83.5,OK
450,1800,maximus,tpch,1,q15,1,102.3,103.4,0.1,0.1,81.9,OK
450,1800,maximus,tpch,1,q16,28,51.8,56.6,1.4,3.0,72.1,OK
450,1800,maximus,tpch,1,q17,3,90.5,92.1,0.3,0.3,79.5,OK
450,1800,maximus,tpch,1,q18,4,109.7,111.4,0.4,0.4,91.0,OK
450,1800,maximus,tpch,1,q19,24,115.6,116.7,2.8,2.6,93.3,OK
450,1800,maximus,tpch,1,q20,4,92.5,94.0,0.4,0.4,82.7,OK
450,1800,maximus,tpch,1,q21,79,114.1,116.0,9.0,8.6,97.2,OK
450,1800,maximus,tpch,1,q22,2,62.5,63.7,0.1,0.2,49.6,OK
450,1800,maximus,tpch,2,q1,10,121.3,125.8,1.2,1.1,96.5,OK
450,1800,maximus,tpch,2,q2,4,62.4,66.3,0.2,0.4,69.5,OK
450,1800,maximus,tpch,2,q3,5,109.0,110.5,0.5,0.5,95.6,OK
450,1800,maximus,tpch,2,q4,3,116.8,118.2,0.4,0.3,96.0,OK
450,1800,maximus,tpch,2,q5,6,114.8,116.0,0.7,0.7,94.0,OK
450,1800,maximus,tpch,2,q6,1,120.0,121.5,0.1,0.1,96.5,OK
450,1800,maximus,tpch,2,q7,4,108.3,109.9,0.4,0.4,90.5,OK
450,1800,maximus,tpch,2,q8,4,110.2,112.0,0.4,0.4,91.3,OK
450,1800,maximus,tpch,2,q9,9,113.1,114.8,1.0,1.0,95.0,OK
450,1800,maximus,tpch,2,q10,3,110.4,111.9,0.3,0.3,91.5,OK
450,1800,maximus,tpch,2,q11,5,108.7,109.8,0.5,0.5,83.5,OK
450,1800,maximus,tpch,2,q12,3,113.1,114.5,0.3,0.3,92.0,OK
450,1800,maximus,tpch,2,q13,40,119.1,120.1,4.8,4.4,98.1,OK
450,1800,maximus,tpch,2,q14,2,110.9,112.3,0.2,0.2,91.7,OK
450,1800,maximus,tpch,2,q15,2,111.4,112.9,0.2,0.2,89.0,OK
450,1800,maximus,tpch,2,q16,31,62.2,70.8,1.9,3.3,77.7,OK
450,1800,maximus,tpch,2,q17,5,97.5,104.7,0.5,0.5,79.7,OK
450,1800,maximus,tpch,2,q18,7,114.9,116.8,0.8,0.8,95.0,OK
450,1800,maximus,tpch,2,q19,46,122.1,123.3,5.6,5.0,96.2,OK
450,1800,maximus,tpch,2,q20,6,104.6,106.4,0.6,0.6,89.1,OK
450,1800,maximus,tpch,2,q21,155,102.4,122.5,15.9,16.8,82.2,OK
450,1800,maximus,tpch,2,q22,2,71.3,76.3,0.1,0.2,53.6,OK
450,1800,sirius,h2o,1gb,q1,3.0,38.0,43.3,0.11,0.33,5.6,OK
450,1800,sirius,h2o,1gb,q10,9.0,41.8,65.3,0.38,1.10,6.0,OK
450,1800,sirius,h2o,1gb,q2,4.0,38.6,46.6,0.15,0.49,5.0,OK
450,1800,sirius,h2o,1gb,q3,5.0,39.5,50.1,0.20,0.55,7.9,OK
450,1800,sirius,h2o,1gb,q4,3.0,37.8,43.8,0.11,0.33,2.1,OK
450,1800,sirius,h2o,1gb,q5,5.0,39.4,49.7,0.20,0.55,8.2,OK
450,1800,sirius,h2o,1gb,q6,5.0,39.8,50.8,0.20,0.54,4.6,OK
450,1800,sirius,h2o,1gb,q7,3.0,38.6,48.7,0.12,0.33,5.1,OK
450,1800,sirius,h2o,1gb,q8,10.0,40.6,55.4,0.41,1.08,8.7,OK
450,1800,sirius,h2o,1gb,q9,12.0,43.2,67.9,0.52,1.30,14.8,OK
450,1800,sirius,h2o,2gb,q1,4.0,38.5,48.6,0.15,0.43,11.2,OK
450,1800,sirius,h2o,2gb,q10,17.0,48.3,92.7,0.82,1.87,14.2,OK
450,1800,sirius,h2o,2gb,q2,7.0,40.8,55.8,0.29,0.77,12.5,OK
450,1800,sirius,h2o,2gb,q3,11.0,42.3,63.6,0.47,1.20,12.4,OK
450,1800,sirius,h2o,2gb,q4,5.0,38.8,50.0,0.19,0.56,4.0,OK
450,1800,sirius,h2o,2gb,q5,9.0,42.0,62.0,0.38,1.00,5.4,OK
450,1800,sirius,h2o,2gb,q6,10.0,43.1,65.3,0.43,1.10,6.8,OK
450,1800,sirius,h2o,2gb,q7,6.0,40.5,59.4,0.24,0.66,5.2,OK
450,1800,sirius,h2o,2gb,q8,15.0,44.3,70.8,0.66,1.63,15.9,OK
450,1800,sirius,h2o,2gb,q9,22.0,50.2,99.1,1.10,2.40,13.5,OK
450,1800,sirius,tpch,1,q01,1.0,72.5,89.7,0.07,0.11,45.8,OK
450,1800,sirius,tpch,1,q02,5.0,38.6,39.8,0.19,0.55,18.9,OK
450,1800,sirius,tpch,1,q03,2.0,47.7,50.2,0.10,0.22,33.3,OK
450,1800,sirius,tpch,1,q04,1.0,52.3,55.5,0.05,0.11,29.3,OK
450,1800,sirius,tpch,1,q05,2.0,44.1,46.6,0.09,0.22,19.4,OK
450,1800,sirius,tpch,1,q06,2.0,65.4,69.9,0.13,0.22,41.4,OK
450,1800,sirius,tpch,1,q07,4.0,43.6,45.7,0.17,0.44,20.8,OK
450,1800,sirius,tpch,1,q08,3.0,41.7,44.6,0.13,0.33,15.2,OK
450,1800,sirius,tpch,1,q09,3.0,52.4,58.0,0.16,0.33,29.1,OK
450,1800,sirius,tpch,1,q10,2.0,47.6,50.3,0.10,0.22,26.0,OK
450,1800,sirius,tpch,1,q11,1.0,38.6,39.5,0.04,0.11,11.5,OK
450,1800,sirius,tpch,1,q12,2.0,50.8,53.9,0.10,0.22,28.1,OK
450,1800,sirius,tpch,1,q13,6.0,37.0,41.2,0.22,0.66,2.6,OK
450,1800,sirius,tpch,1,q14,1.0,44.0,45.8,0.04,0.11,17.1,OK
450,1800,sirius,tpch,1,q15,1.0,43.1,44.6,0.04,-7.98,16.1,OK
450,1800,sirius,tpch,1,q16,2.0,41.6,44.7,0.08,0.22,48.8,OK
450,1800,sirius,tpch,1,q17,1.0,52.5,58.3,0.05,0.11,35.5,OK
450,1800,sirius,tpch,1,q18,4.0,76.1,83.5,0.30,0.44,47.8,OK
450,1800,sirius,tpch,1,q19,2.0,50.8,55.5,0.10,0.22,22.8,OK
450,1800,sirius,tpch,1,q20,3.0,42.7,44.0,0.13,0.33,25.3,OK
450,1800,sirius,tpch,1,q21,4.0,56.4,62.4,0.23,0.45,41.6,OK
450,1800,sirius,tpch,1,q22,2.0,40.4,42.3,0.08,0.22,15.8,OK
450,1800,sirius,tpch,2,q01,1.0,87.5,110.0,0.09,0.11,59.9,OK
450,1800,sirius,tpch,2,q02,5.0,42.5,44.1,0.21,0.55,21.9,OK
450,1800,sirius,tpch,2,q03,2.0,57.8,62.7,0.12,0.22,39.1,OK
450,1800,sirius,tpch,2,q04,2.0,64.9,70.9,0.13,0.22,40.3,OK
450,1800,sirius,tpch,2,q05,3.0,49.7,56.7,0.15,0.33,24.7,OK
450,1800,sirius,tpch,2,q06,3.0,89.2,90.8,0.27,0.33,62.3,OK
450,1800,sirius,tpch,2,q07,4.0,51.4,55.0,0.21,0.44,28.6,OK
450,1800,sirius,tpch,2,q08,4.0,48.5,53.4,0.19,0.44,20.8,OK
450,1800,sirius,tpch,2,q09,3.0,63.7,72.7,0.19,0.34,37.6,OK
450,1800,sirius,tpch,2,q10,3.0,57.1,62.6,0.17,0.34,33.6,OK
450,1800,sirius,tpch,2,q11,1.0,42.0,43.0,0.04,0.11,15.7,OK
450,1800,sirius,tpch,2,q12,2.0,65.7,71.2,0.13,0.22,40.1,OK
450,1800,sirius,tpch,2,q13,9.0,39.0,47.3,0.35,0.97,3.4,OK
450,1800,sirius,tpch,2,q14,1.0,55.3,59.1,0.06,0.11,27.9,OK
450,1800,sirius,tpch,2,q15,2.0,51.2,55.6,0.10,0.22,22.8,OK
450,1800,sirius,tpch,2,q16,2.0,47.2,52.8,0.09,0.23,50.9,OK
450,1800,sirius,tpch,2,q17,1.0,61.0,70.4,0.06,0.11,43.7,OK
450,1800,sirius,tpch,2,q18,7.0,92.7,102.2,0.65,0.78,63.0,OK
450,1800,sirius,tpch,2,q19,2.0,63.3,69.5,0.13,0.22,35.4,OK
450,1800,sirius,tpch,2,q20,4.0,49.8,52.5,0.20,0.44,32.1,OK
450,1800,sirius,tpch,2,q21,5.0,66.2,75.6,0.33,0.56,51.2,OK
450,1800,sirius,tpch,2,q22,2.0,44.1,46.8,0.09,0.22,20.6,OK
450,2400,maximus,h2o,1gb,q1,1,145.1,147.0,0.1,0.1,95.6,OK
450,2400,maximus,h2o,1gb,q2,2,146.0,147.4,0.3,0.2,95.0,OK
450,2400,maximus,h2o,1gb,q3,3,149.1,151.8,0.4,0.3,96.5,OK
450,2400,maximus,h2o,1gb,q4,0,137.2,145.4,0.0,0.0,96.9,FAIL
450,2400,maximus,h2o,1gb,q5,2,151.3,153.2,0.3,0.2,97.1,OK
450,2400,maximus,h2o,1gb,q6,144,147.4,148.9,21.2,15.8,100.0,OK
450,2400,maximus,h2o,1gb,q7,2,162.0,164.3,0.3,0.2,94.7,OK
450,2400,maximus,h2o,1gb,q9,3,146.6,148.5,0.4,0.3,93.8,OK
450,2400,maximus,h2o,1gb,q10,6,153.1,156.7,0.9,0.7,96.0,OK
450,2400,maximus,h2o,2gb,q1,2,148.7,150.5,0.3,0.2,97.7,OK
450,2400,maximus,h2o,2gb,q2,4,148.6,150.2,0.6,0.4,97.6,OK
450,2400,maximus,h2o,2gb,q3,5,152.7,155.4,0.8,0.5,98.0,OK
450,2400,maximus,h2o,2gb,q4,3,148.9,150.5,0.4,0.3,98.0,OK
450,2400,maximus,h2o,2gb,q5,5,149.0,150.9,0.7,0.5,98.9,OK
450,2400,maximus,h2o,2gb,q6,296,145.9,152.1,43.2,32.9,99.7,OK
450,2400,maximus,h2o,2gb,q7,3,154.6,169.3,0.5,0.3,86.9,OK
450,2400,maximus,h2o,2gb,q9,6,151.3,153.3,0.9,0.7,97.0,OK
450,2400,maximus,h2o,2gb,q10,11,161.9,163.5,1.8,1.2,97.9,OK
450,2400,maximus,tpch,1,q1,4,151.8,154.0,0.6,0.4,92.5,OK
450,2400,maximus,tpch,1,q2,3,69.8,72.8,0.2,0.3,57.1,OK
450,2400,maximus,tpch,1,q3,2,126.4,128.4,0.3,0.2,91.1,OK
450,2400,maximus,tpch,1,q4,1,134.6,139.7,0.1,0.1,87.8,OK
450,2400,maximus,tpch,1,q5,2,133.8,136.1,0.3,0.2,87.8,OK
450,2400,maximus,tpch,1,q6,0,98.4,103.2,0.0,0.0,89.0,OK
450,2400,maximus,tpch,1,q7,2,122.0,123.5,0.2,0.2,82.1,OK
450,2400,maximus,tpch,1,q8,2,125.9,127.2,0.3,0.2,83.6,OK
450,2400,maximus,tpch,1,q9,4,136.2,137.7,0.5,0.4,90.4,OK
450,2400,maximus,tpch,1,q10,2,123.7,125.5,0.2,0.2,83.5,OK
450,2400,maximus,tpch,1,q11,2,122.1,123.7,0.2,0.2,71.2,OK
450,2400,maximus,tpch,1,q12,2,127.9,130.2,0.3,0.2,84.1,OK
450,2400,maximus,tpch,1,q13,16,169.3,170.9,2.7,1.7,95.6,OK
450,2400,maximus,tpch,1,q14,1,122.8,124.7,0.1,0.1,82.0,OK
450,2400,maximus,tpch,1,q15,1,125.3,126.9,0.1,0.1,82.0,OK
450,2400,maximus,tpch,1,q16,21,72.5,75.1,1.5,2.3,94.0,OK
450,2400,maximus,tpch,1,q17,3,112.1,113.6,0.3,0.3,75.9,OK
450,2400,maximus,tpch,1,q18,3,133.1,135.5,0.4,0.3,90.9,OK
450,2400,maximus,tpch,1,q19,19,159.2,160.5,3.0,2.1,91.7,OK
450,2400,maximus,tpch,1,q20,3,114.7,116.3,0.3,0.3,80.8,OK
450,2400,maximus,tpch,1,q21,63,156.4,159.0,9.9,6.8,95.9,OK
450,2400,maximus,tpch,1,q22,2,74.0,95.7,0.1,0.2,43.6,OK
450,2400,maximus,tpch,2,q1,8,151.0,154.2,1.2,-91.6,95.8,OK
450,2400,maximus,tpch,2,q2,3,78.7,83.2,0.2,0.3,65.3,OK
450,2400,maximus,tpch,2,q3,4,133.9,135.5,0.5,0.4,95.0,OK
450,2400,maximus,tpch,2,q4,2,142.8,144.6,0.3,0.2,95.6,OK
450,2400,maximus,tpch,2,q5,4,144.0,146.0,0.6,0.4,93.3,OK
450,2400,maximus,tpch,2,q6,1,146.0,147.8,0.1,0.1,95.3,OK
450,2400,maximus,tpch,2,q7,3,133.2,135.1,0.4,0.3,89.5,OK
450,2400,maximus,tpch,2,q8,3,132.5,138.9,0.4,0.3,86.5,OK
450,2400,maximus,tpch,2,q9,7,146.0,148.1,1.0,0.8,94.8,OK
450,2400,maximus,tpch,2,q10,3,134.8,136.6,0.4,0.3,90.8,OK
450,2400,maximus,tpch,2,q11,4,128.8,146.8,0.5,0.4,68.4,OK
450,2400,maximus,tpch,2,q12,3,138.6,140.1,0.4,0.3,91.2,OK
450,2400,maximus,tpch,2,q13,31,178.3,179.5,5.5,3.4,98.0,OK
450,2400,maximus,tpch,2,q14,2,134.4,135.9,0.3,0.2,89.9,OK
450,2400,maximus,tpch,2,q15,2,136.3,137.8,0.3,0.2,89.8,OK
450,2400,maximus,tpch,2,q16,24,92.3,94.9,2.2,2.6,95.0,OK
450,2400,maximus,tpch,2,q17,4,127.4,129.2,0.5,0.4,85.2,OK
450,2400,maximus,tpch,2,q18,6,139.6,141.7,0.8,0.7,94.9,OK
450,2400,maximus,tpch,2,q19,36,165.9,170.0,6.0,3.9,95.4,OK
450,2400,maximus,tpch,2,q20,5,122.1,129.9,0.6,0.5,82.5,OK
450,2400,maximus,tpch,2,q21,126,163.2,165.6,20.6,13.8,98.4,OK
450,2400,maximus,tpch,2,q22,2,92.4,94.2,0.2,0.2,56.9,OK
450,2400,sirius,h2o,1gb,q1,2.0,43.6,50.5,0.09,0.22,2.4,OK
450,2400,sirius,h2o,1gb,q10,7.0,49.3,75.2,0.34,0.78,8.9,OK
450,2400,sirius,h2o,1gb,q2,3.0,45.8,54.3,0.14,0.33,3.4,OK
450,2400,sirius,h2o,1gb,q3,4.0,46.9,58.9,0.19,0.44,7.9,OK
450,2400,sirius,h2o,1gb,q4,2.0,44.8,51.6,0.09,0.22,5.2,OK
450,2400,sirius,h2o,1gb,q5,4.0,46.8,58.2,0.19,0.44,14.7,OK
450,2400,sirius,h2o,1gb,q6,5.0,47.0,59.4,0.23,0.54,8.5,OK
450,2400,sirius,h2o,1gb,q7,3.0,46.4,56.7,0.14,0.33,5.3,OK
450,2400,sirius,h2o,1gb,q8,8.0,48.8,64.5,0.39,0.90,9.5,OK
450,2400,sirius,h2o,1gb,q9,11.0,50.2,79.3,0.55,1.25,7.9,OK
450,2400,sirius,h2o,2gb,q1,4.0,46.9,57.9,0.19,0.44,7.1,OK
450,2400,sirius,h2o,2gb,q10,13.0,57.2,107.8,0.74,1.42,12.3,OK
450,2400,sirius,h2o,2gb,q2,5.0,48.2,73.4,0.24,0.55,5.1,OK
450,2400,sirius,h2o,2gb,q3,8.0,51.3,75.1,0.41,0.90,5.4,OK
450,2400,sirius,h2o,2gb,q4,4.0,46.6,59.1,0.19,0.44,4.9,OK
450,2400,sirius,h2o,2gb,q5,7.0,50.3,73.1,0.35,0.76,6.3,OK
450,2400,sirius,h2o,2gb,q6,8.0,50.9,74.7,0.41,0.90,8.1,OK
450,2400,sirius,h2o,2gb,q7,5.0,50.5,69.2,0.25,0.55,5.7,OK
450,2400,sirius,h2o,2gb,q8,12.0,52.7,83.0,0.63,1.31,5.3,OK
450,2400,sirius,h2o,2gb,q9,20.0,59.4,118.2,1.19,2.19,13.8,OK
450,2400,sirius,tpch,1,q01,1.0,93.3,112.4,0.09,0.11,46.6,OK
450,2400,sirius,tpch,1,q02,5.0,47.8,49.4,0.24,0.55,15.0,OK
450,2400,sirius,tpch,1,q03,2.0,59.1,62.8,0.12,0.22,26.7,OK
450,2400,sirius,tpch,1,q04,1.0,64.8,69.2,0.06,0.11,24.9,OK
450,2400,sirius,tpch,1,q05,2.0,55.5,61.0,0.11,0.22,14.1,OK
450,2400,sirius,tpch,1,q06,1.0,85.2,85.9,0.09,0.11,39.1,OK
450,2400,sirius,tpch,1,q07,3.0,54.7,57.3,0.16,0.33,16.6,OK
450,2400,sirius,tpch,1,q08,3.0,53.2,56.6,0.16,0.33,12.8,OK
450,2400,sirius,tpch,1,q09,3.0,67.1,74.8,0.20,0.34,24.0,OK
450,2400,sirius,tpch,1,q10,2.0,59.5,63.1,0.12,0.22,22.5,OK
450,2400,sirius,tpch,1,q11,1.0,48.3,49.2,0.05,0.11,8.5,OK
450,2400,sirius,tpch,1,q12,2.0,61.8,67.0,0.12,0.22,20.6,OK
450,2400,sirius,tpch,1,q13,5.0,46.1,51.6,0.23,0.54,6.4,OK
450,2400,sirius,tpch,1,q14,1.0,54.4,56.4,0.05,0.11,12.6,OK
450,2400,sirius,tpch,1,q15,1.0,53.5,55.3,0.05,0.11,12.9,OK
450,2400,sirius,tpch,1,q16,2.0,54.0,57.9,0.11,0.23,52.8,OK
450,2400,sirius,tpch,1,q17,1.0,69.4,79.1,0.07,0.11,33.0,OK
450,2400,sirius,tpch,1,q18,4.0,94.8,103.2,0.38,0.44,47.0,OK
450,2400,sirius,tpch,1,q19,2.0,62.7,68.4,0.13,0.22,19.4,OK
450,2400,sirius,tpch,1,q20,3.0,53.8,55.4,0.16,0.34,22.8,OK
450,2400,sirius,tpch,1,q21,3.0,71.0,77.9,0.21,0.33,34.5,OK
450,2400,sirius,tpch,1,q22,2.0,52.5,53.6,0.10,0.22,15.2,OK
450,2400,sirius,tpch,2,q01,1.0,109.6,135.9,0.11,0.12,54.5,OK
450,2400,sirius,tpch,2,q02,5.0,54.6,56.2,0.27,0.55,17.4,OK
450,2400,sirius,tpch,2,q03,2.0,73.5,79.5,0.15,0.22,33.5,OK
450,2400,sirius,tpch,2,q04,2.0,82.2,90.8,0.16,0.22,35.3,OK
450,2400,sirius,tpch,2,q05,2.0,66.8,75.4,0.13,0.22,21.5,OK
450,2400,sirius,tpch,2,q06,2.0,111.7,113.3,0.22,0.22,59.4,OK
450,2400,sirius,tpch,2,q07,4.0,65.9,70.8,0.26,-33.83,23.5,OK
450,2400,sirius,tpch,2,q08,4.0,63.4,69.4,0.25,0.45,18.9,OK
450,2400,sirius,tpch,2,q09,3.0,83.5,94.1,0.25,0.34,33.0,OK
450,2400,sirius,tpch,2,q10,3.0,73.4,79.6,0.22,0.33,30.2,OK
450,2400,sirius,tpch,2,q11,1.0,55.0,56.5,0.06,0.11,12.0,OK
450,2400,sirius,tpch,2,q12,2.0,83.3,89.7,0.17,0.22,35.0,OK
450,2400,sirius,tpch,2,q13,7.0,50.7,62.4,0.35,0.77,2.1,OK
450,2400,sirius,tpch,2,q14,1.0,72.6,73.3,0.07,0.11,26.9,OK
450,2400,sirius,tpch,2,q15,2.0,66.9,69.7,0.13,0.22,21.3,OK
450,2400,sirius,tpch,2,q16,2.0,63.2,69.9,0.13,0.23,52.7,OK
450,2400,sirius,tpch,2,q17,1.0,78.1,96.4,0.08,0.11,32.4,OK
450,2400,sirius,tpch,2,q18,7.0,113.7,125.8,0.80,0.78,60.5,OK
450,2400,sirius,tpch,2,q19,2.0,77.4,84.5,0.15,0.23,32.0,OK
450,2400,sirius,tpch,2,q20,3.0,59.1,64.6,0.18,0.34,24.3,OK
450,2400,sirius,tpch,2,q21,4.0,82.5,94.6,0.33,0.45,41.7,OK
450,2400,sirius,tpch,2,q22,2.0,54.5,57.6,0.11,0.22,16.5,OK
450,3090,maximus,h2o,1gb,q1,1,192.5,195.2,0.2,0.1,95.9,OK
450,3090,maximus,h2o,1gb,q2,2,198.1,201.0,0.4,0.2,95.0,OK
450,3090,maximus,h2o,1gb,q3,2,202.3,205.1,0.4,0.2,96.9,OK
450,3090,maximus,h2o,1gb,q4,1,194.1,196.9,0.2,0.1,96.9,OK
450,3090,maximus,h2o,1gb,q5,2,191.7,207.2,0.4,0.2,90.3,OK
450,3090,maximus,h2o,1gb,q6,129,208.5,211.7,26.9,13.9,100.0,OK
450,3090,maximus,h2o,1gb,q7,1,207.1,217.6,0.2,0.1,90.8,OK
450,3090,maximus,h2o,1gb,q9,3,184.7,203.1,0.6,0.3,84.9,OK
450,3090,maximus,h2o,1gb,q10,5,193.3,214.9,1.0,0.5,83.8,OK
450,3090,maximus,h2o,2gb,q1,2,199.1,200.7,0.4,0.2,98.0,OK
450,3090,maximus,h2o,2gb,q2,4,203.5,205.9,0.8,0.4,97.9,OK
450,3090,maximus,h2o,2gb,q3,5,188.9,209.4,0.9,0.5,86.2,OK
450,3090,maximus,h2o,2gb,q4,2,189.6,200.2,0.4,0.2,93.0,OK
450,3090,maximus,h2o,2gb,q5,4,201.9,203.1,0.8,0.4,99.0,OK
450,3090,maximus,h2o,2gb,q6,266,208.5,216.3,55.5,29.0,98.5,OK
450,3090,maximus,h2o,2gb,q7,3,219.9,222.4,0.7,0.3,97.6,OK
