run_id,sf,query,time_offset_ms,power_w,gpu_util_pct,mem_used_mb,cpu_pkg_power_w,cpu_dram_power_w
h2o_sf1gb_q1,1gb,q1,25,39.54,35.0,15.0,105.2,1.7
h2o_sf1gb_q1,1gb,q1,135,39.58,0.0,18.0,104.6,1.8
h2o_sf1gb_q1,1gb,q1,213,40.1,0.0,49.0,106.3,1.8
h2o_sf1gb_q1,1gb,q1,287,39.66,0.0,3395.0,108.6,1.9
h2o_sf1gb_q1,1gb,q1,361,39.66,0.0,3395.0,108.7,1.8
h2o_sf1gb_q1,1gb,q1,435,37.76,0.0,3395.0,107.9,1.8
h2o_sf1gb_q1,1gb,q1,509,37.5,0.0,3395.0,107.0,1.8
h2o_sf1gb_q1,1gb,q1,583,35.13,0.0,3395.0,111.0,1.9
h2o_sf1gb_q1,1gb,q1,657,35.13,0.0,3395.0,109.5,1.9
h2o_sf1gb_q1,1gb,q1,730,35.13,0.0,3395.0,111.2,1.8
h2o_sf1gb_q1,1gb,q1,805,35.11,0.0,3395.0,109.2,1.8
h2o_sf1gb_q1,1gb,q1,878,35.11,0.0,3395.0,109.3,1.8
h2o_sf1gb_q1,1gb,q1,952,35.09,0.0,3395.0,108.4,1.8
h2o_sf1gb_q1,1gb,q1,1025,35.05,0.0,3395.0,108.1,1.8
h2o_sf1gb_q1,1gb,q1,1099,35.02,0.0,3395.0,107.8,1.8
h2o_sf1gb_q1,1gb,q1,1179,35.02,0.0,3403.0,107.3,2.1
h2o_sf1gb_q1,1gb,q1,1265,35.02,0.0,3453.0,106.8,1.8
h2o_sf1gb_q1,1gb,q1,1344,34.98,0.0,3437.0,103.6,1.9
h2o_sf1gb_q1,1gb,q1,1420,35.06,0.0,3437.0,106.8,1.8
h2o_sf1gb_q1,1gb,q1,1496,35.04,0.0,3437.0,105.6,1.8
h2o_sf1gb_q1,1gb,q1,1571,35.04,0.0,3437.0,106.4,1.8
h2o_sf1gb_q1,1gb,q1,1668,35.05,0.0,3437.0,106.5,1.8
h2o_sf1gb_q1,1gb,q1,1762,35.03,0.0,3437.0,101.9,1.8
h2o_sf1gb_q1,1gb,q1,1837,35.02,0.0,3437.0,106.7,1.9
h2o_sf1gb_q1,1gb,q1,1914,35.03,0.0,3441.0,104.0,1.9
