run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
clickbench_sf20_q0,clickbench,20,q0,0,,,,0,0,,,,,,,,,,OK
clickbench_sf20_q1,clickbench,20,q1,60000,0.0010,0.0012,75.00,990,939,82.6,84.2,15841,19.6,31,0.08,109.8,1.8,0.11,OK
clickbench_sf20_q10,clickbench,20,q10,11250,0.0010,0.0055,73.80,966,911,130.4,143.5,15841,70.7,90,0.13,114.4,1.8,0.11,OK
clickbench_sf20_q11,clickbench,20,q11,8574,0.0010,0.0065,68.21,893,832,133.8,149.6,15841,69.1,86,0.13,114.8,1.8,0.11,OK
clickbench_sf20_q12,clickbench,20,q12,15000,0.0010,0.0037,63.88,824,767,146.7,158.0,15841,65.3,81,0.15,115.4,2.0,0.12,OK
clickbench_sf20_q13,clickbench,20,q13,2400,0.0010,0.0219,65.10,848,790,167.0,188.2,15841,78.2,98,0.17,115.6,1.8,0.12,OK
clickbench_sf20_q14,clickbench,20,q14,15000,0.0010,0.0039,66.61,862,808,148.4,159.4,15841,64.4,81,0.15,115.6,2.0,0.12,OK
clickbench_sf20_q15,clickbench,20,q15,100005,0.0080,0.0088,61.43,746,703,63.6,98.5,15841,5.8,86,0.51,111.5,1.8,0.89,OK
clickbench_sf20_q16,clickbench,20,q16,48750,0.0160,0.0166,61.09,752,651,71.2,140.7,15841,11.5,92,1.14,112.3,1.9,1.80,OK
clickbench_sf20_q17,clickbench,20,q17,70000,0.0110,0.0120,63.20,776,736,68.1,127.3,15841,5.6,89,0.75,110.6,1.8,1.22,OK
clickbench_sf20_q18,clickbench,20,q18,20580,0.0340,0.0352,65.14,806,753,84.2,188.8,15841,19.6,96,2.86,111.5,1.9,3.79,OK
clickbench_sf20_q19,clickbench,20,q19,60000,0.0010,0.0014,87.98,1159,1075,119.4,121.3,15841,43.3,45,0.12,109.8,1.8,0.11,OK
clickbench_sf20_q2,clickbench,20,q2,960000,0.0010,0.0017,62.00,753,714,52.6,56.1,15721,1.7,40,0.05,109.3,1.8,0.11,OK
clickbench_sf20_q20,clickbench,20,q20,4286,0.0130,0.0141,64.95,837,768,214.6,217.5,15841,93.1,94,2.79,110.5,1.8,1.44,OK
clickbench_sf20_q21,clickbench,20,q21,3750,0.0150,0.0155,63.28,815,748,212.2,215.6,15841,91.6,94,3.18,110.4,1.8,1.66,OK
clickbench_sf20_q22,clickbench,20,q22,3158,0.0310,0.0338,119.64,1538,1460,205.6,223.2,15841,89.5,99,6.37,115.0,1.8,3.56,OK
clickbench_sf20_q23,clickbench,20,q23,4000,0.0130,0.0145,64.12,834,761,213.8,218.4,15841,91.1,100,2.78,110.1,1.8,1.43,OK
clickbench_sf20_q24,clickbench,20,q24,30000,0.0020,0.0032,103.59,1358,1304,140.8,148.4,15841,54.1,59,0.28,-2543.1,1.8,-5.09,OK
clickbench_sf20_q25,clickbench,20,q25,3105,0.0010,0.0155,60.17,786,733,166.1,189.6,15841,80.2,99,0.17,114.7,1.9,0.11,OK
clickbench_sf20_q26,clickbench,20,q26,7827,0.0010,0.0065,62.75,818,763,143.9,163.6,15841,74.8,95,0.14,114.9,1.9,0.11,OK
clickbench_sf20_q27,clickbench,20,q27,7827,0.0050,0.0092,86.46,1103,1033,169.7,195.3,15841,75.5,92,0.85,112.2,1.8,0.56,OK
clickbench_sf20_q28,clickbench,20,q28,0,,,,0,0,,,,,,,,,,FALLBACK
clickbench_sf20_q29,clickbench,20,q29,38192,0.0210,0.0224,63.29,784,775,54.1,68.8,15841,4.1,62,1.14,110.7,1.8,2.33,OK
clickbench_sf20_q3,clickbench,20,q3,480000,0.0010,0.0016,60.26,737,695,52.8,57.4,15809,1.3,44,0.05,109.0,1.8,0.11,OK
clickbench_sf20_q30,clickbench,20,q30,30000,0.0010,0.0032,104.20,1371,1309,135.5,142.9,15841,53.5,59,0.14,112.6,1.8,0.11,OK
clickbench_sf20_q31,clickbench,20,q31,20000,0.0010,0.0034,76.53,1001,942,140.0,150.1,15841,56.4,65,0.14,112.6,1.8,0.11,OK
clickbench_sf20_q32,clickbench,20,q32,10000,0.0590,0.0599,60.21,744,690,92.4,162.3,15841,36.1,99,5.45,108.8,1.8,6.42,OK
clickbench_sf20_q33,clickbench,20,q33,25388,0.0260,0.0269,61.94,775,718,79.1,191.6,15841,14.8,96,2.06,110.3,1.9,2.87,OK
clickbench_sf20_q34,clickbench,20,q34,23573,0.0270,0.0282,62.49,784,725,80.1,196.7,15841,14.2,95,2.16,110.5,1.9,2.98,OK
clickbench_sf20_q35,clickbench,20,q35,46676,0.0180,0.0183,61.24,753,745,74.8,157.3,15841,14.2,92,1.35,111.0,1.8,2.00,OK
clickbench_sf20_q36,clickbench,20,q36,13334,0.0060,0.0074,108.86,1400,1338,158.6,166.7,15841,75.5,81,0.95,110.9,1.8,0.67,OK
clickbench_sf20_q37,clickbench,20,q37,12000,0.0080,0.0091,118.88,1491,1429,168.4,176.7,15841,80.2,86,1.35,110.2,1.8,0.88,OK
clickbench_sf20_q38,clickbench,20,q38,30000,0.0020,0.0032,104.61,1383,1307,124.9,131.5,15841,48.2,59,0.25,112.2,1.8,0.22,OK
clickbench_sf20_q39,clickbench,20,q39,13334,0.0020,0.0046,73.41,959,888,118.4,128.0,15841,51.1,93,0.24,115.7,2.0,0.23,OK
clickbench_sf20_q4,clickbench,20,q4,192000,0.0050,0.0056,62.69,770,730,60.5,85.2,15841,5.3,83,0.30,108.4,1.8,0.54,OK
clickbench_sf20_q40,clickbench,20,q40,30000,0.0020,0.0034,110.94,1460,1402,120.6,126.1,15841,45.8,50,0.24,111.7,1.8,0.22,OK
clickbench_sf20_q41,clickbench,20,q41,30000,0.0030,0.0034,110.04,1451,1392,137.1,142.1,15841,54.3,58,0.41,111.3,1.8,0.33,OK
clickbench_sf20_q42,clickbench,20,q42,24000,0.0040,0.0045,117.11,1528,1476,141.6,146.6,15841,59.0,63,0.57,111.5,1.8,0.45,OK
clickbench_sf20_q5,clickbench,20,q5,7299,0.0710,0.0749,60.38,768,711,114.1,190.8,15841,39.4,95,8.10,108.7,1.8,7.72,OK
clickbench_sf20_q6,clickbench,20,q6,480000,0.0010,0.0017,60.59,743,655,52.7,56.3,15805,1.7,29,0.05,109.2,1.8,0.11,OK
clickbench_sf20_q7,clickbench,20,q7,60000,0.0000,0.0013,87.42,1157,1110,80.7,83.5,15841,19.7,22,0.00,110.1,1.8,0.00,OK
clickbench_sf20_q8,clickbench,20,q8,2597,0.1620,0.1628,68.67,882,836,153.1,207.0,15841,64.1,100,24.81,108.9,1.8,17.64,OK
clickbench_sf20_q9,clickbench,20,q9,2562,0.1640,0.1652,70.01,900,855,152.8,208.7,15841,68.6,100,25.07,108.6,1.8,17.80,OK
