run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf10_q01,tpch,10,q01,0,,,,0,0,,,,,,,,,,FALLBACK
tpch_sf10_q02,tpch,10,q02,10910,0.0070,0.0088,103.89,1365,1313,109.3,115.3,15841,36.5,40,0.77,111.0,1.8,0.78,OK
tpch_sf10_q03,tpch,10,q03,8572,0.0040,0.0076,73.72,952,886,151.9,164.6,15841,62.4,74,0.61,111.8,1.8,0.45,OK
tpch_sf10_q04,tpch,10,q04,8572,0.0050,0.0080,77.08,988,937,158.2,170.6,15841,67.2,76,0.79,111.9,1.8,0.56,OK
tpch_sf10_q05,tpch,10,q05,8000,0.0030,0.0068,63.69,831,772,140.8,156.2,15841,45.2,65,0.42,112.8,1.8,0.34,OK
tpch_sf10_q06,tpch,10,q06,10000,0.0100,0.0110,118.87,1488,1427,178.4,184.9,15841,84.6,89,1.78,110.9,1.8,1.11,OK
tpch_sf10_q07,tpch,10,q07,6668,0.0070,0.0100,75.59,977,912,141.7,154.3,15841,53.1,66,0.99,112.7,1.8,0.79,OK
tpch_sf10_q08,tpch,10,q08,6668,0.0040,0.0085,65.92,861,805,133.0,149.7,15841,39.7,56,0.53,112.7,1.8,0.45,OK
tpch_sf10_q09,tpch,10,q09,5001,0.0060,0.0126,77.80,1002,935,167.2,192.6,15841,63.7,85,1.00,113.8,1.8,0.68,OK
tpch_sf10_q10,tpch,10,q10,6668,0.0060,0.0094,72.79,933,871,151.9,164.4,15841,61.4,72,0.91,112.9,1.8,0.68,OK
tpch_sf10_q11,tpch,10,q11,20000,0.0010,0.0026,109.03,1433,1356,109.6,115.0,15841,30.0,37,0.11,112.8,1.8,0.11,OK
tpch_sf10_q12,tpch,10,q12,7500,0.0070,0.0093,79.23,1024,958,165.6,175.3,15841,71.4,78,1.16,112.0,1.8,0.78,OK
tpch_sf10_q13,tpch,10,q13,22945,0.0340,0.0347,64.70,805,693,72.6,149.2,15841,11.9,94,2.47,111.8,1.8,3.80,OK
tpch_sf10_q14,tpch,10,q14,17144,0.0030,0.0050,94.78,1224,1216,140.9,151.4,15841,58.0,94,0.42,112.2,1.8,0.34,OK
tpch_sf10_q15,tpch,10,q15,15000,0.0040,0.0057,94.39,1221,1165,135.1,141.3,15841,54.5,60,0.54,112.3,1.8,0.45,OK
tpch_sf10_q16,tpch,10,q16,2688,0.0020,0.0190,62.86,817,761,153.2,174.6,15841,74.2,95,0.31,115.4,1.8,0.23,OK
tpch_sf10_q17,tpch,10,q17,6207,0.0010,0.0090,68.83,894,833,177.7,207.4,15841,64.0,85,0.18,115.1,1.8,0.12,OK
tpch_sf10_q18,tpch,10,q18,2928,0.0290,0.0321,102.45,1297,1234,185.1,194.0,15841,88.2,94,5.37,110.9,1.8,3.22,OK
tpch_sf10_q19,tpch,10,q19,6668,0.0060,0.0089,71.06,924,846,163.1,176.9,15841,64.1,75,0.98,112.7,1.8,0.68,OK
tpch_sf10_q20,tpch,10,q20,8000,0.0070,0.0093,83.28,1083,1022,129.0,135.6,15841,54.8,63,0.90,-3251.5,1.8,-22.76,OK
tpch_sf10_q21,tpch,10,q21,2952,0.0120,0.0216,77.28,971,905,163.1,187.8,15841,71.1,91,1.96,113.0,1.8,1.36,OK
tpch_sf10_q22,tpch,10,q22,13334,0.0030,0.0053,78.05,1017,953,123.6,132.7,15841,36.8,48,0.37,113.1,1.8,0.34,OK
