run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
clickbench_sf5_q0,clickbench,5,q0,gpu,100,0,0.1,5.28,64,24,107.9,117.9,15691,95.5,96,0.0,106.3,1.8,0.0,OK
clickbench_sf5_q1,clickbench,5,q1,gpu,100,0,0.3,5.32,64,23,112.0,117.5,15693,94.7,95,0.0,106.3,1.8,0.0,OK
clickbench_sf5_q2,clickbench,5,q2,gpu,1112,9,9.2,35.68,444,407,92.8,96.7,15693,96.6,97,0.8,106.4,1.8,1.0,OK
clickbench_sf5_q3,clickbench,5,q3,gpu,1250,8,8.1,38.16,468,426,96.1,101.2,15693,96.8,98,0.8,106.3,1.8,0.9,OK
clickbench_sf5_q4,clickbench,5,q4,gpu,10000,1,1.2,212.30,2540,2496,121.3,124.4,15693,95.7,97,0.1,106.5,1.8,0.1,OK
clickbench_sf5_q5,clickbench,5,q5,gpu,10000,1,1.2,210.54,2535,2494,119.6,121.1,15693,95.1,96,0.1,106.7,1.8,0.1,OK
clickbench_sf5_q6,clickbench,5,q6,gpu,910,11,11.0,31.22,385,342,91.1,96.0,15693,97.1,98,1.0,106.5,1.8,1.2,OK
clickbench_sf5_q7,clickbench,5,q7,gpu,100,0,0.4,5.40,65,21,113.7,118.8,15695,87.3,96,0.0,106.9,1.8,0.0,OK
clickbench_sf5_q8,clickbench,5,q8,gpu,182,54,54.9,16.92,222,167,102.7,103.6,15691,99.0,99,5.5,106.4,1.8,5.7,OK
clickbench_sf5_q9,clickbench,5,q9,gpu,182,54,55.4,16.99,223,180,101.8,103.2,15693,98.5,99,5.5,106.9,1.8,5.8,OK
clickbench_sf5_q10,clickbench,5,q10,gpu,1667,6,6.1,47.04,575,534,102.4,103.7,15691,96.0,96,0.6,106.2,1.8,0.6,OK
clickbench_sf5_q11,clickbench,5,q11,gpu,1112,9,9.0,35.73,441,399,98.6,100.2,15691,96.0,97,0.9,106.3,1.8,1.0,OK
clickbench_sf5_q12,clickbench,5,q12,gpu,556,18,18.5,25.31,319,282,83.0,89.3,15697,59.3,91,1.5,106.8,1.8,1.9,OK
clickbench_sf5_q13,clickbench,5,q13,gpu,167,60,60.7,17.01,208,167,75.4,83.9,15693,77.1,83,4.5,107.4,1.8,6.4,OK
