run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf2gb_q1,h2o,2gb,q1,225000,0.0030,0.0039,60.62,735,696,56.5,72.3,15835,5.1,68,0.17,111.3,1.8,0.33,OK
h2o_sf2gb_q10,h2o,2gb,q10,65000,0.0120,0.0129,62.66,774,709,68.5,139.0,15841,8.8,85,0.82,109.8,1.9,1.32,OK
h2o_sf2gb_q2,h2o,2gb,q2,180000,0.0050,0.0055,63.28,773,725,58.7,82.1,15835,6.0,76,0.29,111.4,1.9,0.56,OK
h2o_sf2gb_q3,h2o,2gb,q3,105000,0.0070,0.0082,60.35,738,696,61.3,93.8,15835,5.2,86,0.43,110.8,1.8,0.78,OK
h2o_sf2gb_q4,h2o,2gb,q4,225000,0.0040,0.0043,61.38,752,670,57.1,73.9,15805,2.5,39,0.23,110.0,1.9,0.44,OK
h2o_sf2gb_q5,h2o,2gb,q5,128580,0.0060,0.0072,63.27,774,733,60.9,90.9,15841,4.6,84,0.37,111.3,1.9,0.67,OK
h2o_sf2gb_q6,h2o,2gb,q6,112500,0.0080,0.0082,63.37,774,731,61.5,93.8,15839,6.8,81,0.49,112.4,1.9,0.90,OK
h2o_sf2gb_q7,h2o,2gb,q7,180000,0.0050,0.0052,61.91,758,719,60.0,85.2,15841,7.6,77,0.30,112.8,1.9,0.56,OK
h2o_sf2gb_q8,h2o,2gb,q8,76370,0.0110,0.0113,60.07,738,629,63.9,103.8,15841,5.5,87,0.70,109.9,1.8,1.21,OK
h2o_sf2gb_q9,h2o,2gb,q9,41054,0.0190,0.0195,60.51,746,702,71.5,143.8,15841,13.1,87,1.36,109.5,1.8,2.08,OK
