run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q1,tpch,1,q1,gpu,2000,5,5.0,22.93,283,250,115.5,117.2,6565,93.6,94,0.6,106.7,1.8,0.5,OK
tpch_sf1_q2,tpch,1,q2,gpu,3334,3,3.0,20.93,271,231,52.2,54.5,3451,62.6,63,0.2,106.8,1.8,0.3,OK
tpch_sf1_q3,tpch,1,q3,gpu,3334,3,3.0,33.85,413,374,98.8,99.6,6565,92.0,93,0.3,106.7,1.8,0.3,OK
tpch_sf1_q4,tpch,1,q4,gpu,5000,2,2.0,40.34,488,485,107.3,114.5,6563,86.2,93,0.2,106.4,1.8,0.2,OK
tpch_sf1_q5,tpch,1,q5,gpu,3334,3,3.0,34.30,433,395,106.6,107.9,6563,88.9,89,0.3,106.3,1.8,0.3,OK
tpch_sf1_q6,tpch,1,q6,gpu,10000,1,1.1,59.45,747,707,115.2,116.5,6561,91.6,93,0.1,106.5,1.8,0.1,OK
tpch_sf1_q7,tpch,1,q7,gpu,3334,3,3.0,34.36,426,422,93.7,99.3,6563,79.6,92,0.3,107.3,1.8,0.3,OK
tpch_sf1_q8,tpch,1,q8,gpu,5000,2,2.2,49.68,616,574,101.0,102.2,6563,85.1,86,0.2,106.6,1.8,0.2,OK
tpch_sf1_q9,tpch,1,q9,gpu,2000,5,5.0,26.85,321,316,98.7,106.8,6565,83.5,92,0.5,107.3,1.8,0.5,OK
tpch_sf1_q10,tpch,1,q10,gpu,5000,2,2.0,45.77,582,539,101.6,102.8,6565,85.5,86,0.2,106.5,1.8,0.2,OK
tpch_sf1_q11,tpch,1,q11,gpu,3334,3,3.1,17.73,229,197,91.8,93.8,3453,75.9,76,0.3,106.7,1.8,0.3,OK
tpch_sf1_q12,tpch,1,q12,gpu,5000,2,2.0,44.28,550,512,104.7,106.2,6563,85.7,86,0.2,106.7,1.8,0.2,OK
tpch_sf1_q13,tpch,1,q13,gpu,500,20,20.1,13.80,179,145,113.2,115.3,3453,96.7,97,2.3,107.0,1.8,2.1,OK
tpch_sf1_q14,tpch,1,q14,gpu,5000,2,2.1,37.69,481,444,100.5,103.0,6561,83.3,85,0.2,106.6,1.8,0.2,OK
tpch_sf1_q15,tpch,1,q15,gpu,10000,1,1.2,68.94,870,830,102.2,103.8,6567,81.6,84,0.1,106.4,1.8,0.1,OK
tpch_sf1_q16,tpch,1,q16,gpu,358,28,28.2,13.49,176,127,54.9,55.9,3449,95.6,96,1.5,107.3,1.8,3.0,OK
tpch_sf1_q17,tpch,1,q17,gpu,3334,3,3.4,32.27,404,354,90.8,91.8,6565,79.2,80,0.3,107.2,1.8,0.3,OK
tpch_sf1_q18,tpch,1,q18,gpu,2500,4,4.0,27.75,345,308,109.7,111.1,6565,91.1,92,0.4,107.1,1.8,0.4,OK
tpch_sf1_q19,tpch,1,q19,gpu,417,24,24.2,15.31,196,150,115.8,117.0,6561,92.7,93,2.8,106.8,1.8,2.6,OK
tpch_sf1_q20,tpch,1,q20,gpu,2500,4,4.0,28.27,346,345,87.7,93.9,6563,77.1,92,0.4,106.9,1.8,0.4,OK
tpch_sf1_q21,tpch,1,q21,gpu,127,78,79.8,13.66,174,135,114.0,116.2,12791,97.1,98,8.9,106.7,1.8,8.3,OK
tpch_sf1_q22,tpch,1,q22,gpu,5000,2,2.1,28.03,364,360,60.3,74.1,3453,48.7,97,0.1,106.7,1.8,0.2,OK
