run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q1,tpch,1,q1,cpu,108,29,90.2,37.90,464,464,202.5,210.3,6989,96.6,100,5.9,122.8,2.6,3.6,OK
tpch_sf1_q2,tpch,1,q2,cpu,52,6,216.9,22.92,279,179,196.8,202.0,6989,99.6,100,1.2,122.9,2.0,0.7,OK
tpch_sf1_q3,tpch,1,q3,cpu,129,21,77.2,49.72,616,609,202.5,214.2,6989,98.6,100,4.3,122.9,2.7,2.6,OK
tpch_sf1_q4,tpch,1,q4,cpu,134,13,75.5,44.57,538,521,202.9,208.4,6989,97.7,100,2.6,124.4,2.8,1.6,OK
tpch_sf1_q5,tpch,1,q5,cpu,86,22,44.6,28.86,358,155,203.8,209.2,6989,96.1,100,4.5,124.0,2.3,2.7,OK
tpch_sf1_q6,tpch,1,q6,cpu,371,15,17.0,77.60,983,687,50.2,51.5,4095,22.1,27,0.8,121.8,3.1,1.8,OK
tpch_sf1_q7,tpch,1,q7,cpu,61,23,31.4,20.99,262,146,48.9,49.6,3975,26.1,39,1.1,121.4,3.1,2.8,OK
tpch_sf1_q8,tpch,1,q8,cpu,213,26,30.7,62.23,783,498,48.5,49.6,3977,21.3,37,1.3,121.2,2.9,3.2,OK
tpch_sf1_q9,tpch,1,q9,cpu,189,33,39.0,60.55,763,534,50.2,51.0,4103,23.5,37,1.7,121.6,3.1,4.0,OK
tpch_sf1_q10,tpch,1,q10,cpu,66,22,29.4,20.79,260,102,49.7,50.2,3977,29.2,36,1.1,122.8,3.2,2.7,OK
tpch_sf1_q11,tpch,1,q11,cpu,74,14,22.5,8.08,97,38,56.0,57.3,3973,34.0,34,0.8,120.7,2.9,1.7,OK
tpch_sf1_q12,tpch,1,q12,cpu,46,92,99.6,19.67,246,153,50.2,50.8,3979,26.8,31,4.6,121.3,3.2,11.2,OK
tpch_sf1_q13,tpch,1,q13,cpu,62,34,45.3,10.62,129,50,71.7,73.7,3975,35.1,37,2.4,120.9,2.8,4.1,OK
tpch_sf1_q14,tpch,1,q14,cpu,118,77,85.4,37.20,462,377,50.0,50.5,3971,20.6,40,3.9,120.9,3.1,9.3,OK
tpch_sf1_q15,tpch,1,q15,cpu,56,74,80.8,19.92,247,229,49.7,50.6,3977,20.6,29,3.7,123.6,2.9,9.1,OK
tpch_sf1_q16,tpch,1,q16,cpu,43,38,45.0,7.96,93,43,55.3,57.1,3907,52.9,63,2.1,119.9,2.6,4.6,OK
tpch_sf1_q17,tpch,1,q17,cpu,33,80,94.5,15.10,183,94,50.1,50.9,3983,26.4,32,4.0,121.2,3.0,9.7,OK
tpch_sf1_q18,tpch,1,q18,cpu,50,96,103.5,21.30,264,185,50.9,51.7,3977,26.1,36,4.9,122.7,3.3,11.8,OK
tpch_sf1_q19,tpch,1,q19,cpu,105,96,108.8,38.41,481,342,58.1,60.5,3971,25.3,55,5.6,121.1,3.0,11.6,OK
tpch_sf1_q20,tpch,1,q20,cpu,31,94,103.4,15.54,192,178,50.1,51.3,3977,19.8,29,4.7,121.1,2.8,11.4,OK
tpch_sf1_q21,tpch,1,q21,cpu,24,169,196.2,16.37,204,139,66.4,73.6,6979,30.2,51,11.2,120.0,2.7,20.3,OK
tpch_sf1_q22,tpch,1,q22,cpu,70,21,33.4,10.81,129,72,52.1,52.9,3979,45.0,46,1.1,119.6,2.9,2.5,OK
