run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,cpu,157,58,72.5,78.35,988,782,71.3,74.0,4393,39.8,60,4.1,121.3,3.0,7.0,OK
tpch_sf2_q2,tpch,2,q2,cpu,371,9,25.1,44.86,560,465,70.9,73.0,4371,46.0,59,0.6,120.8,2.9,1.1,OK
tpch_sf2_q3,tpch,2,q3,cpu,233,40,45.9,129.67,1636,1633,69.6,72.1,4389,32.9,52,2.8,121.5,2.9,4.9,OK
tpch_sf2_q4,tpch,2,q4,cpu,334,25,31.7,161.75,2049,2049,71.0,75.6,4395,34.4,48,1.8,121.6,3.0,3.0,OK
tpch_sf2_q5,tpch,2,q5,cpu,209,44,54.3,119.67,1512,1509,71.1,73.4,4397,36.0,53,3.1,121.4,2.9,5.3,OK
tpch_sf2_q6,tpch,2,q6,cpu,313,31,34.2,137.82,1744,1744,69.8,74.6,4379,32.5,44,2.2,122.2,2.9,3.8,OK
tpch_sf2_q7,tpch,2,q7,cpu,223,45,100.8,146.27,1775,1317,134.3,139.5,5001,74.2,94,6.0,123.5,2.8,5.6,OK
tpch_sf2_q8,tpch,2,q8,cpu,170,53,77.3,110.36,1356,1353,112.1,139.6,4835,55.2,97,5.9,124.2,2.9,6.6,OK
tpch_sf2_q9,tpch,2,q9,cpu,134,66,75.5,90.75,1143,1111,69.6,122.8,4331,29.4,72,4.6,123.5,3.0,8.2,OK
tpch_sf2_q10,tpch,2,q10,cpu,205,42,51.9,108.68,1376,1242,52.9,54.8,4137,24.5,43,2.2,121.8,3.1,5.1,OK
tpch_sf2_q11,tpch,2,q11,cpu,278,26,36.4,31.30,390,304,58.6,60.9,4121,37.9,50,1.5,121.7,3.1,3.2,OK
tpch_sf2_q12,tpch,2,q12,cpu,53,187,195.4,46.22,584,459,53.0,54.7,4135,29.0,44,9.9,121.6,3.0,22.7,OK
tpch_sf2_q13,tpch,2,q13,cpu,117,66,85.1,29.34,369,263,74.7,82.7,4119,52.2,67,4.9,121.5,2.7,8.0,OK
tpch_sf2_q14,tpch,2,q14,cpu,61,155,165.4,43.51,546,544,52.8,57.4,4121,28.9,49,8.2,-6253.7,2.9,-969.3,OK
tpch_sf2_q15,tpch,2,q15,cpu,64,150,162.3,45.46,573,477,53.0,54.5,4139,29.2,43,7.9,121.7,3.0,18.2,OK
tpch_sf2_q16,tpch,2,q16,cpu,150,55,69.9,28.78,362,266,60.5,63.8,4119,52.2,64,3.3,121.3,2.7,6.7,OK
tpch_sf2_q17,tpch,2,q17,cpu,51,170,186.8,40.26,504,504,52.7,55.4,4145,22.9,60,9.0,122.5,2.8,20.8,OK
tpch_sf2_q18,tpch,2,q18,cpu,48,205,215.9,45.30,571,565,53.1,55.7,4131,25.8,60,10.9,120.7,2.8,24.8,OK
tpch_sf2_q19,tpch,2,q19,cpu,44,204,220.7,37.14,469,274,59.9,65.0,7097,34.2,79,12.2,119.9,2.9,24.5,OK
tpch_sf2_q20,tpch,2,q20,cpu,50,185,199.8,44.61,562,439,53.1,55.3,4137,31.8,53,9.8,120.1,2.9,22.2,OK
tpch_sf2_q21,tpch,2,q21,cpu,23,347,391.9,32.20,402,229,68.3,77.4,13025,27.1,63,23.7,120.2,2.5,41.7,OK
tpch_sf2_q22,tpch,2,q22,cpu,200,39,52.5,39.96,501,429,54.1,55.8,4123,32.8,49,2.1,121.1,2.9,4.7,OK
