run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q01,tpch,2,q01,146,0.0050,0.1611,33.70,215,215,53.5,76.8,15841,64.4,100,0.27,112.5,1.8,0.56,OK
tpch_sf2_q02,tpch,2,q02,2000,0.0050,0.0151,35.01,429,423,37.3,52.4,15841,9.5,100,0.19,116.0,1.9,0.58,OK
tpch_sf2_q03,tpch,2,q03,910,0.0140,0.0194,22.30,203,159,63.5,68.5,15841,76.6,81,0.89,113.1,1.8,1.58,OK
tpch_sf2_q04,tpch,2,q04,741,0.0190,0.0245,22.89,194,155,65.2,70.5,15841,81.1,100,1.24,111.2,1.8,2.11,OK
tpch_sf2_q05,tpch,2,q05,2858,0.0040,0.0085,34.22,359,350,52.1,67.2,15842,37.4,100,0.21,117.4,1.8,0.47,OK
tpch_sf2_q06,tpch,2,q06,477,0.0380,0.0423,25.21,157,112,72.4,74.9,15841,90.7,100,2.75,112.6,1.8,4.28,OK
tpch_sf2_q07,tpch,2,q07,1112,0.0160,0.0214,28.68,261,220,63.3,66.9,15841,68.8,100,1.01,115.8,1.8,1.85,OK
tpch_sf2_q08,tpch,2,q08,2500,0.0060,0.0105,36.13,383,383,50.9,65.3,15841,35.4,100,0.31,115.8,1.8,0.69,OK
tpch_sf2_q09,tpch,2,q09,932,0.0070,0.0195,28.39,267,265,55.8,79.1,15841,46.0,92,0.39,119.5,1.8,0.84,OK
tpch_sf2_q10,tpch,2,q10,1214,0.0170,0.0232,37.96,333,265,59.0,69.9,15841,63.0,100,1.00,114.8,1.8,1.95,OK
tpch_sf2_q11,tpch,2,q11,10000,0.0010,0.0024,52.20,646,607,58.7,62.1,15841,10.6,27,0.06,112.9,1.8,0.11,OK
tpch_sf2_q12,tpch,2,q12,0,,,,0,0,,,,,,,,,,FALLBACK
tpch_sf2_q13,tpch,2,q13,1820,0.0430,0.0553,21.08,207,163,39.4,75.0,15841,48.6,100,1.69,119.7,1.9,5.15,OK
tpch_sf2_q14,tpch,2,q14,2858,0.0100,0.0155,28.43,275,240,56.6,81.4,15841,57.0,81,0.57,112.4,1.8,1.12,OK
tpch_sf2_q15,tpch,2,q15,1112,0.0100,0.0147,21.24,208,167,62.0,67.6,15841,70.7,100,0.62,118.0,1.8,1.18,OK
tpch_sf2_q16,tpch,2,q16,1600,0.0020,0.0098,25.18,274,270,55.9,84.3,15841,43.4,100,0.11,115.7,1.8,0.23,OK
tpch_sf2_q17,tpch,2,q17,2106,0.0010,0.0071,24.83,258,214,68.9,91.7,15841,45.8,100,0.07,119.1,1.8,0.12,OK
tpch_sf2_q18,tpch,2,q18,426,0.0840,0.1195,32.50,277,254,62.9,78.8,15842,73.0,100,5.28,115.2,1.8,9.68,OK
tpch_sf2_q19,tpch,2,q19,870,0.0210,0.0300,36.53,295,224,59.8,72.8,15841,64.6,89,1.26,116.4,1.8,2.44,OK
tpch_sf2_q20,tpch,2,q20,1214,0.0160,0.0204,34.18,307,252,57.5,67.6,15841,65.2,100,0.92,113.4,1.8,1.81,OK
tpch_sf2_q21,tpch,2,q21,372,0.0450,0.0651,33.49,231,192,62.0,78.7,15841,70.8,100,2.79,116.3,1.8,5.24,OK
tpch_sf2_q22,tpch,2,q22,2858,0.0020,0.0046,22.28,247,247,41.4,55.2,15841,11.9,100,0.08,114.7,1.8,0.23,OK
