run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,cpu,167,59,60.9,81.69,1031,831,38.2,39.4,3445,4.9,23,2.3,110.7,2.9,6.5,OK
tpch_sf2_q2,tpch,2,q2,cpu,1000,9,10.0,79.61,1008,935,36.0,36.4,3445,5.3,9,0.3,111.5,3.3,1.0,OK
tpch_sf2_q3,tpch,2,q3,cpu,250,40,41.6,137.32,1739,1618,36.2,36.7,3445,3.0,13,1.4,111.8,3.0,4.5,OK
tpch_sf2_q4,tpch,2,q4,cpu,385,26,26.8,183.85,2332,2332,36.1,36.7,3445,1.6,9,0.9,113.1,3.0,2.9,OK
tpch_sf2_q5,tpch,2,q5,cpu,223,45,47.3,122.48,1553,1553,37.0,41.9,4101,6.7,32,1.7,115.5,3.0,5.2,OK
tpch_sf2_q6,tpch,2,q6,cpu,323,31,34.4,140.13,1772,1552,40.5,41.2,3971,25.3,38,1.3,121.7,3.0,3.8,OK
tpch_sf2_q7,tpch,2,q7,cpu,213,46,56.6,124.10,1565,1122,40.8,41.6,4103,25.9,50,1.9,121.4,3.0,5.6,OK
tpch_sf2_q8,tpch,2,q8,cpu,189,53,62.7,114.56,1447,1419,40.5,41.5,3977,23.8,54,2.1,122.1,3.0,6.5,OK
tpch_sf2_q9,tpch,2,q9,cpu,150,67,78.6,101.17,1275,1257,41.3,42.4,3979,25.9,56,2.8,121.2,2.9,8.1,OK
tpch_sf2_q10,tpch,2,q10,cpu,239,43,52.6,125.99,1593,1535,39.2,41.5,3977,22.1,52,1.7,120.3,3.0,5.2,OK
tpch_sf2_q11,tpch,2,q11,cpu,371,27,39.3,41.21,515,394,44.4,45.8,3931,38.5,49,1.2,120.6,3.0,3.3,OK
tpch_sf2_q12,tpch,2,q12,cpu,55,185,194.1,46.46,581,548,39.5,40.8,3929,24.7,43,7.3,120.8,2.8,22.3,OK
tpch_sf2_q13,tpch,2,q13,cpu,130,75,97.0,33.09,409,334,56.4,61.3,3927,51.4,80,4.2,-10206.2,2.7,-765.5,OK
tpch_sf2_q14,tpch,2,q14,cpu,64,156,167.2,44.45,558,518,39.8,45.6,3921,27.1,80,6.2,120.3,2.9,18.8,OK
tpch_sf2_q15,tpch,2,q15,cpu,69,150,162.2,47.32,593,488,39.8,40.7,3927,27.2,42,6.0,119.9,2.9,18.0,OK
tpch_sf2_q16,tpch,2,q16,cpu,167,60,79.3,33.55,422,341,45.4,47.5,3921,51.8,72,2.7,119.3,2.7,7.2,OK
tpch_sf2_q17,tpch,2,q17,cpu,59,170,185.9,44.42,559,323,52.5,53.9,4273,37.0,68,8.9,119.4,2.9,20.3,OK
tpch_sf2_q18,tpch,2,q18,cpu,50,204,219.1,46.34,577,535,52.8,54.7,4205,39.2,63,10.8,120.3,2.8,24.5,OK
tpch_sf2_q19,tpch,2,q19,cpu,48,226,253.6,42.26,525,507,57.2,62.0,7125,39.4,91,12.9,120.3,2.7,27.2,OK
tpch_sf2_q20,tpch,2,q20,cpu,55,188,212.2,48.45,607,454,52.9,55.2,4207,47.0,66,9.9,120.7,2.7,22.7,OK
tpch_sf2_q21,tpch,2,q21,cpu,30,389,457.8,42.24,531,406,64.8,77.2,13097,57.9,98,25.2,118.8,2.4,46.2,OK
tpch_sf2_q22,tpch,2,q22,cpu,264,42,58.2,51.74,647,557,54.0,55.5,4227,49.7,80,2.3,119.6,2.9,5.0,OK
