run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q1,tpch,1,q1,gpu,625,8,17.7,21.31,267,244,85.4,90.3,7334,92.4,93,0.7,127.1,1.8,1.0,OK
tpch_sf1_q2,tpch,1,q2,gpu,218,3,35.4,14.57,181,157,60.8,65.4,4488,90.6,92,0.2,126.8,1.8,0.4,OK
tpch_sf1_q3,tpch,1,q3,gpu,1000,2,12.1,29.97,378,347,79.9,83.8,7374,91.0,93,0.2,127.3,1.8,0.3,OK
tpch_sf1_q4,tpch,1,q4,gpu,834,1,11.9,22.66,282,250,82.8,86.8,7354,91.3,93,0.1,127.1,1.8,0.1,OK
tpch_sf1_q5,tpch,1,q5,gpu,400,2,20.7,17.53,220,216,75.2,79.3,7330,88.8,93,0.2,127.3,1.8,0.3,OK
tpch_sf1_q6,tpch,1,q6,gpu,5000,0,3.1,67.71,846,845,91.9,96.7,7340,89.4,93,0.0,126.6,1.8,0.0,OK
tpch_sf1_q7,tpch,1,q7,gpu,334,2,22.7,18.03,224,198,72.9,77.5,7354,90.2,92,0.1,129.7,1.8,0.3,OK
tpch_sf1_q8,tpch,1,q8,gpu,400,2,19.7,19.66,248,228,74.2,78.6,7338,90.4,92,0.1,127.0,1.8,0.3,OK
tpch_sf1_q9,tpch,1,q9,gpu,385,4,20.8,17.26,215,206,81.1,86.7,7346,89.6,93,0.3,128.0,1.8,0.5,OK
tpch_sf1_q10,tpch,1,q10,gpu,435,2,22.5,19.69,246,246,73.7,77.8,7352,89.0,92,0.1,126.2,1.8,0.3,OK
tpch_sf1_q11,tpch,1,q11,gpu,371,8,23.7,14.30,177,168,68.1,71.5,4616,87.7,92,0.5,126.0,1.8,1.0,OK
tpch_sf1_q12,tpch,1,q12,gpu,385,2,21.4,17.95,225,224,73.2,77.9,7368,88.4,92,0.1,126.9,1.8,0.3,OK
tpch_sf1_q13,tpch,1,q13,gpu,213,27,48.2,13.87,173,173,92.7,104.0,4474,87.8,94,2.5,128.8,1.8,3.5,OK
tpch_sf1_q14,tpch,1,q14,gpu,477,3,22.1,19.34,243,240,72.2,76.7,7344,89.4,93,0.2,126.4,1.8,0.4,OK
tpch_sf1_q15,tpch,1,q15,gpu,589,1,18.0,21.03,263,235,75.7,78.0,7354,91.2,92,0.1,126.6,1.8,0.1,OK
tpch_sf1_q16,tpch,1,q16,gpu,137,35,63.5,13.02,162,161,65.3,71.0,4472,88.5,92,2.3,128.5,1.8,4.5,OK
tpch_sf1_q17,tpch,1,q17,gpu,189,3,42.7,13.71,171,160,69.0,73.8,7370,89.2,91,0.2,127.0,1.8,0.4,OK
tpch_sf1_q18,tpch,1,q18,gpu,417,3,21.1,16.49,206,117,84.2,87.6,7376,90.5,93,0.3,128.4,1.8,0.4,OK
tpch_sf1_q19,tpch,1,q19,gpu,157,30,54.9,16.67,210,209,87.4,95.3,7368,89.4,93,2.6,-16368.9,1.8,-491.1,OK
tpch_sf1_q20,tpch,1,q20,gpu,223,3,40.7,15.83,198,176,71.7,74.4,7360,90.0,92,0.2,129.0,1.8,0.4,OK
tpch_sf1_q21,tpch,1,q21,gpu,48,149,183.0,12.43,154,153,90.6,101.7,13100,71.6,93,13.5,127.5,1.8,19.0,OK
tpch_sf1_q22,tpch,1,q22,gpu,239,2,35.4,18.67,236,133,64.5,64.9,4466,90.6,91,0.1,127.4,1.8,0.3,OK
