run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q01,tpch,1,q01,589,0.0050,0.0090,18.55,178,148,63.1,98.2,15841,7.2,44,0.32,53.9,1.8,0.27,OK
tpch_sf1_q02,tpch,1,q02,371,0.0180,0.0207,20.53,199,86,54.6,55.3,15841,5.2,24,0.98,53.8,1.8,0.97,OK
tpch_sf1_q03,tpch,1,q03,770,0.0070,0.0095,20.30,197,87,58.3,60.2,15841,7.3,15,0.41,53.9,1.8,0.38,OK
tpch_sf1_q04,tpch,1,q04,910,0.0060,0.0084,20.62,199,172,55.9,63.2,15841,3.4,10,0.34,53.9,1.8,0.32,OK
tpch_sf1_q05,tpch,1,q05,589,0.0110,0.0137,21.11,204,91,55.3,57.3,15841,3.4,5,0.61,53.9,1.8,0.59,OK
tpch_sf1_q06,tpch,1,q06,1667,0.0050,0.0057,22.22,215,122,67.6,74.2,15841,11.3,14,0.34,53.9,1.8,0.27,OK
tpch_sf1_q07,tpch,1,q07,455,0.0140,0.0166,20.59,199,177,53.6,57.6,15841,3.1,15,0.75,53.8,1.8,0.75,OK
tpch_sf1_q08,tpch,1,q08,455,0.0160,0.0178,21.28,206,80,54.5,56.2,15841,2.6,5,0.87,53.8,1.8,0.86,OK
tpch_sf1_q09,tpch,1,q09,527,0.0120,0.0142,20.57,199,86,59.6,63.8,15841,6.7,20,0.72,53.8,1.8,0.65,OK
tpch_sf1_q10,tpch,1,q10,556,0.0100,0.0127,20.30,196,81,57.8,60.4,15841,6.2,9,0.58,53.9,1.8,0.54,OK
tpch_sf1_q11,tpch,1,q11,1429,0.0050,0.0071,33.12,325,203,53.2,54.6,15841,1.6,2,0.27,53.8,1.8,0.27,OK
tpch_sf1_q12,tpch,1,q12,715,0.0070,0.0093,19.87,192,82,60.1,62.9,15841,6.7,10,0.42,53.8,1.8,0.38,OK
tpch_sf1_q13,tpch,1,q13,910,0.0100,0.0111,13.19,125,33,52.7,59.4,15813,0.9,9,0.53,53.7,1.8,0.54,OK
tpch_sf1_q14,tpch,1,q14,1112,0.0050,0.0071,20.89,202,177,53.7,56.8,15841,2.1,12,0.27,53.8,1.8,0.27,OK
tpch_sf1_q15,tpch,1,q15,834,0.0070,0.0093,20.71,201,87,54.8,55.6,15841,3.1,6,0.38,53.9,1.8,0.38,OK
tpch_sf1_q16,tpch,1,q16,323,0.0080,0.0140,17.34,167,73,57.4,63.4,15841,18.5,52,0.46,53.8,1.8,0.43,OK
tpch_sf1_q17,tpch,1,q17,770,0.0070,0.0100,20.70,199,176,57.5,69.1,15841,6.3,15,0.40,53.9,1.8,0.38,OK
tpch_sf1_q18,tpch,1,q18,589,0.0110,0.0132,20.68,199,86,80.0,85.3,15841,21.6,24,0.88,53.8,1.8,0.59,OK
tpch_sf1_q19,tpch,1,q19,625,0.0080,0.0103,20.05,193,107,57.2,62.1,15841,4.5,11,0.46,53.8,1.8,0.43,OK
tpch_sf1_q20,tpch,1,q20,527,0.0120,0.0143,20.60,200,169,53.2,56.3,15841,2.8,9,0.64,53.8,1.8,0.65,OK
tpch_sf1_q21,tpch,1,q21,358,0.0140,0.0168,18.98,183,59,63.6,67.2,15841,8.7,15,0.89,53.8,1.8,0.75,OK
tpch_sf1_q22,tpch,1,q22,715,0.0100,0.0119,21.52,210,88,54.6,55.6,15841,3.1,5,0.55,53.9,1.8,0.54,OK
