run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,gpu,1112,9,9.1,28.62,262,188,185.4,188.4,12789,88.0,89,1.7,54.1,1.8,0.5,OK
tpch_sf2_q2,tpch,2,q2,gpu,1667,6,6.7,26.51,253,185,80.9,84.7,6563,33.1,55,0.5,54.2,1.8,0.3,OK
tpch_sf2_q3,tpch,2,q3,gpu,2500,4,4.1,48.40,432,361,161.8,165.3,12789,85.6,87,0.6,53.9,1.8,0.2,OK
tpch_sf2_q4,tpch,2,q4,gpu,3334,3,3.1,55.43,492,417,173.7,175.9,12787,87.1,88,0.5,54.0,1.8,0.2,OK
tpch_sf2_q5,tpch,2,q5,gpu,1667,6,6.1,38.45,349,278,168.4,171.2,12787,78.0,80,1.0,54.1,1.8,0.3,OK
tpch_sf2_q6,tpch,2,q6,gpu,5000,1,1.2,61.54,574,497,178.6,180.6,12785,88.5,90,0.2,54.0,1.8,0.1,OK
tpch_sf2_q7,tpch,2,q7,gpu,2000,5,5.7,45.89,423,347,148.6,151.0,12787,70.3,73,0.7,54.1,1.8,0.3,OK
tpch_sf2_q8,tpch,2,q8,gpu,2000,5,5.2,45.69,417,335,155.2,156.6,12787,72.2,74,0.8,54.1,1.8,0.3,OK
tpch_sf2_q9,tpch,2,q9,gpu,1250,7,8.0,34.66,319,250,176.5,181.5,12789,82.7,84,1.2,54.1,1.8,0.4,OK
tpch_sf2_q10,tpch,2,q10,gpu,2000,5,5.1,41.79,379,309,153.0,155.7,12789,74.7,76,0.8,54.1,1.8,0.3,OK
tpch_sf2_q11,tpch,2,q11,gpu,1667,5,5.9,22.52,213,140,150.3,153.5,6565,51.5,53,0.8,54.3,1.8,0.3,OK
tpch_sf2_q12,tpch,2,q12,gpu,2500,4,4.6,49.17,441,367,158.0,160.0,12787,74.7,76,0.6,54.0,1.8,0.2,OK
tpch_sf2_q13,tpch,2,q13,gpu,345,29,29.7,19.60,184,110,243.8,252.3,6565,92.6,93,7.1,54.4,1.8,1.6,OK
tpch_sf2_q14,tpch,2,q14,gpu,2500,4,4.1,42.25,387,320,150.4,154.1,12785,74.0,76,0.6,54.1,1.8,0.2,OK
tpch_sf2_q15,tpch,2,q15,gpu,3334,3,3.4,52.83,493,417,150.4,153.0,12791,71.6,74,0.5,54.0,1.8,0.2,OK
tpch_sf2_q16,tpch,2,q16,gpu,435,23,23.5,19.97,189,116,122.1,124.6,6561,82.0,84,2.8,54.3,1.8,1.2,OK
tpch_sf2_q17,tpch,2,q17,gpu,1429,7,7.4,33.87,313,242,137.3,139.6,12791,62.1,64,1.0,54.1,1.8,0.4,OK
tpch_sf2_q18,tpch,2,q18,gpu,1250,8,8.1,32.61,299,231,163.8,168.8,12789,84.9,86,1.3,54.1,1.8,0.4,OK
tpch_sf2_q19,tpch,2,q19,gpu,295,34,34.4,22.30,209,137,218.5,224.3,12785,85.3,87,7.4,54.3,1.8,1.8,OK
tpch_sf2_q20,tpch,2,q20,gpu,1250,8,8.2,33.42,311,235,140.4,142.7,12787,67.0,68,1.1,54.2,1.8,0.4,OK
tpch_sf2_q21,tpch,2,q21,gpu,84,119,124.1,19.83,186,104,219.0,222.9,14347,94.3,96,26.1,54.3,1.8,6.5,OK
tpch_sf2_q22,tpch,2,q22,gpu,1667,6,6.2,28.66,272,198,88.2,89.5,6565,26.3,28,0.5,54.2,1.8,0.3,OK
