run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf1gb_q1,h2o,1gb,q1,1667,0.0050,0.0058,13.17,124,97,51.2,61.6,15831,1.8,17,0.26,53.9,1.8,0.27,OK
h2o_sf1gb_q10,h2o,1gb,q10,910,0.0110,0.0123,14.29,135,7,85.1,92.7,15815,46.0,46,0.94,53.7,1.8,0.59,OK
h2o_sf1gb_q2,h2o,1gb,q2,1429,0.0060,0.0068,13.49,127,11,52.5,61.1,15841,6.2,23,0.31,54.6,1.8,0.33,OK
h2o_sf1gb_q3,h2o,1gb,q3,1250,0.0070,0.0077,13.43,127,17,59.5,71.1,15791,17.8,39,0.42,54.1,1.8,0.38,OK
h2o_sf1gb_q4,h2o,1gb,q4,1667,0.0050,0.0062,13.17,124,11,57.5,62.4,15779,1.0,1,0.29,53.8,1.8,0.27,OK
h2o_sf1gb_q5,h2o,1gb,q5,1250,0.0070,0.0077,13.24,126,1,71.2,71.2,5583,38.0,38,0.50,53.4,1.8,0.37,OK
h2o_sf1gb_q6,h2o,1gb,q6,1112,0.0080,0.0088,13.24,125,3,57.5,63.5,15835,2.0,2,0.46,54.0,1.8,0.43,OK
h2o_sf1gb_q7,h2o,1gb,q7,1667,0.0060,0.0068,13.26,124,1,66.3,66.3,5583,29.0,29,0.40,52.9,1.8,0.32,OK
h2o_sf1gb_q8,h2o,1gb,q8,910,0.0110,0.0114,13.43,126,97,52.0,78.8,15819,0.8,49,0.57,53.9,1.8,0.59,OK
h2o_sf1gb_q9,h2o,1gb,q9,556,0.0180,0.0190,13.81,129,3,83.0,87.2,15835,46.0,46,1.49,53.8,1.8,0.97,OK
