run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q01,tpch,1,q01,4000,0.0010,0.0044,25.43,324,275,95.3,111.3,15841,46.7,74,0.10,113.6,1.8,0.11,OK
tpch_sf1_q02,tpch,1,q02,4446,0.0050,0.0066,37.04,488,429,47.6,48.7,15841,14.1,20,0.24,110.2,1.8,0.55,OK
tpch_sf1_q03,tpch,1,q03,8000,0.0020,0.0036,36.37,474,426,59.2,63.2,15841,29.0,36,0.12,113.4,1.8,0.23,OK
tpch_sf1_q04,tpch,1,q04,10000,0.0010,0.0031,39.06,506,449,66.0,70.1,15841,28.5,36,0.07,111.6,1.8,0.11,OK
tpch_sf1_q05,tpch,1,q05,6668,0.0020,0.0043,36.67,479,433,56.4,61.5,15841,16.4,26,0.11,110.8,1.8,0.22,OK
tpch_sf1_q06,tpch,1,q06,10000,0.0010,0.0022,25.49,334,291,83.4,85.0,15841,39.6,41,0.08,110.8,1.8,0.11,OK
tpch_sf1_q07,tpch,1,q07,5000,0.0030,0.0056,35.91,469,413,54.7,57.7,15841,18.0,23,0.16,111.3,1.8,0.33,OK
tpch_sf1_q08,tpch,1,q08,5716,0.0030,0.0056,39.62,517,472,54.1,58.6,15841,14.7,22,0.16,111.0,1.8,0.33,OK
tpch_sf1_q09,tpch,1,q09,5000,0.0030,0.0050,32.74,426,362,67.6,74.3,15841,25.7,35,0.20,112.4,1.8,0.34,OK
tpch_sf1_q10,tpch,1,q10,5716,0.0020,0.0046,33.98,445,440,58.1,63.4,15841,20.7,30,0.12,111.9,1.8,0.22,OK
tpch_sf1_q11,tpch,1,q11,10000,0.0010,0.0020,44.98,597,541,49.4,50.2,15841,9.8,12,0.05,110.6,1.8,0.11,OK
tpch_sf1_q12,tpch,1,q12,8000,0.0020,0.0035,35.64,464,412,64.0,67.2,15841,24.2,29,0.13,111.4,1.8,0.22,OK
tpch_sf1_q13,tpch,1,q13,24000,0.0050,0.0057,23.67,288,253,46.6,51.8,15841,5.6,62,0.23,109.2,1.8,0.55,OK
tpch_sf1_q14,tpch,1,q14,13334,0.0010,0.0022,37.22,483,477,54.3,57.0,15841,13.5,58,0.05,111.8,1.8,0.11,OK
tpch_sf1_q15,tpch,1,q15,10000,0.0010,0.0030,37.58,492,434,54.1,55.9,15841,13.3,17,0.05,111.3,1.8,0.11,OK
tpch_sf1_q16,tpch,1,q16,1740,0.0020,0.0080,21.58,281,229,54.3,57.7,15841,51.6,75,0.11,113.1,1.8,0.23,OK
tpch_sf1_q17,tpch,1,q17,5716,0.0010,0.0042,31.68,412,365,73.0,82.0,15841,38.2,53,0.07,112.4,1.8,0.11,OK
tpch_sf1_q18,tpch,1,q18,2858,0.0040,0.0060,21.00,273,222,101.3,103.1,15841,52.5,55,0.41,110.8,1.8,0.44,OK
tpch_sf1_q19,tpch,1,q19,6668,0.0020,0.0037,32.83,426,378,64.9,68.7,15841,22.1,27,0.13,112.4,1.8,0.22,OK
tpch_sf1_q20,tpch,1,q20,5716,0.0030,0.0051,36.77,480,433,53.8,55.8,15841,24.5,38,0.16,111.5,1.8,0.33,OK
tpch_sf1_q21,tpch,1,q21,2500,0.0030,0.0070,25.29,327,272,71.5,78.9,15841,37.4,55,0.21,112.4,1.8,0.34,OK
tpch_sf1_q22,tpch,1,q22,8000,0.0020,0.0037,37.27,492,434,52.5,54.9,15841,14.4,35,0.10,111.3,1.8,0.22,OK
