run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,gpu,1250,8,8.0,24.46,300,265,151.4,154.1,12789,95.9,96,1.2,107.8,1.8,0.9,OK
tpch_sf2_q2,tpch,2,q2,gpu,3334,3,3.0,22.80,297,294,75.4,84.7,6563,60.2,90,0.2,108.1,1.8,0.3,OK
tpch_sf2_q3,tpch,2,q3,gpu,2500,4,4.0,40.06,469,429,133.7,135.4,12789,95.0,95,0.5,107.9,1.8,0.4,OK
tpch_sf2_q4,tpch,2,q4,gpu,5000,2,2.0,68.33,809,772,142.8,144.8,12787,95.6,96,0.3,107.8,1.8,0.2,OK
tpch_sf2_q5,tpch,2,q5,gpu,2500,4,4.0,42.14,501,447,144.2,145.6,12787,93.2,94,0.6,-7219.8,1.8,-28.9,OK
tpch_sf2_q6,tpch,2,q6,gpu,10000,1,1.1,102.86,1286,1241,146.0,147.5,12785,95.4,96,0.1,107.5,1.8,0.1,OK
tpch_sf2_q7,tpch,2,q7,gpu,3334,3,3.0,52.88,627,583,133.9,135.6,12787,89.5,90,0.4,108.4,1.8,0.3,OK
tpch_sf2_q8,tpch,2,q8,gpu,3334,3,3.0,53.47,637,597,137.4,139.2,12787,90.9,92,0.4,108.0,1.8,0.3,OK
tpch_sf2_q9,tpch,2,q9,gpu,1429,7,7.1,30.34,368,330,146.0,147.9,12789,94.8,95,1.0,108.1,1.8,0.8,OK
tpch_sf2_q10,tpch,2,q10,gpu,3334,3,3.0,49.54,592,552,135.1,136.3,12789,90.6,91,0.4,108.2,1.8,0.3,OK
tpch_sf2_q11,tpch,2,q11,gpu,2500,4,4.1,17.65,228,184,145.0,146.4,6565,81.6,82,0.6,108.2,1.8,0.4,OK
tpch_sf2_q12,tpch,2,q12,gpu,3334,3,3.0,48.49,591,545,138.5,139.7,12787,91.2,92,0.4,108.0,1.8,0.3,OK
tpch_sf2_q13,tpch,2,q13,gpu,323,30,31.2,13.70,178,133,177.8,179.4,6565,98.0,98,5.3,107.2,1.8,3.2,OK
tpch_sf2_q14,tpch,2,q14,gpu,5000,2,2.1,59.40,731,691,134.0,135.6,12785,90.0,91,0.3,107.9,1.8,0.2,OK
tpch_sf2_q15,tpch,2,q15,gpu,5000,2,2.0,56.51,661,660,131.4,137.6,12791,85.8,91,0.3,107.9,1.8,0.2,OK
tpch_sf2_q16,tpch,2,q16,gpu,417,24,24.1,13.99,184,150,90.9,92.6,6561,94.7,95,2.2,107.7,1.8,2.6,OK
tpch_sf2_q17,tpch,2,q17,gpu,2500,4,4.1,36.44,452,452,120.8,128.8,12791,79.1,94,0.5,107.8,1.8,0.4,OK
tpch_sf2_q18,tpch,2,q18,gpu,1667,6,6.0,31.99,384,349,138.7,140.8,12789,95.0,95,0.8,107.7,1.8,0.6,OK
tpch_sf2_q19,tpch,2,q19,gpu,278,36,36.2,15.98,202,202,145.7,169.3,12785,81.4,96,5.2,108.3,1.8,3.9,OK
tpch_sf2_q20,tpch,2,q20,gpu,2000,5,5.0,34.01,410,410,121.4,129.6,12787,81.5,96,0.6,108.0,1.8,0.5,OK
tpch_sf2_q21,tpch,2,q21,gpu,80,126,127.5,14.02,180,137,162.3,164.5,14347,98.0,99,20.4,109.2,1.8,13.8,OK
tpch_sf2_q22,tpch,2,q22,gpu,5000,2,2.1,32.44,420,380,92.3,93.7,6565,57.2,58,0.2,107.5,1.8,0.2,OK
