run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,cpu,150,58,66.8,73.84,934,746,78.2,81.7,4383,29.8,48,4.5,119.4,2.9,6.9,OK
tpch_sf2_q2,tpch,2,q2,cpu,455,9,19.8,48.77,615,605,76.5,79.2,4357,34.6,49,0.7,121.7,2.9,1.1,OK
tpch_sf2_q3,tpch,2,q3,cpu,228,39,43.6,125.72,1591,1574,74.4,76.9,4379,24.1,40,2.9,121.7,3.0,4.7,OK
tpch_sf2_q4,tpch,2,q4,cpu,345,25,29.3,167.07,2120,2120,67.1,79.5,4369,17.9,30,1.7,122.1,3.0,3.1,OK
tpch_sf2_q5,tpch,2,q5,cpu,205,44,50.6,115.82,1467,1467,63.1,65.2,3989,17.8,34,2.8,121.8,2.9,5.4,OK
tpch_sf2_q6,tpch,2,q6,cpu,323,31,32.9,139.90,1775,1764,62.0,63.7,3975,17.5,25,1.9,122.7,3.0,3.8,OK
tpch_sf2_q7,tpch,2,q7,cpu,186,45,54.0,108.33,1374,1262,62.5,63.9,3989,20.2,36,2.8,122.9,3.0,5.5,OK
tpch_sf2_q8,tpch,2,q8,cpu,170,52,59.5,103.51,1313,1228,62.4,64.1,3985,17.6,37,3.2,124.0,3.0,6.4,OK
tpch_sf2_q9,tpch,2,q9,cpu,134,65,72.0,88.21,1115,887,63.4,65.2,3993,20.7,38,4.1,123.4,3.1,8.0,OK
tpch_sf2_q10,tpch,2,q10,cpu,197,42,50.9,105.68,1342,1039,63.1,64.8,3979,21.0,36,2.6,120.7,3.1,5.1,OK
tpch_sf2_q11,tpch,2,q11,cpu,295,26,34.8,31.56,392,316,71.3,73.5,3975,32.2,41,1.9,121.1,3.2,3.1,OK
tpch_sf2_q12,tpch,2,q12,cpu,53,183,190.0,45.57,573,412,63.3,65.2,3977,23.0,39,11.6,121.8,3.0,22.3,OK
tpch_sf2_q13,tpch,2,q13,cpu,129,65,78.7,29.16,368,236,95.1,103.2,3987,43.1,59,6.2,-13818.8,2.8,-898.2,OK
tpch_sf2_q14,tpch,2,q14,cpu,62,162,169.2,45.73,575,427,63.2,64.7,3969,23.5,37,10.2,121.4,3.0,19.7,OK
tpch_sf2_q15,tpch,2,q15,cpu,65,152,157.8,44.12,556,400,63.2,64.6,3993,22.6,37,9.6,121.6,3.0,18.5,OK
tpch_sf2_q16,tpch,2,q16,cpu,148,48,63.2,28.08,352,220,74.0,77.5,3975,40.2,54,3.6,120.6,2.7,5.8,OK
tpch_sf2_q17,tpch,2,q17,cpu,55,170,185.1,42.01,531,267,63.5,65.2,3971,22.5,42,10.8,122.1,3.0,20.8,OK
tpch_sf2_q18,tpch,2,q18,cpu,47,204,210.9,43.15,542,430,63.6,65.9,3989,23.4,52,13.0,121.1,2.9,24.7,OK
tpch_sf2_q19,tpch,2,q19,cpu,46,206,220.3,39.67,502,338,73.0,77.6,6965,37.1,75,15.0,120.9,2.9,24.9,OK
tpch_sf2_q20,tpch,2,q20,cpu,52,183,199.9,46.18,581,336,63.8,65.6,3987,23.6,37,11.7,122.0,3.0,22.3,OK
tpch_sf2_q21,tpch,2,q21,cpu,26,344,372.5,33.30,420,267,84.8,105.2,12979,59.1,96,29.2,121.8,2.6,41.9,OK
tpch_sf2_q22,tpch,2,q22,cpu,200,40,50.7,38.03,479,306,65.4,67.3,3975,33.6,40,2.6,121.8,3.0,4.9,OK
