run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q1,tpch,1,q1,cpu,345,28,28.6,72.87,969,869,47.2,48.5,3445,5.4,10,1.3,109.6,3.1,3.1,OK
tpch_sf1_q2,tpch,1,q2,cpu,1667,6,6.0,63.66,837,760,45.3,45.7,3445,6.6,9,0.3,110.2,3.3,0.7,OK
tpch_sf1_q3,tpch,1,q3,cpu,477,20,20.7,110.03,1473,1472,44.9,45.7,3445,3.1,7,0.9,109.6,3.2,2.2,OK
tpch_sf1_q4,tpch,1,q4,cpu,770,13,13.1,157.66,2115,2083,45.3,46.1,3445,2.2,5,0.6,109.6,3.3,1.4,OK
tpch_sf1_q5,tpch,1,q5,cpu,455,22,22.2,106.19,1420,1275,45.6,46.4,3445,2.8,7,1.0,109.9,3.3,2.4,OK
tpch_sf1_q6,tpch,1,q6,cpu,667,15,15.2,129.82,1736,1663,45.1,45.7,3441,2.3,4,0.7,109.3,3.0,1.6,OK
tpch_sf1_q7,tpch,1,q7,cpu,435,23,23.6,104.83,1405,1224,45.1,45.9,3445,3.0,7,1.0,109.3,3.2,2.5,OK
tpch_sf1_q8,tpch,1,q8,cpu,385,26,26.8,100.99,1351,1335,45.2,46.2,3445,2.5,7,1.2,109.7,3.1,2.9,OK
tpch_sf1_q9,tpch,1,q9,cpu,313,32,33.4,92.10,1232,1209,46.0,46.9,3447,3.6,10,1.5,109.4,3.1,3.5,OK
tpch_sf1_q10,tpch,1,q10,cpu,455,21,22.2,101.21,1351,1277,44.9,45.5,3447,2.9,6,0.9,109.9,3.3,2.3,OK
tpch_sf1_q11,tpch,1,q11,cpu,715,14,14.2,31.36,406,353,51.6,52.6,3447,12.2,14,0.7,110.1,3.3,1.5,OK
tpch_sf1_q12,tpch,1,q12,cpu,110,89,91.3,38.33,510,422,45.8,46.4,3445,5.6,24,4.1,110.2,3.2,9.8,OK
tpch_sf1_q13,tpch,1,q13,cpu,295,33,34.2,29.52,385,385,66.1,73.5,3447,19.8,36,2.2,110.4,2.8,3.6,OK
tpch_sf1_q14,tpch,1,q14,cpu,134,76,78.0,41.82,556,539,45.7,56.0,3441,6.8,35,3.5,110.1,3.0,8.4,OK
tpch_sf1_q15,tpch,1,q15,cpu,137,73,75.2,41.71,553,454,45.9,46.6,3449,7.3,17,3.4,109.4,3.0,8.0,OK
tpch_sf1_q16,tpch,1,q16,cpu,286,35,35.3,24.52,320,238,53.4,54.9,3441,37.4,46,1.9,109.5,2.8,3.8,OK
tpch_sf1_q17,tpch,1,q17,cpu,127,77,79.2,40.34,537,472,45.8,49.6,3447,6.6,26,3.5,109.9,2.9,8.5,OK
tpch_sf1_q18,tpch,1,q18,cpu,106,93,95.0,37.50,499,407,46.9,47.6,3447,10.5,23,4.4,109.7,3.2,10.2,OK
tpch_sf1_q19,tpch,1,q19,cpu,105,93,95.4,35.51,472,434,52.5,57.0,3443,8.8,31,4.9,109.9,2.9,10.2,OK
tpch_sf1_q20,tpch,1,q20,cpu,110,89,91.0,39.55,526,454,46.1,46.7,3445,8.7,25,4.1,109.5,3.1,9.7,OK
tpch_sf1_q21,tpch,1,q21,cpu,67,151,154.3,31.55,416,311,60.7,72.2,6561,16.1,52,9.2,109.4,2.7,16.5,OK
tpch_sf1_q22,tpch,1,q22,cpu,500,20,20.7,38.43,505,434,46.2,46.6,3447,7.1,10,0.9,110.4,3.3,2.2,OK
