run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,cpu,173,57,58.9,82.20,1097,980,47.6,49.0,3445,4.4,26,2.7,109.6,3.0,6.2,OK
tpch_sf2_q2,tpch,2,q2,cpu,1112,9,9.1,89.55,1189,1187,45.2,46.2,3445,4.6,26,0.4,110.5,3.1,1.0,OK
tpch_sf2_q3,tpch,2,q3,cpu,250,39,40.0,135.64,1821,1603,45.4,46.3,3445,1.6,12,1.8,-2075.4,3.0,-80.9,OK
tpch_sf2_q4,tpch,2,q4,cpu,385,25,25.7,180.22,2423,2145,45.2,46.0,3445,1.6,8,1.1,109.2,3.1,2.7,OK
tpch_sf2_q5,tpch,2,q5,cpu,228,43,44.8,124.21,1668,1609,45.5,46.6,3445,2.6,12,2.0,109.7,2.9,4.7,OK
tpch_sf2_q6,tpch,2,q6,cpu,323,30,30.8,139.76,1879,1649,45.0,45.7,3441,2.3,8,1.4,109.2,3.0,3.3,OK
tpch_sf2_q7,tpch,2,q7,cpu,223,45,46.0,123.43,1658,1368,45.2,46.1,3445,2.7,13,2.0,108.9,3.0,4.9,OK
tpch_sf2_q8,tpch,2,q8,cpu,186,52,53.9,108.07,1452,1334,45.1,46.0,3445,2.3,13,2.3,110.0,2.9,5.7,OK
tpch_sf2_q9,tpch,2,q9,cpu,154,64,66.7,99.09,1331,431,46.2,46.9,3447,4.0,19,3.0,109.3,3.0,7.0,OK
tpch_sf2_q10,tpch,2,q10,cpu,239,42,42.8,121.10,1627,1200,45.4,45.9,3447,2.9,11,1.9,109.1,3.1,4.6,OK
tpch_sf2_q11,tpch,2,q11,cpu,371,26,26.7,32.48,423,328,52.1,53.0,3447,11.4,16,1.4,109.8,3.4,2.9,OK
tpch_sf2_q12,tpch,2,q12,cpu,57,178,180.7,45.26,606,499,45.7,46.5,3445,5.9,23,8.1,109.2,3.0,19.4,OK
tpch_sf2_q13,tpch,2,q13,cpu,152,66,67.3,31.77,418,306,71.0,80.3,3447,25.3,38,4.7,110.7,2.9,7.3,OK
tpch_sf2_q14,tpch,2,q14,cpu,67,151,155.0,45.81,610,490,46.2,46.9,3441,5.5,18,7.0,109.5,3.0,16.5,OK
tpch_sf2_q15,tpch,2,q15,cpu,68,146,149.6,44.81,595,562,45.8,46.8,3447,3.6,22,6.7,110.2,2.9,16.1,OK
tpch_sf2_q16,tpch,2,q16,cpu,193,51,51.7,30.29,398,326,54.2,56.7,3441,19.0,30,2.8,109.6,2.9,5.6,OK
tpch_sf2_q17,tpch,2,q17,cpu,60,168,172.7,43.76,582,302,45.7,46.4,3447,13.2,34,7.7,111.0,3.0,18.7,OK
tpch_sf2_q18,tpch,2,q18,cpu,49,202,208.5,44.91,599,406,46.1,47.2,3447,6.0,37,9.3,109.6,2.9,22.1,OK
tpch_sf2_q19,tpch,2,q19,cpu,50,200,205.2,39.98,535,394,53.2,55.8,6553,20.0,66,10.6,109.5,2.9,21.9,OK
tpch_sf2_q20,tpch,2,q20,cpu,57,177,180.9,47.65,637,636,46.0,50.2,3445,4.6,66,8.1,110.2,2.8,19.5,OK
tpch_sf2_q21,tpch,2,q21,cpu,33,308,314.4,36.98,486,306,63.6,78.0,12785,20.4,98,19.6,108.9,2.7,33.5,OK
tpch_sf2_q22,tpch,2,q22,cpu,257,38,38.9,42.07,557,433,46.3,47.1,3447,6.4,9,1.8,109.8,3.1,4.2,OK
