run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,gpu,500,13,33.0,37.36,435,406,88.0,90.7,13306,94.1,97,1.1,126.7,1.8,1.6,OK
tpch_sf2_q2,tpch,2,q2,gpu,179,3,33.8,13.16,162,161,68.3,78.2,7644,89.1,95,0.2,125.5,1.8,0.4,OK
tpch_sf2_q3,tpch,2,q3,gpu,770,5,16.3,49.26,573,526,83.9,85.4,13218,94.5,96,0.4,127.1,1.8,0.6,OK
tpch_sf2_q4,tpch,2,q4,gpu,667,3,15.1,38.73,445,407,85.6,88.0,13236,94.5,97,0.3,127.2,1.8,0.4,OK
tpch_sf2_q5,tpch,2,q5,gpu,400,5,23.8,30.62,355,336,83.8,87.3,13240,93.2,96,0.4,125.9,1.8,0.6,OK
tpch_sf2_q6,tpch,2,q6,gpu,2500,1,5.3,95.50,1104,1058,87.5,89.5,13240,93.6,97,0.1,126.7,1.8,0.1,OK
tpch_sf2_q7,tpch,2,q7,gpu,323,4,26.1,28.01,326,308,79.5,83.9,13254,92.7,95,0.3,125.8,1.8,0.5,OK
tpch_sf2_q8,tpch,2,q8,gpu,371,6,23.4,31.65,375,355,80.5,83.5,13260,93.1,95,0.5,127.0,1.8,0.8,OK
tpch_sf2_q9,tpch,2,q9,gpu,304,7,27.1,26.47,309,275,86.9,89.1,13212,93.8,96,0.6,126.7,1.8,0.9,OK
tpch_sf2_q10,tpch,2,q10,gpu,313,3,25.7,25.51,298,280,80.1,84.2,13304,92.4,95,0.2,126.8,1.8,0.4,OK
tpch_sf2_q11,tpch,2,q11,gpu,455,4,24.7,18.90,235,186,80.6,82.6,7328,93.1,94,0.3,127.5,1.8,0.5,OK
tpch_sf2_q12,tpch,2,q12,gpu,455,3,23.8,33.83,397,349,81.3,83.5,13420,93.9,96,0.2,126.8,1.8,0.4,OK
tpch_sf2_q13,tpch,2,q13,gpu,120,37,84.3,14.67,178,155,102.2,111.5,7566,93.3,96,3.8,127.9,1.8,4.7,OK
tpch_sf2_q14,tpch,2,q14,gpu,435,2,24.2,29.41,341,339,78.3,84.0,13330,85.7,95,0.2,126.0,1.8,0.3,OK
tpch_sf2_q15,tpch,2,q15,gpu,1429,2,20.2,83.13,970,921,80.2,82.3,13202,92.0,95,0.2,126.0,1.8,0.3,OK
tpch_sf2_q16,tpch,2,q16,gpu,167,25,72.7,17.87,223,205,76.0,82.3,7606,92.2,95,1.9,126.5,1.8,3.2,OK
tpch_sf2_q17,tpch,2,q17,gpu,286,11,43.5,26.76,320,292,76.8,82.1,13310,91.8,95,0.8,126.7,1.8,1.4,OK
tpch_sf2_q18,tpch,2,q18,gpu,304,10,32.9,25.90,304,253,83.7,84.9,13270,94.1,96,0.8,126.9,1.8,1.3,OK
tpch_sf2_q19,tpch,2,q19,gpu,105,51,100.9,20.14,240,224,93.7,99.8,13216,92.9,96,4.8,126.2,1.8,6.4,OK
tpch_sf2_q20,tpch,2,q20,gpu,218,6,47.6,23.49,283,274,76.8,83.8,13216,91.7,95,0.5,126.7,1.8,0.8,OK
tpch_sf2_q21,tpch,2,q21,gpu,28,283,371.2,15.20,183,154,95.2,100.4,15498,92.6,96,26.9,127.6,1.8,36.1,OK
tpch_sf2_q22,tpch,2,q22,gpu,295,2,34.5,23.31,289,271,69.9,78.7,7654,91.4,94,0.1,126.5,1.8,0.3,OK
