run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q01,tpch,1,q01,4000,0.0010,0.0040,23.81,303,248,121.3,145.6,15841,44.1,61,0.12,113.5,1.8,0.11,OK
tpch_sf1_q02,tpch,1,q02,5000,0.0040,0.0063,39.16,521,474,62.7,64.4,15841,12.8,16,0.25,110.9,1.8,0.44,OK
tpch_sf1_q03,tpch,1,q03,8000,0.0020,0.0033,34.07,447,401,76.9,82.7,15841,23.6,40,0.15,112.4,1.8,0.22,OK
tpch_sf1_q04,tpch,1,q04,10000,0.0010,0.0029,36.43,476,436,83.2,89.6,15841,24.1,34,0.08,111.9,1.8,0.11,OK
tpch_sf1_q05,tpch,1,q05,4000,0.0020,0.0041,20.20,266,259,69.4,75.5,15841,12.9,34,0.14,111.6,1.8,0.22,OK
tpch_sf1_q06,tpch,1,q06,10000,0.0010,0.0020,24.17,317,257,109.9,110.7,15841,37.1,38,0.11,111.0,1.8,0.11,OK
tpch_sf1_q07,tpch,1,q07,5716,0.0030,0.0053,38.17,496,444,69.8,73.8,15841,15.6,21,0.21,111.5,1.8,0.33,OK
tpch_sf1_q08,tpch,1,q08,5716,0.0030,0.0053,38.14,500,447,68.0,74.1,15841,12.3,21,0.20,111.1,1.8,0.33,OK
tpch_sf1_q09,tpch,1,q09,5716,0.0030,0.0048,35.09,460,407,87.0,97.2,15841,22.2,33,0.26,111.5,1.8,0.33,OK
tpch_sf1_q10,tpch,1,q10,5716,0.0020,0.0043,32.46,421,370,74.4,79.9,15841,19.7,26,0.15,111.6,1.8,0.22,OK
tpch_sf1_q11,tpch,1,q11,10000,0.0010,0.0019,41.72,557,517,59.6,61.1,15841,6.9,8,0.06,110.6,1.8,0.11,OK
tpch_sf1_q12,tpch,1,q12,8000,0.0020,0.0031,32.84,430,375,79.9,85.5,15841,20.4,27,0.16,113.7,1.8,0.23,OK
tpch_sf1_q13,tpch,1,q13,24000,0.0040,0.0051,23.51,293,247,55.6,62.5,15841,2.6,56,0.22,109.9,1.8,0.44,OK
tpch_sf1_q14,tpch,1,q14,13334,0.0010,0.0021,35.44,464,401,67.6,70.7,15841,12.2,25,0.07,111.9,1.8,0.11,OK
tpch_sf1_q15,tpch,1,q15,10000,0.0010,0.0028,35.83,470,425,65.6,68.2,15841,12.0,25,0.07,111.2,1.8,0.11,OK
tpch_sf1_q16,tpch,1,q16,2000,0.0010,0.0067,21.06,275,230,69.1,75.7,15841,53.9,80,0.07,112.9,1.8,0.11,OK
tpch_sf1_q17,tpch,1,q17,6668,0.0010,0.0037,32.13,419,373,92.8,106.3,15841,34.4,48,0.09,112.6,1.8,0.11,OK
tpch_sf1_q18,tpch,1,q18,5000,0.0040,0.0058,36.48,475,417,118.7,128.2,15841,47.0,54,0.47,110.9,1.8,0.44,OK
tpch_sf1_q19,tpch,1,q19,6668,0.0020,0.0034,30.88,404,355,78.7,84.9,15841,20.8,25,0.16,112.2,1.8,0.22,OK
tpch_sf1_q20,tpch,1,q20,5716,0.0030,0.0048,35.12,460,395,66.2,68.9,15841,19.9,29,0.20,111.1,1.8,0.33,OK
tpch_sf1_q21,tpch,1,q21,2858,0.0030,0.0063,25.90,335,285,87.5,99.2,15841,31.1,46,0.26,113.1,1.8,0.34,OK
tpch_sf1_q22,tpch,1,q22,8000,0.0020,0.0035,35.68,471,435,63.1,66.5,15841,12.1,32,0.13,112.2,1.8,0.22,OK
