run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf2gb_q1,h2o,2gb,q1,25000,0.0030,0.0040,20.60,252,213,58.3,72.5,15839,7.0,64,0.17,111.1,1.9,0.33,OK
h2o_sf2gb_q10,h2o,2gb,q10,8335,0.0120,0.0127,24.27,301,301,69.8,134.0,15841,8.9,86,0.84,110.8,1.9,1.33,OK
h2o_sf2gb_q2,h2o,2gb,q2,20000,0.0050,0.0055,21.31,263,205,59.5,93.6,15835,3.8,71,0.30,111.1,1.9,0.56,OK
h2o_sf2gb_q3,h2o,2gb,q3,12500,0.0080,0.0082,21.72,268,183,63.6,92.8,15829,7.1,86,0.51,112.9,1.9,0.90,OK
h2o_sf2gb_q4,h2o,2gb,q4,25000,0.0040,0.0043,20.69,255,207,58.3,74.5,15811,5.2,49,0.23,108.5,1.9,0.43,OK
h2o_sf2gb_q5,h2o,2gb,q5,14290,0.0060,0.0072,21.15,262,160,62.3,90.8,15841,6.4,83,0.37,111.0,1.8,0.67,OK
h2o_sf2gb_q6,h2o,2gb,q6,12500,0.0080,0.0082,21.23,263,216,62.8,93.4,15841,5.7,83,0.50,108.6,1.8,0.87,OK
h2o_sf2gb_q7,h2o,2gb,q7,20000,0.0040,0.0052,20.82,260,221,62.0,86.2,15841,4.3,34,0.25,111.4,1.8,0.45,OK
h2o_sf2gb_q8,h2o,2gb,q8,9095,0.0110,0.0113,21.83,270,206,63.5,104.4,15841,10.1,88,0.70,112.0,1.8,1.23,OK
h2o_sf2gb_q9,h2o,2gb,q9,5265,0.0190,0.0195,23.50,291,240,73.3,143.5,15841,14.8,87,1.39,109.0,1.8,2.07,OK
