run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf1gb_q1,h2o,1gb,q1,33335,0.0020,0.0041,21.54,246,161,54.6,62.9,15831,5.2,60,0.11,108.6,1.8,0.22,OK
h2o_sf1gb_q10,h2o,1gb,q10,12500,0.0080,0.0088,23.63,270,216,60.1,91.4,15841,10.3,80,0.48,114.3,1.9,0.91,OK
h2o_sf1gb_q2,h2o,1gb,q2,25000,0.0030,0.0047,21.71,250,156,55.2,66.6,15817,4.0,66,0.17,109.3,1.8,0.33,OK
h2o_sf1gb_q3,h2o,1gb,q3,20000,0.0040,0.0051,21.83,247,141,55.3,72.0,15839,2.9,23,0.22,111.3,1.8,0.45,OK
h2o_sf1gb_q4,h2o,1gb,q4,33335,0.0030,0.0034,21.48,243,195,54.5,63.1,15823,2.6,62,0.16,110.1,1.9,0.33,OK
h2o_sf1gb_q5,h2o,1gb,q5,25000,0.0040,0.0052,21.85,250,119,56.9,70.7,15841,5.8,72,0.23,109.4,1.8,0.44,OK
h2o_sf1gb_q6,h2o,1gb,q6,16670,0.0060,0.0078,21.99,253,161,57.2,73.1,15839,13.7,80,0.34,108.8,1.8,0.65,OK
h2o_sf1gb_q7,h2o,1gb,q7,25000,0.0040,0.0052,21.78,249,205,56.0,69.7,15841,5.7,73,0.22,109.8,1.9,0.44,OK
h2o_sf1gb_q8,h2o,1gb,q8,12500,0.0070,0.0080,22.55,261,111,57.4,77.1,15837,47.7,83,0.40,108.2,1.8,0.76,OK
h2o_sf1gb_q9,h2o,1gb,q9,5885,0.0160,0.0184,24.40,277,230,62.2,100.8,15841,13.1,85,1.00,109.9,1.8,1.76,OK
