run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf1gb_q1,h2o,1gb,q1,cpu,910,11,11.5,92.06,1219,964,55.6,56.9,3443,3.4,7,0.6,110.3,3.4,1.2,OK
h2o_sf1gb_q2,h2o,1gb,q2,cpu,527,19,19.2,58.56,768,712,56.9,58.4,3443,5.6,9,1.1,112.4,3.4,2.1,OK
h2o_sf1gb_q3,h2o,1gb,q3,cpu,477,21,21.9,54.43,716,666,58.5,60.1,3447,6.6,10,1.2,112.3,3.4,2.4,OK
h2o_sf1gb_q4,h2o,1gb,q4,cpu,556,18,19.1,60.61,800,751,56.1,57.4,3445,5.1,7,1.0,111.8,3.5,2.0,OK
h2o_sf1gb_q5,h2o,1gb,q5,cpu,477,20,20.3,53.05,696,647,58.2,59.5,3445,7.0,10,1.2,112.1,3.4,2.2,OK
h2o_sf1gb_q6,h2o,1gb,q6,cpu,70,144,145.9,22.27,291,206,127.3,140.1,3441,43.6,100,18.3,111.2,2.4,16.0,OK
h2o_sf1gb_q7,h2o,1gb,q7,cpu,589,16,16.7,63.13,834,816,57.4,59.2,3447,4.6,7,0.9,111.0,3.4,1.8,OK
h2o_sf1gb_q9,h2o,1gb,q9,cpu,500,20,20.2,55.81,735,673,58.4,59.7,3445,6.9,12,1.2,110.2,3.4,2.2,OK
h2o_sf1gb_q10,h2o,1gb,q10,cpu,209,47,48.6,34.76,458,407,60.7,62.7,3447,8.6,15,2.9,109.8,3.2,5.2,OK
