run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,gpu,455,21,22.1,19.78,233,198,88.4,89.8,12789,98.0,98,1.9,107.2,1.8,2.3,OK
tpch_sf2_q2,tpch,2,q2,gpu,1112,8,8.9,17.72,217,217,47.7,55.7,6563,72.2,98,0.4,107.1,1.8,0.9,OK
tpch_sf2_q3,tpch,2,q3,gpu,834,12,12.0,28.08,328,284,80.7,81.4,12789,98.0,98,1.0,107.5,1.8,1.3,OK
tpch_sf2_q4,tpch,2,q4,gpu,1250,8,8.0,34.70,398,359,88.4,89.0,12787,97.9,98,0.7,107.5,1.8,0.9,OK
tpch_sf2_q5,tpch,2,q5,gpu,667,15,15.1,25.51,300,300,77.0,83.5,12787,87.3,97,1.2,107.7,1.8,1.6,OK
tpch_sf2_q6,tpch,2,q6,gpu,2500,4,4.3,50.07,576,576,87.9,92.2,12785,91.4,98,0.4,107.3,1.8,0.4,OK
tpch_sf2_q7,tpch,2,q7,gpu,1000,10,10.1,32.18,373,370,78.4,83.5,12787,88.9,98,0.8,107.6,1.8,1.1,OK
tpch_sf2_q8,tpch,2,q8,gpu,910,11,11.1,30.85,362,320,83.9,84.6,12787,95.7,96,0.9,107.8,1.8,1.2,OK
tpch_sf2_q9,tpch,2,q9,gpu,435,22,23.1,22.08,255,223,79.4,81.0,12789,97.8,98,1.7,108.0,1.8,2.4,OK
tpch_sf2_q10,tpch,2,q10,gpu,1250,8,8.0,35.96,415,378,87.4,91.1,12789,95.0,95,0.7,107.6,1.8,0.9,OK
tpch_sf2_q11,tpch,2,q11,gpu,910,11,11.3,16.62,204,163,76.0,77.5,6565,91.5,93,0.8,107.9,1.8,1.2,OK
tpch_sf2_q12,tpch,2,q12,gpu,1112,9,9.1,32.67,379,346,84.6,86.9,12787,95.3,98,0.8,108.1,1.8,1.0,OK
tpch_sf2_q13,tpch,2,q13,gpu,109,92,92.5,13.98,171,132,72.6,74.0,6565,99.0,99,6.7,108.2,1.8,10.0,OK
tpch_sf2_q14,tpch,2,q14,gpu,2000,5,5.4,44.34,515,515,81.0,85.8,12785,90.5,99,0.4,107.8,1.8,0.5,OK
tpch_sf2_q15,tpch,2,q15,gpu,2500,4,4.3,50.42,582,581,83.7,88.1,12791,89.1,95,0.3,108.0,1.8,0.4,OK
tpch_sf2_q16,tpch,2,q16,gpu,120,83,84.2,13.97,172,141,47.2,54.5,6561,97.6,99,3.9,107.7,1.8,8.9,OK
tpch_sf2_q17,tpch,2,q17,gpu,910,11,11.4,27.56,327,294,75.1,76.9,12791,92.0,94,0.8,107.8,1.8,1.2,OK
tpch_sf2_q18,tpch,2,q18,gpu,834,12,12.1,28.19,328,295,87.6,89.9,12789,97.0,97,1.1,108.1,1.8,1.3,OK
tpch_sf2_q19,tpch,2,q19,gpu,88,114,114.5,14.91,181,144,74.1,76.2,12785,97.8,99,8.5,107.8,1.8,12.3,OK
tpch_sf2_q20,tpch,2,q20,gpu,834,12,12.1,28.06,331,299,77.7,79.8,12787,93.5,95,0.9,107.7,1.8,1.3,OK
tpch_sf2_q21,tpch,2,q21,gpu,30,334,336.9,14.13,171,131,79.0,81.5,14347,99.1,100,26.4,107.9,1.8,36.0,OK
tpch_sf2_q22,tpch,2,q22,gpu,2000,5,5.0,24.08,288,288,57.9,61.7,6563,66.8,99,0.3,107.8,1.8,0.5,OK
