run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
clickbench_sf5_q0,clickbench,5,q0,gpu,100,0,0.2,7.00,79,39,90.1,96.0,15691,98.0,99,0.0,108.0,1.8,0.0,OK
clickbench_sf5_q1,clickbench,5,q1,gpu,100,0,0.4,7.08,80,40,89.8,95.8,15693,97.0,99,0.0,108.3,1.8,0.0,OK
clickbench_sf5_q2,clickbench,5,q2,gpu,527,19,19.2,30.27,354,313,72.4,75.0,15693,98.2,99,1.4,107.4,1.8,2.0,OK
clickbench_sf5_q3,clickbench,5,q3,gpu,625,16,16.3,33.38,387,339,75.1,76.6,15693,98.1,99,1.2,107.7,1.8,1.7,OK
clickbench_sf5_q4,clickbench,5,q4,gpu,5000,2,2.5,170.88,1925,1885,97.7,101.1,15693,97.4,100,0.2,107.3,1.8,0.2,OK
clickbench_sf5_q5,clickbench,5,q5,gpu,3334,3,3.2,116.35,1315,1268,93.3,95.9,15693,97.3,98,0.3,-2220.6,1.8,-6.7,OK
clickbench_sf5_q6,clickbench,5,q6,gpu,455,22,22.3,28.23,331,292,69.7,74.4,15693,98.4,99,1.5,108.1,1.8,2.4,OK
clickbench_sf5_q7,clickbench,5,q7,gpu,100,0,0.3,7.12,80,80,63.4,93.9,15695,55.1,98,0.0,108.0,1.8,0.0,OK
clickbench_sf5_q8,clickbench,5,q8,gpu,87,115,116.4,16.66,204,204,65.5,73.6,15691,83.7,100,7.5,108.0,1.8,12.4,OK
clickbench_sf5_q9,clickbench,5,q9,gpu,86,116,117.3,16.63,204,203,64.6,72.7,15693,84.7,100,7.5,107.9,1.8,12.5,OK
clickbench_sf5_q10,clickbench,5,q10,gpu,589,17,17.1,32.43,379,333,74.0,75.5,15691,98.0,98,1.3,107.8,1.8,1.8,OK
clickbench_sf5_q11,clickbench,5,q11,gpu,400,24,24.9,26.37,312,265,69.8,72.4,15691,98.2,99,1.7,107.8,1.8,2.6,OK
clickbench_sf5_q12,clickbench,5,q12,gpu,455,22,22.2,28.64,336,302,72.3,74.6,15697,70.8,100,1.6,107.6,1.8,2.4,OK
clickbench_sf5_q13,clickbench,5,q13,gpu,77,130,130.8,16.57,200,162,55.7,67.0,15693,90.2,100,7.2,107.9,1.8,14.0,OK
clickbench_sf5_q14,clickbench,5,q14,gpu,435,22,23.2,27.89,329,328,68.1,73.8,15697,63.8,99,1.5,107.7,1.8,2.4,OK
clickbench_sf5_q15,clickbench,5,q15,gpu,2500,4,4.0,90.09,1018,974,92.3,93.7,15697,98.0,98,0.4,107.7,1.8,0.4,OK
clickbench_sf5_q16,clickbench,5,q16,gpu,400,25,25.3,26.51,312,312,67.7,73.5,15697,61.5,98,1.7,107.6,1.8,2.7,OK
clickbench_sf5_q17,clickbench,5,q17,gpu,400,25,25.3,26.58,311,310,67.7,74.1,15697,60.1,75,1.7,107.5,1.8,2.7,OK
clickbench_sf5_q19,clickbench,5,q19,gpu,100,0,0.0,7.08,79,43,85.5,94.1,15691,98.7,100,0.0,107.8,1.8,0.0,OK
clickbench_sf5_q20,clickbench,5,q20,gpu,54,186,186.9,15.66,192,192,61.6,71.9,15693,85.2,100,11.4,107.5,1.8,20.0,OK
clickbench_sf5_q21,clickbench,5,q21,gpu,54,186,188.1,15.86,195,195,61.1,70.7,15695,83.3,100,11.4,107.7,1.8,20.0,OK
clickbench_sf5_q22,clickbench,5,q22,gpu,57,176,177.6,15.85,194,150,66.1,69.7,15693,99.2,100,11.6,107.4,1.8,18.9,OK
clickbench_sf5_q23,clickbench,5,q23,gpu,54,186,186.8,15.66,193,142,67.2,68.5,15691,99.6,100,12.5,107.0,1.8,19.9,OK
clickbench_sf5_q24,clickbench,5,q24,gpu,385,26,26.3,26.52,313,270,68.2,73.0,15691,61.8,100,1.8,107.8,1.8,2.8,OK
clickbench_sf5_q25,clickbench,5,q25,gpu,87,115,116.2,16.81,207,170,54.6,66.8,15691,83.6,100,6.3,106.2,1.8,12.2,OK
clickbench_sf5_q26,clickbench,5,q26,gpu,157,63,63.8,19.03,228,189,59.7,68.7,15691,76.7,96,3.8,107.2,1.8,6.8,OK
clickbench_sf5_q29,clickbench,5,q29,gpu,1429,6,6.9,60.51,701,662,80.0,81.5,15693,84.6,92,0.5,107.4,1.8,0.6,OK
clickbench_sf5_q30,clickbench,5,q30,gpu,477,21,21.1,28.99,341,297,76.0,77.4,15699,97.9,98,1.6,107.8,1.8,2.3,OK
clickbench_sf5_q31,clickbench,5,q31,gpu,313,32,32.4,23.97,285,248,72.7,74.7,15699,97.8,98,2.3,107.7,1.8,3.4,OK
clickbench_sf5_q32,clickbench,5,q32,gpu,51,182,185.5,15.03,183,181,59.8,71.0,15697,67.2,100,10.9,107.5,1.8,19.6,OK
clickbench_sf5_q33,clickbench,5,q33,gpu,100,100,101.6,17.16,208,167,56.1,66.4,15697,43.9,97,5.6,107.3,1.8,10.7,OK
clickbench_sf5_q34,clickbench,5,q34,gpu,100,100,101.6,17.18,208,154,55.9,67.2,15697,45.1,68,5.6,107.5,1.8,10.8,OK
clickbench_sf5_q35,clickbench,5,q35,gpu,3334,3,3.0,117.31,1322,1281,93.3,95.0,15697,98.0,99,0.3,107.5,1.8,0.3,OK
clickbench_sf5_q36,clickbench,5,q36,gpu,3334,3,3.0,118.27,1338,1297,90.4,91.9,15691,98.1,99,0.3,107.5,1.8,0.3,OK
clickbench_sf5_q37,clickbench,5,q37,gpu,3334,3,3.0,118.00,1340,1336,88.9,91.9,15691,95.8,99,0.3,107.4,1.8,0.3,OK
clickbench_sf5_q38,clickbench,5,q38,gpu,5000,2,2.0,165.24,1856,1817,93.3,94.8,15691,98.0,100,0.2,107.3,1.8,0.2,OK
clickbench_sf5_q39,clickbench,5,q39,gpu,10000,1,1.0,319.30,3574,3538,93.9,95.5,15691,98.0,100,0.1,107.4,1.8,0.1,OK
clickbench_sf5_q40,clickbench,5,q40,gpu,5000,2,2.0,167.33,1881,1881,91.6,94.2,15691,96.6,100,0.2,107.5,1.8,0.2,OK
clickbench_sf5_q41,clickbench,5,q41,gpu,5000,2,2.0,165.13,1858,1856,92.1,95.0,15691,96.1,98,0.2,107.6,1.8,0.2,OK
