run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf5_q01,tpch,5,q01,2196,0.0020,0.0224,63.37,761,709,80.6,92.3,15841,78.0,97,0.16,114.5,1.8,0.23,OK
tpch_sf5_q02,tpch,5,q02,5716,0.0110,0.0133,84.23,1054,1009,43.7,45.2,15841,56.6,71,0.48,109.8,1.8,1.21,OK
tpch_sf5_q03,tpch,5,q03,7200,0.0040,0.0102,86.86,1074,1029,59.2,63.7,15841,66.5,86,0.24,112.0,1.8,0.45,OK
tpch_sf5_q04,tpch,5,q04,6000,0.0050,0.0094,65.01,798,751,67.1,70.9,15841,68.5,83,0.34,111.6,1.8,0.56,OK
tpch_sf5_q05,tpch,5,q05,6429,0.0030,0.0100,77.27,958,908,52.4,56.6,15841,58.2,81,0.16,112.9,1.8,0.34,OK
tpch_sf5_q06,tpch,5,q06,5000,0.0110,0.0119,63.71,772,723,86.3,87.6,15841,88.5,90,0.95,109.8,1.8,1.21,OK
tpch_sf5_q07,tpch,5,q07,4138,0.0080,0.0134,64.24,795,746,58.5,61.4,15841,63.0,76,0.47,112.2,1.8,0.90,OK
tpch_sf5_q08,tpch,5,q08,5808,0.0050,0.0123,84.81,1052,1005,51.5,57.6,15841,53.7,81,0.26,112.0,1.8,0.56,OK
tpch_sf5_q09,tpch,5,q09,3600,0.0080,0.0167,73.92,908,899,59.5,67.3,15841,65.2,91,0.48,112.1,1.8,0.90,OK
tpch_sf5_q10,tpch,5,q10,4446,0.0070,0.0120,62.59,766,713,63.3,66.6,15841,64.9,78,0.44,112.1,1.8,0.79,OK
tpch_sf5_q11,tpch,5,q11,12000,0.0010,0.0035,88.95,1110,1038,44.6,46.3,15841,44.7,58,0.04,112.6,1.8,0.11,OK
tpch_sf5_q12,tpch,5,q12,5456,0.0080,0.0115,71.60,882,828,71.6,75.5,15841,73.3,83,0.57,111.3,1.8,0.89,OK
tpch_sf5_q13,tpch,5,q13,16008,0.0450,0.0457,60.28,704,701,40.6,65.0,15841,17.3,96,1.83,108.9,1.8,4.90,OK
tpch_sf5_q14,tpch,5,q14,15000,0.0040,0.0057,93.73,1152,1103,66.8,69.2,15841,62.4,69,0.27,111.8,1.8,0.45,OK
tpch_sf5_q15,tpch,5,q15,12000,0.0040,0.0064,85.95,1062,1017,64.0,66.6,15841,57.4,65,0.26,111.4,1.8,0.45,OK
tpch_sf5_q16,tpch,5,q16,2000,0.0020,0.0305,77.42,958,913,45.1,47.9,15841,76.4,100,0.09,114.5,1.8,0.23,OK
tpch_sf5_q17,tpch,5,q17,2730,0.0020,0.0185,63.46,785,732,53.2,57.9,15841,74.0,97,0.11,115.1,1.8,0.23,OK
tpch_sf5_q18,tpch,5,q18,2610,0.0230,0.0282,82.04,999,951,88.3,95.5,15841,85.8,93,2.03,110.7,1.8,2.55,OK
tpch_sf5_q19,tpch,5,q19,6000,0.0060,0.0101,70.60,871,817,72.4,77.0,15841,65.5,80,0.43,111.7,1.8,0.67,OK
tpch_sf5_q20,tpch,5,q20,4616,0.0070,0.0120,63.96,787,734,56.6,61.1,15841,61.0,75,0.40,-4151.6,1.8,-29.06,OK
tpch_sf5_q21,tpch,5,q21,1875,0.0110,0.0264,62.59,758,704,66.5,76.4,15841,73.8,94,0.73,113.0,1.8,1.24,OK
tpch_sf5_q22,tpch,5,q22,8572,0.0030,0.0070,67.89,841,795,48.2,50.4,15841,50.0,72,0.14,112.2,1.8,0.34,OK
