run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q01,tpch,2,q01,5001,0.0010,0.0105,65.07,785,737,74.8,86.8,15841,71.9,94,0.07,114.6,1.8,0.11,OK
tpch_sf2_q02,tpch,2,q02,7500,0.0070,0.0103,85.63,1084,1039,38.3,39.1,15841,42.6,70,0.27,110.1,1.8,0.77,OK
tpch_sf2_q03,tpch,2,q03,8572,0.0030,0.0068,66.28,817,761,48.8,50.4,15841,57.8,73,0.15,112.7,1.8,0.34,OK
tpch_sf2_q04,tpch,2,q04,10910,0.0030,0.0060,73.84,909,865,55.6,57.7,15841,58.7,74,0.17,111.9,1.8,0.34,OK
tpch_sf2_q05,tpch,2,q05,7500,0.0030,0.0071,61.89,764,701,45.2,47.8,15841,46.1,73,0.14,111.9,1.8,0.34,OK
tpch_sf2_q06,tpch,2,q06,10000,0.0050,0.0059,63.06,774,726,73.9,74.9,15841,74.4,77,0.37,110.2,1.8,0.55,OK
tpch_sf2_q07,tpch,2,q07,7060,0.0050,0.0093,74.12,922,867,46.3,47.4,15841,46.0,61,0.23,110.5,1.8,0.55,OK
tpch_sf2_q08,tpch,2,q08,7060,0.0040,0.0086,69.03,859,786,43.7,46.2,15841,39.5,73,0.17,111.1,1.8,0.44,OK
tpch_sf2_q09,tpch,2,q09,5000,0.0050,0.0104,60.65,750,689,53.1,56.9,15841,58.8,81,0.27,111.9,1.8,0.56,OK
tpch_sf2_q10,tpch,2,q10,7060,0.0040,0.0080,64.92,801,754,50.2,51.9,15841,52.3,63,0.20,111.7,1.8,0.45,OK
tpch_sf2_q11,tpch,2,q11,15000,0.0010,0.0029,91.16,1149,1093,38.7,39.5,15841,31.8,38,0.04,111.8,1.8,0.11,OK
tpch_sf2_q12,tpch,2,q12,10000,0.0040,0.0066,74.90,922,871,58.0,60.3,15841,58.6,66,0.23,-3656.9,1.8,-14.63,OK
tpch_sf2_q13,tpch,2,q13,40012,0.0210,0.0216,61.96,715,668,37.2,46.9,15841,12.5,91,0.78,108.6,1.8,2.28,OK
tpch_sf2_q14,tpch,2,q14,24000,0.0020,0.0039,101.40,1258,1200,51.7,53.0,15841,44.3,51,0.10,111.3,1.8,0.22,OK
tpch_sf2_q15,tpch,2,q15,17144,0.0020,0.0047,89.20,1110,1070,49.6,50.9,15841,40.9,63,0.10,111.4,1.8,0.22,OK
tpch_sf2_q16,tpch,2,q16,3120,0.0020,0.0195,77.19,958,910,39.4,41.2,15841,72.2,96,0.08,114.4,1.8,0.23,OK
tpch_sf2_q17,tpch,2,q17,5808,0.0020,0.0096,68.36,844,799,48.0,51.4,15841,64.9,86,0.10,114.4,1.8,0.23,OK
tpch_sf2_q18,tpch,2,q18,5716,0.0100,0.0129,81.87,1004,959,78.7,84.1,15841,74.9,83,0.79,110.3,1.8,1.10,OK
tpch_sf2_q19,tpch,2,q19,10000,0.0030,0.0063,71.53,882,829,58.2,61.3,15841,51.6,63,0.17,111.9,1.8,0.34,OK
tpch_sf2_q20,tpch,2,q20,6668,0.0050,0.0093,70.65,879,829,44.3,46.2,15841,51.7,66,0.22,111.8,1.8,0.56,OK
tpch_sf2_q21,tpch,2,q21,3462,0.0060,0.0168,70.51,865,806,54.9,59.2,15841,66.8,89,0.33,113.2,1.8,0.68,OK
tpch_sf2_q22,tpch,2,q22,13334,0.0030,0.0057,84.46,1061,1014,39.6,40.6,15841,40.0,50,0.12,112.1,1.8,0.34,OK
