run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q1,tpch,1,q1,gpu,2000,5,5.0,22.93,283,250,115.4,117.2,6565,93.7,94,0.6,107.2,1.8,0.5,OK
tpch_sf1_q2,tpch,1,q2,gpu,3334,3,3.0,21.13,272,238,52.1,54.5,3451,62.3,63,0.2,108.1,1.8,0.3,OK
tpch_sf1_q3,tpch,1,q3,gpu,3334,3,3.0,33.86,408,376,98.2,99.6,6565,92.0,93,0.3,107.6,1.8,0.3,OK
tpch_sf1_q4,tpch,1,q4,gpu,5000,2,2.0,40.34,489,456,112.0,114.5,6563,92.0,92,0.2,107.8,1.8,0.2,OK
tpch_sf1_q5,tpch,1,q5,gpu,3334,3,3.0,34.39,427,387,106.7,108.1,6563,88.7,89,0.3,107.4,1.8,0.3,OK
tpch_sf1_q6,tpch,1,q6,gpu,10000,1,1.1,59.67,747,746,111.9,117.5,6561,88.1,92,0.1,107.3,1.8,0.1,OK
tpch_sf1_q7,tpch,1,q7,gpu,3334,3,3.0,34.57,428,395,98.1,99.9,6563,83.6,84,0.3,108.1,1.8,0.3,OK
tpch_sf1_q8,tpch,1,q8,gpu,5000,2,2.2,49.91,614,576,101.2,102.6,6563,85.2,86,0.2,107.9,1.8,0.2,OK
tpch_sf1_q9,tpch,1,q9,gpu,2000,5,5.0,27.04,322,288,104.9,107.0,6565,91.2,92,0.5,107.6,1.8,0.5,OK
tpch_sf1_q10,tpch,1,q10,gpu,5000,2,2.0,45.89,585,545,101.3,102.8,6565,85.4,86,0.2,107.5,1.8,0.2,OK
tpch_sf1_q11,tpch,1,q11,gpu,3334,3,3.1,17.88,230,189,92.9,93.7,3453,75.6,76,0.3,107.8,1.8,0.3,OK
tpch_sf1_q12,tpch,1,q12,gpu,5000,2,2.0,44.47,550,512,104.9,106.1,6563,85.5,86,0.2,107.7,1.8,0.2,OK
tpch_sf1_q13,tpch,1,q13,gpu,500,20,20.1,13.93,179,132,115.2,116.3,3453,96.3,97,2.3,107.7,1.8,2.2,OK
tpch_sf1_q14,tpch,1,q14,gpu,5000,2,2.1,37.99,485,445,100.4,102.0,6561,83.3,85,0.2,108.0,1.8,0.2,OK
tpch_sf1_q15,tpch,1,q15,gpu,10000,1,1.2,69.23,868,832,102.2,104.0,6567,81.7,83,0.1,108.3,1.8,0.1,OK
tpch_sf1_q16,tpch,1,q16,gpu,358,28,28.2,13.73,178,174,52.0,59.3,3453,81.6,96,1.5,107.6,1.8,3.0,OK
tpch_sf1_q17,tpch,1,q17,gpu,3334,3,3.4,32.35,404,372,90.7,92.6,6565,79.2,80,0.3,108.3,1.8,0.3,OK
tpch_sf1_q18,tpch,1,q18,gpu,2500,4,4.0,27.86,346,303,110.2,111.5,6565,91.1,92,0.4,107.9,1.8,0.4,OK
tpch_sf1_q19,tpch,1,q19,gpu,417,24,24.1,15.52,198,162,114.6,116.9,6561,93.0,94,2.7,108.7,1.8,2.6,OK
tpch_sf1_q20,tpch,1,q20,gpu,2500,4,4.0,28.35,346,307,92.8,94.3,6563,82.8,83,0.4,107.9,1.8,0.4,OK
tpch_sf1_q21,tpch,1,q21,gpu,127,78,79.7,13.90,175,136,113.9,116.1,12791,97.1,98,8.9,107.9,1.8,8.4,OK
tpch_sf1_q22,tpch,1,q22,gpu,5000,2,2.1,28.22,364,326,62.4,63.9,3453,49.5,51,0.1,108.5,1.8,0.2,OK
