run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf2gb_q1,h2o,2gb,q1,gpu,3334,3,3.0,33.10,404,363,116.5,117.8,6559,97.9,98,0.3,108.2,1.8,0.3,OK
h2o_sf2gb_q2,h2o,2gb,q2,gpu,1667,6,6.0,22.19,272,236,113.4,115.2,6559,97.8,98,0.7,109.0,1.8,0.7,OK
h2o_sf2gb_q3,h2o,2gb,q3,gpu,1250,7,8.2,20.60,254,253,104.4,116.8,6561,89.4,99,0.7,108.0,1.8,0.8,OK
h2o_sf2gb_q4,h2o,2gb,q4,gpu,2500,4,4.0,26.98,341,301,115.2,116.7,6559,98.1,99,0.5,109.3,1.8,0.4,OK
h2o_sf2gb_q5,h2o,2gb,q5,gpu,1250,6,8.0,20.16,246,211,112.5,114.6,6561,99.0,99,0.7,108.5,1.8,0.7,OK
h2o_sf2gb_q6,h2o,2gb,q6,gpu,26,390,396.7,13.26,170,140,103.0,106.8,6557,98.1,100,40.2,108.2,1.8,42.2,OK
h2o_sf2gb_q7,h2o,2gb,q7,gpu,2000,5,5.0,23.92,287,287,121.6,133.7,6561,86.1,100,0.6,108.4,1.8,0.5,OK
h2o_sf2gb_q9,h2o,2gb,q9,gpu,1250,8,8.0,20.48,251,251,104.8,116.3,6559,88.2,98,0.8,108.0,1.8,0.9,OK
h2o_sf2gb_q10,h2o,2gb,q10,gpu,625,15,15.7,16.21,204,200,104.8,119.3,6561,86.9,99,1.6,108.0,1.8,1.6,OK
