run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q01,tpch,1,q01,67,0.0010,0.0924,10.88,86,48,30.5,32.5,15841,93.6,99,0.03,108.2,1.8,0.11,OK
tpch_sf1_q02,tpch,1,q02,358,0.0110,0.0155,10.07,116,113,19.6,23.7,15841,44.6,100,0.22,107.4,1.8,1.18,OK
tpch_sf1_q03,tpch,1,q03,608,0.0070,0.0157,18.92,197,158,23.1,27.0,15841,56.1,89,0.16,110.1,1.8,0.77,OK
tpch_sf1_q04,tpch,1,q04,385,0.0090,0.0149,10.41,105,99,22.9,28.5,15841,48.7,87,0.21,107.6,1.8,0.97,OK
tpch_sf1_q05,tpch,1,q05,800,0.0040,0.0100,17.55,188,147,21.3,25.8,15841,42.0,100,0.09,109.8,1.8,0.44,OK
tpch_sf1_q06,tpch,1,q06,527,0.0160,0.0191,14.66,130,130,25.8,31.3,15841,41.9,100,0.41,106.7,1.8,1.71,OK
tpch_sf1_q07,tpch,1,q07,646,0.0090,0.0154,19.44,204,198,21.2,26.0,15841,39.5,100,0.19,108.8,1.8,0.98,OK
tpch_sf1_q08,tpch,1,q08,716,0.0050,0.0120,18.22,197,161,21.0,24.9,15841,42.7,70,0.10,107.9,1.8,0.54,OK
tpch_sf1_q09,tpch,1,q09,410,0.0080,0.0181,17.08,177,174,21.7,28.1,15841,41.6,100,0.17,-15236.3,1.8,-121.89,OK
tpch_sf1_q10,tpch,1,q10,286,0.0100,0.0183,10.02,101,58,26.8,28.2,15841,75.4,97,0.27,109.2,1.8,1.09,OK
tpch_sf1_q11,tpch,1,q11,2000,0.0010,0.0035,18.42,219,177,22.2,24.6,15841,43.0,100,0.02,109.3,1.8,0.11,OK
tpch_sf1_q12,tpch,1,q12,417,0.0080,0.0132,10.34,106,66,27.1,28.5,15841,74.3,83,0.22,107.7,1.8,0.86,OK
tpch_sf1_q13,tpch,1,q13,426,0.0460,0.0472,10.91,111,111,18.8,29.5,15839,29.9,95,0.86,105.9,1.8,4.87,OK
tpch_sf1_q14,tpch,1,q14,1112,0.0030,0.0056,10.68,114,114,22.2,27.3,15841,37.4,100,0.07,107.1,1.8,0.32,OK
tpch_sf1_q15,tpch,1,q15,1540,0.0030,0.0066,19.69,209,207,21.5,26.2,15841,35.9,100,0.06,107.1,1.8,0.32,OK
tpch_sf1_q16,tpch,1,q16,96,0.0030,0.0737,16.14,182,141,20.8,25.1,15841,74.0,100,0.06,108.1,1.8,0.32,OK
tpch_sf1_q17,tpch,1,q17,372,0.0020,0.0161,15.57,166,162,20.8,27.2,15841,41.0,100,0.04,108.2,1.8,0.22,OK
tpch_sf1_q18,tpch,1,q18,157,0.0420,0.0493,12.21,115,78,30.2,31.8,15841,90.6,100,1.27,108.0,1.8,4.53,OK
tpch_sf1_q19,tpch,1,q19,323,0.0120,0.0182,10.84,108,108,23.1,29.0,15841,46.4,100,0.28,110.1,1.8,1.32,OK
tpch_sf1_q20,tpch,1,q20,514,0.0090,0.0173,18.41,195,195,20.3,25.4,15841,43.6,100,0.18,109.2,1.8,0.98,OK
tpch_sf1_q21,tpch,1,q21,152,0.0220,0.0591,18.10,180,140,23.9,28.7,15841,64.7,100,0.53,111.3,1.8,2.45,OK
tpch_sf1_q22,tpch,1,q22,1334,0.0040,0.0073,19.00,216,213,19.9,24.2,15841,39.3,87,0.08,107.7,1.8,0.43,OK
