run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf2gb_q1,h2o,2gb,q1,466,0.0420,0.0434,12.50,124,118,20.3,32.2,15841,30.8,100,0.85,108.2,1.8,4.55,OK
h2o_sf2gb_q10,h2o,2gb,q10,68,0.1460,0.1470,10.76,91,47,33.1,36.3,15841,96.9,100,4.83,106.9,1.8,15.60,OK
h2o_sf2gb_q2,h2o,2gb,q2,308,0.0640,0.0659,14.52,143,143,21.9,32.0,15841,30.2,100,1.40,105.5,1.8,6.75,OK
h2o_sf2gb_q3,h2o,2gb,q3,304,0.0650,0.0670,14.46,137,137,22.5,35.9,15839,35.0,100,1.47,107.6,1.8,7.00,OK
h2o_sf2gb_q4,h2o,2gb,q4,418,0.0480,0.0494,13.13,129,127,21.1,32.5,15841,27.9,100,1.01,110.8,1.8,5.32,OK
h2o_sf2gb_q5,h2o,2gb,q5,328,0.0600,0.0614,13.87,131,130,22.5,36.4,15841,11.7,55,1.35,105.4,1.8,6.33,OK
h2o_sf2gb_q6,h2o,2gb,q6,170,0.1160,0.1169,17.60,164,122,25.8,33.0,15841,64.3,100,3.00,109.0,1.8,12.64,OK
h2o_sf2gb_q7,h2o,2gb,q7,272,0.0730,0.0749,14.67,135,94,25.2,34.8,15839,60.9,100,1.84,105.8,1.8,7.72,OK
h2o_sf2gb_q8,h2o,2gb,q8,236,0.0840,0.0856,15.42,151,151,23.9,35.4,15841,54.1,100,2.01,105.7,1.8,8.88,OK
h2o_sf2gb_q9,h2o,2gb,q9,33,0.3050,0.3064,15.09,116,110,26.6,33.3,15835,64.9,100,8.11,106.5,1.8,32.48,OK
