run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q01,tpch,2,q01,35,0.0050,0.2860,14.86,116,112,26.4,33.2,15841,65.9,100,0.13,107.2,1.8,0.54,OK
tpch_sf2_q02,tpch,2,q02,313,0.0140,0.0196,10.74,124,85,22.9,25.1,15841,64.6,100,0.32,108.3,1.8,1.52,OK
tpch_sf2_q03,tpch,2,q03,209,0.0140,0.0261,10.10,100,100,23.4,29.6,15841,53.5,100,0.33,107.7,1.8,1.51,OK
tpch_sf2_q04,tpch,2,q04,223,0.0200,0.0304,11.65,106,98,24.5,31.0,15841,52.4,100,0.49,111.6,1.8,2.23,OK
tpch_sf2_q05,tpch,2,q05,488,0.0050,0.0152,17.16,179,135,23.0,27.8,15841,51.7,100,0.12,108.5,1.8,0.54,OK
tpch_sf2_q06,tpch,2,q06,228,0.0410,0.0431,14.35,102,61,31.5,32.3,15841,95.5,100,1.29,106.9,1.8,4.38,OK
tpch_sf2_q07,tpch,2,q07,200,0.0190,0.0264,10.16,100,98,22.7,28.4,15841,45.1,100,0.43,106.4,1.8,2.02,OK
tpch_sf2_q08,tpch,2,q08,446,0.0080,0.0169,17.48,184,138,22.4,27.7,15841,44.1,100,0.18,106.7,1.8,0.85,OK
tpch_sf2_q09,tpch,2,q09,234,0.0130,0.0293,16.82,170,170,22.3,30.3,15841,39.6,100,0.29,106.5,1.8,1.38,OK
tpch_sf2_q10,tpch,2,q10,176,0.0190,0.0296,10.19,98,98,23.1,30.0,15841,48.0,100,0.44,106.2,1.8,2.02,OK
tpch_sf2_q11,tpch,2,q11,1250,0.0010,0.0043,15.16,175,173,21.9,26.2,15841,45.1,100,0.02,108.3,1.8,0.11,OK
tpch_sf2_q12,tpch,2,q12,205,0.0220,0.0300,10.88,99,54,30.4,31.4,15841,86.7,88,0.67,107.4,1.8,2.36,OK
tpch_sf2_q13,tpch,2,q13,236,0.0840,0.0850,11.87,117,117,20.3,32.2,15839,36.4,100,1.71,110.3,1.8,9.27,OK
tpch_sf2_q14,tpch,2,q14,556,0.0100,0.0138,12.41,122,118,24.6,29.5,15841,53.3,85,0.25,105.3,1.8,1.05,OK
tpch_sf2_q15,tpch,2,q15,455,0.0110,0.0153,11.75,117,73,28.3,29.1,15841,76.2,79,0.31,106.8,1.8,1.17,OK
tpch_sf2_q16,tpch,2,q16,90,0.0030,0.0895,17.08,190,190,21.0,26.6,15841,62.9,100,0.06,106.3,1.8,0.32,OK
tpch_sf2_q17,tpch,2,q17,210,0.0020,0.0311,16.01,166,166,22.1,29.7,15841,49.3,100,0.04,110.5,1.8,0.22,OK
tpch_sf2_q18,tpch,2,q18,86,0.0860,0.0982,12.98,119,119,26.6,33.0,15841,67.1,100,2.28,106.1,1.8,9.13,OK
tpch_sf2_q19,tpch,2,q19,179,0.0210,0.0324,11.02,101,7,19.4,20.8,283,98.0,98,0.41,102.1,1.8,2.14,OK
tpch_sf2_q20,tpch,2,q20,372,0.0180,0.0270,19.79,193,148,23.6,28.2,15841,63.5,100,0.43,106.6,1.8,1.92,OK
tpch_sf2_q21,tpch,2,q21,100,0.0460,0.0907,18.41,170,130,24.8,30.9,15841,59.8,100,1.14,107.0,1.8,4.92,OK
tpch_sf2_q22,tpch,2,q22,1000,0.0040,0.0094,18.56,205,203,20.5,25.4,15841,36.5,100,0.08,107.9,1.8,0.43,OK
