run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,gpu,68,148,148.9,29.22,176,146,32.4,34.2,12789,99.4,100,4.8,104.8,1.8,15.5,OK
tpch_sf2_q2,tpch,2,q2,gpu,417,23,24.2,31.20,276,276,27.1,33.8,6563,87.5,100,0.6,104.4,1.8,2.4,OK
tpch_sf2_q3,tpch,2,q3,gpu,193,52,52.3,63.54,326,324,30.5,33.8,12789,92.7,100,1.6,104.8,1.8,5.5,OK
tpch_sf2_q4,tpch,2,q4,gpu,278,36,36.2,82.81,389,350,32.6,34.2,12787,99.9,100,1.2,105.4,1.8,3.8,OK
tpch_sf2_q5,tpch,2,q5,gpu,179,56,56.3,60.15,321,321,31.0,34.3,12787,91.3,100,1.7,105.2,1.8,5.9,OK
tpch_sf2_q6,tpch,2,q6,gpu,667,15,15.3,148.02,715,711,32.1,34.9,12783,96.2,100,0.5,105.3,1.8,1.6,OK
tpch_sf2_q7,tpch,2,q7,gpu,239,42,42.3,75.05,373,338,32.3,34.2,12787,99.0,100,1.4,105.0,1.8,4.4,OK
tpch_sf2_q8,tpch,2,q8,gpu,257,39,39.4,81.27,402,402,31.2,34.0,12787,93.4,100,1.2,104.9,1.8,4.1,OK
tpch_sf2_q9,tpch,2,q9,gpu,124,81,81.6,50.28,296,295,30.7,33.6,12789,92.3,100,2.5,105.1,1.8,8.5,OK
tpch_sf2_q10,tpch,2,q10,gpu,295,34,34.2,88.87,429,373,32.5,32.8,12789,99.7,100,1.1,105.2,1.8,3.6,OK
tpch_sf2_q11,tpch,2,q11,gpu,228,44,45.6,22.79,189,159,32.5,34.2,6565,91.9,100,1.4,104.9,1.8,4.6,OK
tpch_sf2_q12,tpch,2,q12,gpu,334,30,30.3,96.40,446,444,31.3,33.5,12787,94.7,100,0.9,105.5,1.8,3.2,OK
tpch_sf2_q13,tpch,2,q13,gpu,30,339,341.1,16.88,167,124,33.5,34.0,6565,99.9,100,11.4,104.9,1.8,35.6,OK
tpch_sf2_q14,tpch,2,q14,gpu,527,19,19.1,123.61,575,529,32.5,32.8,12783,99.5,100,0.6,105.2,1.8,2.0,OK
tpch_sf2_q15,tpch,2,q15,gpu,556,18,18.3,126.46,605,555,32.7,33.1,12789,99.9,100,0.6,104.9,1.8,1.9,OK
tpch_sf2_q16,tpch,2,q16,gpu,39,261,263.6,16.89,167,166,26.1,34.6,6561,83.4,100,6.8,104.9,1.8,27.4,OK
tpch_sf2_q17,tpch,2,q17,gpu,295,33,34.2,76.03,345,301,32.2,32.6,12791,99.9,100,1.1,105.7,1.8,3.5,OK
tpch_sf2_q18,tpch,2,q18,gpu,108,93,93.6,42.43,239,237,30.4,34.4,12789,90.4,100,2.8,105.4,1.8,9.8,OK
tpch_sf2_q19,tpch,2,q19,gpu,22,454,456.0,20.31,158,115,33.8,34.7,12783,99.7,100,15.4,105.2,1.8,47.8,OK
tpch_sf2_q20,tpch,2,q20,gpu,186,54,54.4,59.53,302,301,30.4,33.8,12787,86.3,100,1.6,105.2,1.8,5.7,OK
tpch_sf2_q21,tpch,2,q21,gpu,6,1667,1684.3,17.21,141,79,33.4,34.9,14347,100.0,100,55.7,105.4,1.8,175.7,OK
tpch_sf2_q22,tpch,2,q22,gpu,715,14,15.4,51.88,359,359,29.9,34.0,6565,86.0,100,0.4,104.9,1.8,1.5,OK
