run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf2gb_q1,h2o,2gb,q1,20000,0.0040,0.0052,20.62,245,201,39.0,49.4,15825,11.2,69,0.16,109.5,1.8,0.44,OK
h2o_sf2gb_q10,h2o,2gb,q10,4708,0.0170,0.0176,20.18,247,207,48.1,93.0,15841,15.0,89,0.82,113.4,1.9,1.93,OK
h2o_sf2gb_q2,h2o,2gb,q2,14290,0.0070,0.0076,21.67,263,115,41.2,55.6,15841,10.6,80,0.29,108.6,1.8,0.76,OK
h2o_sf2gb_q3,h2o,2gb,q3,9095,0.0110,0.0114,22.49,275,226,42.6,65.0,15841,12.8,90,0.47,108.3,1.8,1.19,OK
h2o_sf2gb_q4,h2o,2gb,q4,20000,0.0050,0.0058,21.12,256,248,38.8,50.0,15841,4.0,77,0.19,111.5,1.9,0.56,OK
h2o_sf2gb_q5,h2o,2gb,q5,10000,0.0090,0.0099,21.70,264,224,42.3,62.2,15841,10.3,88,0.38,109.1,1.9,0.98,OK
h2o_sf2gb_q6,h2o,2gb,q6,10000,0.0100,0.0102,21.68,262,222,43.5,64.0,15841,8.7,85,0.43,109.2,1.8,1.09,OK
h2o_sf2gb_q7,h2o,2gb,q7,16670,0.0060,0.0069,21.19,256,253,41.2,60.2,15813,7.2,81,0.25,109.6,1.8,0.66,OK
h2o_sf2gb_q8,h2o,2gb,q8,6250,0.0150,0.0160,22.56,273,223,44.3,70.9,15841,21.2,91,0.66,109.9,1.8,1.65,OK
h2o_sf2gb_q9,h2o,2gb,q9,4350,0.0220,0.0230,24.27,298,243,49.2,98.6,15841,12.2,90,1.08,109.7,1.8,2.41,OK
