run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q01,tpch,2,q01,2000,0.0010,0.0070,22.33,280,226,89.0,111.1,15841,57.4,88,0.09,114.5,1.8,0.11,OK
tpch_sf2_q02,tpch,2,q02,4000,0.0050,0.0074,37.49,489,438,42.2,43.6,15841,23.5,38,0.21,110.3,1.8,0.55,OK
tpch_sf2_q03,tpch,2,q03,5716,0.0020,0.0044,33.07,426,375,57.8,62.4,15841,39.0,51,0.12,112.1,1.8,0.22,OK
tpch_sf2_q04,tpch,2,q04,6668,0.0020,0.0043,36.49,468,412,66.3,72.0,15841,40.3,49,0.13,112.4,1.8,0.22,OK
tpch_sf2_q05,tpch,2,q05,5000,0.0020,0.0051,33.20,427,378,52.6,58.8,15841,26.5,39,0.11,111.6,1.8,0.22,OK
tpch_sf2_q06,tpch,2,q06,6667,0.0030,0.0037,28.32,363,316,89.1,90.4,15841,61.4,63,0.27,111.1,1.8,0.33,OK
tpch_sf2_q07,tpch,2,q07,4000,0.0040,0.0064,33.67,434,384,51.7,55.7,15841,27.3,39,0.21,111.0,1.8,0.44,OK
tpch_sf2_q08,tpch,2,q08,4000,0.0040,0.0061,32.27,414,407,47.3,53.9,15841,17.6,39,0.19,110.4,1.8,0.44,OK
tpch_sf2_q09,tpch,2,q09,3334,0.0030,0.0061,28.42,363,313,63.7,71.6,15841,37.0,58,0.19,111.4,1.8,0.33,OK
tpch_sf2_q10,tpch,2,q10,4000,0.0030,0.0054,29.57,378,327,57.3,62.4,15841,33.4,44,0.17,111.7,1.8,0.34,OK
tpch_sf2_q11,tpch,2,q11,6667,0.0010,0.0022,33.22,435,396,42.8,44.1,15841,16.3,19,0.04,110.9,1.8,0.11,OK
tpch_sf2_q12,tpch,2,q12,5716,0.0020,0.0047,34.99,451,401,65.9,71.0,15841,41.3,51,0.13,112.2,1.8,0.22,OK
tpch_sf2_q13,tpch,2,q13,10000,0.0090,0.0098,20.49,247,203,39.0,47.4,15839,5.8,77,0.35,108.6,1.8,0.98,OK
tpch_sf2_q14,tpch,2,q14,10000,0.0010,0.0028,35.92,461,412,55.7,59.0,15841,27.5,34,0.06,111.2,1.8,0.11,OK
tpch_sf2_q15,tpch,2,q15,8000,0.0020,0.0035,36.07,464,387,52.9,55.7,15841,25.4,33,0.11,111.5,1.8,0.22,OK
tpch_sf2_q16,tpch,2,q16,1292,0.0020,0.0097,20.25,257,211,48.1,52.8,15841,54.1,82,0.10,113.0,1.8,0.23,OK
tpch_sf2_q17,tpch,2,q17,3078,0.0010,0.0052,23.79,303,256,61.8,71.7,15841,44.1,68,0.06,114.4,1.8,0.11,OK
tpch_sf2_q18,tpch,2,q18,3334,0.0070,0.0093,38.65,491,432,94.2,102.5,15841,62.4,74,0.66,110.6,1.8,0.77,OK
tpch_sf2_q19,tpch,2,q19,5000,0.0020,0.0047,31.84,407,347,64.6,70.0,15841,35.4,44,0.13,111.6,1.8,0.22,OK
tpch_sf2_q20,tpch,2,q20,4000,0.0040,0.0059,31.75,409,366,50.2,53.0,15841,34.3,44,0.20,111.8,1.8,0.45,OK
tpch_sf2_q21,tpch,2,q21,1668,0.0050,0.0099,24.41,311,263,66.4,75.3,15841,49.4,68,0.33,112.7,1.8,0.56,OK
tpch_sf2_q22,tpch,2,q22,6668,0.0020,0.0042,35.74,462,396,45.7,48.6,15841,22.3,30,0.09,111.3,1.8,0.22,OK
