run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,gpu,1000,10,10.0,22.24,276,238,120.7,125.6,12789,96.5,97,1.2,107.9,1.8,1.1,OK
tpch_sf2_q2,tpch,2,q2,gpu,2500,4,4.0,20.19,262,220,62.9,66.4,6563,70.0,70,0.3,107.3,1.8,0.4,OK
tpch_sf2_q3,tpch,2,q3,gpu,2000,5,5.0,35.75,436,400,108.5,109.8,12789,95.7,96,0.5,108.1,1.8,0.5,OK
tpch_sf2_q4,tpch,2,q4,gpu,3334,3,3.0,50.71,594,553,116.4,117.7,12787,96.0,96,0.3,108.1,1.8,0.3,OK
tpch_sf2_q5,tpch,2,q5,gpu,1667,6,6.0,32.21,390,353,113.6,115.4,12787,93.9,94,0.7,108.3,1.8,0.6,OK
tpch_sf2_q6,tpch,2,q6,gpu,5000,1,1.2,56.59,666,665,115.2,121.0,12785,92.3,97,0.1,108.1,1.8,0.1,OK
tpch_sf2_q7,tpch,2,q7,gpu,2500,4,4.0,43.94,536,502,108.0,109.8,12787,90.3,91,0.4,108.3,1.8,0.4,OK
tpch_sf2_q8,tpch,2,q8,gpu,2500,4,4.0,44.91,539,500,110.1,111.8,12787,91.2,92,0.4,108.6,1.8,0.4,OK
tpch_sf2_q9,tpch,2,q9,gpu,1112,9,9.1,27.27,335,292,113.6,114.7,12789,95.0,95,1.0,108.3,1.8,1.0,OK
tpch_sf2_q10,tpch,2,q10,gpu,3334,3,3.6,53.62,642,601,110.5,111.9,12789,91.4,92,0.3,108.5,1.8,0.3,OK
tpch_sf2_q11,tpch,2,q11,gpu,2000,5,5.1,16.89,218,171,108.9,109.7,6565,83.5,85,0.5,107.3,1.8,0.5,OK
tpch_sf2_q12,tpch,2,q12,gpu,3334,3,3.1,52.45,630,591,113.3,114.7,12787,91.9,93,0.3,108.0,1.8,0.3,OK
tpch_sf2_q13,tpch,2,q13,gpu,250,39,40.2,13.66,175,137,119.1,120.8,6565,98.1,99,4.6,108.3,1.8,4.2,OK
tpch_sf2_q14,tpch,2,q14,gpu,5000,2,2.0,63.34,750,749,107.7,112.2,12785,88.3,98,0.2,108.2,1.8,0.2,OK
tpch_sf2_q15,tpch,2,q15,gpu,5000,2,2.2,61.35,750,707,111.2,113.2,12791,89.3,91,0.2,107.9,1.8,0.2,OK
tpch_sf2_q16,tpch,2,q16,gpu,313,31,32.1,13.71,178,175,62.3,70.8,6561,75.6,96,1.9,108.2,1.8,3.4,OK
tpch_sf2_q17,tpch,2,q17,gpu,2000,5,5.1,32.40,392,352,102.7,104.3,12791,86.7,88,0.5,108.3,1.8,0.5,OK
tpch_sf2_q18,tpch,2,q18,gpu,1429,7,7.0,29.64,361,319,115.3,116.4,12789,94.9,95,0.8,108.3,1.8,0.8,OK
tpch_sf2_q19,tpch,2,q19,gpu,218,46,46.3,15.38,195,149,121.9,123.6,12785,96.1,97,5.6,108.0,1.8,5.0,OK
tpch_sf2_q20,tpch,2,q20,gpu,1667,6,6.0,31.25,381,344,104.5,106.2,12787,89.1,90,0.6,108.1,1.8,0.6,OK
tpch_sf2_q21,tpch,2,q21,gpu,65,155,156.8,13.94,178,130,120.2,122.6,14347,98.0,98,18.6,108.2,1.8,16.8,OK
tpch_sf2_q22,tpch,2,q22,gpu,3334,2,3.1,24.78,315,314,71.5,80.5,6565,53.5,75,0.1,108.0,1.8,0.2,OK
