run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q1,tpch,1,q1,cpu,304,28,33.9,69.10,874,763,87.5,90.1,4351,31.0,43,2.4,119.8,3.0,3.4,OK
tpch_sf1_q2,tpch,1,q2,cpu,477,5,16.7,29.03,360,308,90.9,94.2,4361,50.3,62,0.5,120.8,2.8,0.6,OK
tpch_sf1_q3,tpch,1,q3,cpu,417,20,23.2,98.89,1252,1235,82.3,90.2,4383,25.7,41,1.6,121.1,3.1,2.4,OK
tpch_sf1_q4,tpch,1,q4,cpu,625,12,16.8,134.59,1702,1679,87.6,91.0,4335,30.9,39,1.1,120.8,3.2,1.5,OK
tpch_sf1_q5,tpch,1,q5,cpu,385,22,28.3,97.25,1232,1193,88.0,91.3,4375,31.5,42,1.9,120.5,-2875.3,2.7,OK
tpch_sf1_q6,tpch,1,q6,cpu,667,15,17.7,135.17,1712,1706,87.5,93.3,4351,28.9,37,1.3,120.8,3.0,1.8,OK
tpch_sf1_q7,tpch,1,q7,cpu,358,23,31.4,96.58,1219,1197,87.5,90.9,4371,33.4,47,2.0,-2018.7,3.0,-46.4,OK
tpch_sf1_q8,tpch,1,q8,cpu,345,26,32.9,98.80,1246,1059,87.8,91.2,4345,32.4,44,2.3,120.7,3.0,3.1,OK
tpch_sf1_q9,tpch,1,q9,cpu,257,32,39.6,79.84,1009,900,88.6,91.5,4349,32.5,45,2.8,120.2,3.0,3.8,OK
tpch_sf1_q10,tpch,1,q10,cpu,417,21,32.9,105.34,1306,1083,121.3,187.9,4827,45.6,92,2.5,121.2,3.1,2.5,OK
tpch_sf1_q11,tpch,1,q11,cpu,715,14,62.4,77.30,925,897,181.3,189.3,4871,76.6,98,2.5,121.2,2.4,1.7,OK
tpch_sf1_q12,tpch,1,q12,cpu,98,90,112.9,39.09,471,311,177.5,190.4,4835,71.1,92,16.0,124.0,2.8,11.2,OK
tpch_sf1_q13,tpch,1,q13,cpu,200,32,51.2,25.68,316,281,180.7,194.3,4437,69.7,85,5.8,123.7,2.7,4.0,OK
tpch_sf1_q14,tpch,1,q14,cpu,117,77,89.9,39.67,487,467,158.0,168.3,4331,55.5,76,12.2,123.9,3.0,9.5,OK
tpch_sf1_q15,tpch,1,q15,cpu,127,74,81.1,39.95,498,498,114.4,167.5,4333,34.7,73,8.5,123.8,3.0,9.2,OK
tpch_sf1_q16,tpch,1,q16,cpu,213,32,48.0,23.95,295,234,126.8,131.7,4087,54.5,65,4.1,123.0,2.6,3.9,OK
tpch_sf1_q17,tpch,1,q17,cpu,117,78,92.7,39.79,502,460,112.9,124.0,4093,34.5,49,8.8,124.3,2.9,9.7,OK
tpch_sf1_q18,tpch,1,q18,cpu,100,94,115.1,39.27,490,373,168.2,173.3,4481,59.8,77,15.8,123.2,3.1,11.6,OK
tpch_sf1_q19,tpch,1,q19,cpu,100,95,131.4,40.43,500,486,168.3,180.1,4333,58.9,79,16.0,123.5,2.7,11.7,OK
tpch_sf1_q20,tpch,1,q20,cpu,104,89,99.8,40.46,504,504,107.5,173.9,4331,33.2,77,9.6,123.5,2.9,11.0,OK
tpch_sf1_q21,tpch,1,q21,cpu,48,160,185.6,25.91,322,259,132.2,146.7,7045,53.6,93,21.2,123.7,2.8,19.8,OK
tpch_sf1_q22,tpch,1,q22,cpu,313,20,27.8,30.98,388,281,116.5,126.2,4093,40.0,48,2.3,124.9,2.8,2.5,OK
